model,scenario,year,tas_c,anomaly
MPI-ESM1-2-HR,historical,1900,13.9011,-0.0235
MPI-ESM1-2-HR,historical,1901,13.989,0.0644
MPI-ESM1-2-HR,historical,1902,14.0784,0.1538
MPI-ESM1-2-HR,historical,1903,13.6414,-0.2833
MPI-ESM1-2-HR,historical,1904,13.751,-0.1736
MPI-ESM1-2-HR,historical,1905,13.8688,-0.0558
MPI-ESM1-2-HR,historical,1906,13.7627,-0.1619
MPI-ESM1-2-HR,historical,1907,13.7659,-0.1587
MPI-ESM1-2-HR,historical,1908,13.995,0.0704
MPI-ESM1-2-HR,historical,1909,14.0621,0.1375
MPI-ESM1-2-HR,historical,1910,13.9542,0.0296
MPI-ESM1-2-HR,historical,1911,13.899,-0.0256
MPI-ESM1-2-HR,historical,1912,13.8098,-0.1148
MPI-ESM1-2-HR,historical,1913,13.9352,0.0106
MPI-ESM1-2-HR,historical,1914,14.035,0.1104
MPI-ESM1-2-HR,historical,1915,14.1456,0.221
MPI-ESM1-2-HR,historical,1916,14.0503,0.1257
MPI-ESM1-2-HR,historical,1917,14.1215,0.1969
MPI-ESM1-2-HR,historical,1918,14.0938,0.1691
MPI-ESM1-2-HR,historical,1919,14.0113,0.0867
MPI-ESM1-2-HR,historical,1920,14.0369,0.1123
MPI-ESM1-2-HR,historical,1921,14.0806,0.156
MPI-ESM1-2-HR,historical,1922,14.1,0.1754
MPI-ESM1-2-HR,historical,1923,14.0695,0.1448
MPI-ESM1-2-HR,historical,1924,14.117,0.1924
MPI-ESM1-2-HR,historical,1925,14.109,0.1844
MPI-ESM1-2-HR,historical,1926,14.2087,0.2841
MPI-ESM1-2-HR,historical,1927,14.2636,0.339
MPI-ESM1-2-HR,historical,1928,14.2548,0.3301
MPI-ESM1-2-HR,historical,1929,14.2228,0.2982
MPI-ESM1-2-HR,historical,1930,14.1292,0.2046
MPI-ESM1-2-HR,historical,1931,14.1518,0.2272
MPI-ESM1-2-HR,historical,1932,14.1269,0.2023
MPI-ESM1-2-HR,historical,1933,14.1495,0.2249
MPI-ESM1-2-HR,historical,1934,14.3766,0.4519
MPI-ESM1-2-HR,historical,1935,14.3981,0.4735
MPI-ESM1-2-HR,historical,1936,14.5361,0.6115
MPI-ESM1-2-HR,historical,1937,14.3951,0.4705
MPI-ESM1-2-HR,historical,1938,14.3254,0.4008
MPI-ESM1-2-HR,historical,1939,14.0833,0.1587
MPI-ESM1-2-HR,historical,1940,14.1774,0.2527
MPI-ESM1-2-HR,historical,1941,14.1914,0.2668
MPI-ESM1-2-HR,historical,1942,14.2474,0.3228
MPI-ESM1-2-HR,historical,1943,14.2643,0.3397
MPI-ESM1-2-HR,historical,1944,14.2492,0.3245
MPI-ESM1-2-HR,historical,1945,14.2182,0.2936
MPI-ESM1-2-HR,historical,1946,14.152,0.2274
MPI-ESM1-2-HR,historical,1947,14.2856,0.361
MPI-ESM1-2-HR,historical,1948,14.4412,0.5166
MPI-ESM1-2-HR,historical,1949,14.2771,0.3525
MPI-ESM1-2-HR,historical,1950,14.2062,0.2816
MPI-ESM1-2-HR,historical,1951,14.2787,0.3541
MPI-ESM1-2-HR,historical,1952,14.1914,0.2668
MPI-ESM1-2-HR,historical,1953,14.1737,0.2491
MPI-ESM1-2-HR,historical,1954,14.0711,0.1464
MPI-ESM1-2-HR,historical,1955,14.0866,0.162
MPI-ESM1-2-HR,historical,1956,14.1726,0.2479
MPI-ESM1-2-HR,historical,1957,14.0951,0.1705
MPI-ESM1-2-HR,historical,1958,14.1266,0.202
MPI-ESM1-2-HR,historical,1959,14.2573,0.3327
MPI-ESM1-2-HR,historical,1960,14.3332,0.4086
MPI-ESM1-2-HR,historical,1961,14.3644,0.4398
MPI-ESM1-2-HR,historical,1962,14.1942,0.2696
MPI-ESM1-2-HR,historical,1963,14.1795,0.2548
MPI-ESM1-2-HR,historical,1964,14.1996,0.275
MPI-ESM1-2-HR,historical,1965,14.1971,0.2724
MPI-ESM1-2-HR,historical,1966,14.2558,0.3312
MPI-ESM1-2-HR,historical,1967,14.0939,0.1693
MPI-ESM1-2-HR,historical,1968,14.1967,0.2721
MPI-ESM1-2-HR,historical,1969,14.2185,0.2939
MPI-ESM1-2-HR,historical,1970,14.3809,0.4562
MPI-ESM1-2-HR,historical,1971,14.4486,0.524
MPI-ESM1-2-HR,historical,1972,14.3024,0.3778
MPI-ESM1-2-HR,historical,1973,14.2749,0.3502
MPI-ESM1-2-HR,historical,1974,14.1868,0.2622
MPI-ESM1-2-HR,historical,1975,14.1376,0.213
MPI-ESM1-2-HR,historical,1976,14.3632,0.4386
MPI-ESM1-2-HR,historical,1977,14.3751,0.4504
MPI-ESM1-2-HR,historical,1978,14.3949,0.4703
MPI-ESM1-2-HR,historical,1979,14.3742,0.4495
MPI-ESM1-2-HR,historical,1980,14.5692,0.6446
MPI-ESM1-2-HR,historical,1981,14.4956,0.571
MPI-ESM1-2-HR,historical,1982,14.4204,0.4958
MPI-ESM1-2-HR,historical,1983,14.3182,0.3936
MPI-ESM1-2-HR,historical,1984,14.4006,0.476
MPI-ESM1-2-HR,historical,1985,14.4998,0.5752
MPI-ESM1-2-HR,historical,1986,14.5898,0.6652
MPI-ESM1-2-HR,historical,1987,14.5264,0.6018
MPI-ESM1-2-HR,historical,1988,14.4922,0.5676
MPI-ESM1-2-HR,historical,1989,14.5006,0.576
MPI-ESM1-2-HR,historical,1990,14.56,0.6355
MPI-ESM1-2-HR,historical,1991,14.5042,0.5796
MPI-ESM1-2-HR,historical,1992,14.2776,0.353
MPI-ESM1-2-HR,historical,1993,14.252,0.3274
MPI-ESM1-2-HR,historical,1994,14.4437,0.5191
MPI-ESM1-2-HR,historical,1995,14.4919,0.5672
MPI-ESM1-2-HR,historical,1996,14.4908,0.5662
MPI-ESM1-2-HR,historical,1997,14.3842,0.4596
MPI-ESM1-2-HR,historical,1998,14.5075,0.5829
MPI-ESM1-2-HR,historical,1999,14.5584,0.6338
MPI-ESM1-2-HR,historical,2000,14.647,0.7224
MPI-ESM1-2-HR,historical,2001,14.7192,0.7946
MPI-ESM1-2-HR,historical,2002,14.7411,0.8165
MPI-ESM1-2-HR,historical,2003,14.684,0.7594
MPI-ESM1-2-HR,historical,2004,14.6467,0.7221
MPI-ESM1-2-HR,historical,2005,14.707,0.7824
MPI-ESM1-2-HR,historical,2006,14.7945,0.8699
MPI-ESM1-2-HR,historical,2007,14.8154,0.8908
MPI-ESM1-2-HR,historical,2008,14.9804,1.0558
MPI-ESM1-2-HR,historical,2009,15.0336,1.1089
MPI-ESM1-2-HR,historical,2010,14.8584,0.9338
MPI-ESM1-2-HR,historical,2011,14.9599,1.0353
MPI-ESM1-2-HR,historical,2012,15.0225,1.0979
MPI-ESM1-2-HR,historical,2013,15.0177,1.0931
MPI-ESM1-2-HR,historical,2014,14.9885,1.0639
MPI-ESM1-2-HR,ssp126,2015,14.8933,0.9687
MPI-ESM1-2-HR,ssp126,2016,15.0488,1.1242
MPI-ESM1-2-HR,ssp126,2017,15.075,1.1504
MPI-ESM1-2-HR,ssp126,2018,15.0516,1.127
MPI-ESM1-2-HR,ssp126,2019,15.1591,1.2345
MPI-ESM1-2-HR,ssp126,2020,15.1401,1.2155
MPI-ESM1-2-HR,ssp126,2021,15.0615,1.1369
MPI-ESM1-2-HR,ssp126,2022,15.2973,1.3727
MPI-ESM1-2-HR,ssp126,2023,15.2211,1.2965
MPI-ESM1-2-HR,ssp126,2024,15.3678,1.4432
MPI-ESM1-2-HR,ssp126,2025,15.3897,1.465
MPI-ESM1-2-HR,ssp126,2026,15.1852,1.2606
MPI-ESM1-2-HR,ssp126,2027,15.2319,1.3073
MPI-ESM1-2-HR,ssp126,2028,15.3528,1.4282
MPI-ESM1-2-HR,ssp126,2029,15.4311,1.5064
MPI-ESM1-2-HR,ssp126,2030,15.228,1.3034
MPI-ESM1-2-HR,ssp126,2031,15.1742,1.2496
MPI-ESM1-2-HR,ssp126,2032,15.3618,1.4371
MPI-ESM1-2-HR,ssp126,2033,15.3151,1.3905
MPI-ESM1-2-HR,ssp126,2034,15.2268,1.3022
MPI-ESM1-2-HR,ssp126,2035,15.379,1.4544
MPI-ESM1-2-HR,ssp126,2036,15.2951,1.3705
MPI-ESM1-2-HR,ssp126,2037,15.3289,1.4043
MPI-ESM1-2-HR,ssp126,2038,15.3754,1.4508
MPI-ESM1-2-HR,ssp126,2039,15.5373,1.6127
MPI-ESM1-2-HR,ssp126,2040,15.5556,1.631
MPI-ESM1-2-HR,ssp126,2041,15.5496,1.625
MPI-ESM1-2-HR,ssp126,2042,15.436,1.5114
MPI-ESM1-2-HR,ssp126,2043,15.4081,1.4835
MPI-ESM1-2-HR,ssp126,2044,15.4996,1.575
MPI-ESM1-2-HR,ssp126,2045,15.5169,1.5922
MPI-ESM1-2-HR,ssp126,2046,15.5592,1.6346
MPI-ESM1-2-HR,ssp126,2047,15.5092,1.5845
MPI-ESM1-2-HR,ssp126,2048,15.4036,1.479
MPI-ESM1-2-HR,ssp126,2049,15.555,1.6304
MPI-ESM1-2-HR,ssp126,2050,15.4452,1.5206
MPI-ESM1-2-HR,ssp126,2051,15.3965,1.4718
MPI-ESM1-2-HR,ssp126,2052,15.5249,1.6003
MPI-ESM1-2-HR,ssp126,2053,15.5419,1.6173
MPI-ESM1-2-HR,ssp126,2054,15.5723,1.6477
MPI-ESM1-2-HR,ssp126,2055,15.5345,1.6099
MPI-ESM1-2-HR,ssp126,2056,15.5616,1.637
MPI-ESM1-2-HR,ssp126,2057,15.4625,1.5379
MPI-ESM1-2-HR,ssp126,2058,15.4672,1.5426
MPI-ESM1-2-HR,ssp126,2059,15.4845,1.5598
MPI-ESM1-2-HR,ssp126,2060,15.68,1.7554
MPI-ESM1-2-HR,ssp126,2061,15.4366,1.512
MPI-ESM1-2-HR,ssp126,2062,15.4825,1.5579
MPI-ESM1-2-HR,ssp126,2063,15.4718,1.5472
MPI-ESM1-2-HR,ssp126,2064,15.452,1.5273
MPI-ESM1-2-HR,ssp126,2065,15.5143,1.5896
MPI-ESM1-2-HR,ssp126,2066,15.5877,1.663
MPI-ESM1-2-HR,ssp126,2067,15.7092,1.7845
MPI-ESM1-2-HR,ssp126,2068,15.7371,1.8125
MPI-ESM1-2-HR,ssp126,2069,15.5199,1.5953
MPI-ESM1-2-HR,ssp126,2070,15.6128,1.6882
MPI-ESM1-2-HR,ssp126,2071,15.6355,1.7109
MPI-ESM1-2-HR,ssp126,2072,15.6442,1.7196
MPI-ESM1-2-HR,ssp126,2073,15.6035,1.6788
MPI-ESM1-2-HR,ssp126,2074,15.5072,1.5826
MPI-ESM1-2-HR,ssp126,2075,15.4656,1.5409
MPI-ESM1-2-HR,ssp126,2076,15.455,1.5304
MPI-ESM1-2-HR,ssp126,2077,15.4889,1.5643
MPI-ESM1-2-HR,ssp126,2078,15.5672,1.6426
MPI-ESM1-2-HR,ssp126,2079,15.5843,1.6597
MPI-ESM1-2-HR,ssp126,2080,15.4313,1.5066
MPI-ESM1-2-HR,ssp126,2081,15.4641,1.5394
MPI-ESM1-2-HR,ssp126,2082,15.5744,1.6498
MPI-ESM1-2-HR,ssp126,2083,15.5162,1.5916
MPI-ESM1-2-HR,ssp126,2084,15.4831,1.5585
MPI-ESM1-2-HR,ssp126,2085,15.5001,1.5755
MPI-ESM1-2-HR,ssp126,2086,15.5738,1.6492
MPI-ESM1-2-HR,ssp126,2087,15.5397,1.6151
MPI-ESM1-2-HR,ssp126,2088,15.5297,1.6051
MPI-ESM1-2-HR,ssp126,2089,15.6187,1.6941
MPI-ESM1-2-HR,ssp126,2090,15.5068,1.5822
MPI-ESM1-2-HR,ssp126,2091,15.3891,1.4645
MPI-ESM1-2-HR,ssp126,2092,15.383,1.4584
MPI-ESM1-2-HR,ssp126,2093,15.4872,1.5626
MPI-ESM1-2-HR,ssp126,2094,15.6259,1.7013
MPI-ESM1-2-HR,ssp126,2095,15.7337,1.8091
MPI-ESM1-2-HR,ssp126,2096,15.5428,1.6182
MPI-ESM1-2-HR,ssp126,2097,15.3179,1.3933
MPI-ESM1-2-HR,ssp126,2098,15.3885,1.4639
MPI-ESM1-2-HR,ssp126,2099,15.4071,1.4825
MPI-ESM1-2-HR,ssp126,2100,15.5185,1.5939
MPI-ESM1-2-HR,ssp245,2015,14.8914,0.9668
MPI-ESM1-2-HR,ssp245,2016,14.8815,0.9569
MPI-ESM1-2-HR,ssp245,2017,14.9243,0.9997
MPI-ESM1-2-HR,ssp245,2018,15.079,1.1544
MPI-ESM1-2-HR,ssp245,2019,15.2561,1.3315
MPI-ESM1-2-HR,ssp245,2020,15.1601,1.2355
MPI-ESM1-2-HR,ssp245,2021,15.214,1.2894
MPI-ESM1-2-HR,ssp245,2022,15.2284,1.3038
MPI-ESM1-2-HR,ssp245,2023,15.1509,1.2263
MPI-ESM1-2-HR,ssp245,2024,15.2761,1.3515
MPI-ESM1-2-HR,ssp245,2025,15.2264,1.3018
MPI-ESM1-2-HR,ssp245,2026,15.0573,1.1327
MPI-ESM1-2-HR,ssp245,2027,15.1643,1.2397
MPI-ESM1-2-HR,ssp245,2028,15.1902,1.2656
MPI-ESM1-2-HR,ssp245,2029,15.4007,1.4761
MPI-ESM1-2-HR,ssp245,2030,15.2719,1.3473
MPI-ESM1-2-HR,ssp245,2031,15.2172,1.2926
MPI-ESM1-2-HR,ssp245,2032,15.3833,1.4587
MPI-ESM1-2-HR,ssp245,2033,15.3904,1.4657
MPI-ESM1-2-HR,ssp245,2034,15.479,1.5544
MPI-ESM1-2-HR,ssp245,2035,15.456,1.5314
MPI-ESM1-2-HR,ssp245,2036,15.3285,1.4038
MPI-ESM1-2-HR,ssp245,2037,15.4215,1.4969
MPI-ESM1-2-HR,ssp245,2038,15.4278,1.5032
MPI-ESM1-2-HR,ssp245,2039,15.3384,1.4138
MPI-ESM1-2-HR,ssp245,2040,15.5215,1.5968
MPI-ESM1-2-HR,ssp245,2041,15.5469,1.6223
MPI-ESM1-2-HR,ssp245,2042,15.5256,1.601
MPI-ESM1-2-HR,ssp245,2043,15.3541,1.4295
MPI-ESM1-2-HR,ssp245,2044,15.4507,1.526
MPI-ESM1-2-HR,ssp245,2045,15.5378,1.6132
MPI-ESM1-2-HR,ssp245,2046,15.711,1.7863
MPI-ESM1-2-HR,ssp245,2047,15.8086,1.884
MPI-ESM1-2-HR,ssp245,2048,15.7734,1.8488
MPI-ESM1-2-HR,ssp245,2049,15.7023,1.7777
MPI-ESM1-2-HR,ssp245,2050,15.7679,1.8433
MPI-ESM1-2-HR,ssp245,2051,15.9207,1.9961
MPI-ESM1-2-HR,ssp245,2052,15.924,1.9994
MPI-ESM1-2-HR,ssp245,2053,15.7449,1.8203
MPI-ESM1-2-HR,ssp245,2054,15.6984,1.7738
MPI-ESM1-2-HR,ssp245,2055,15.651,1.7264
MPI-ESM1-2-HR,ssp245,2056,15.6089,1.6843
MPI-ESM1-2-HR,ssp245,2057,15.7505,1.8259
MPI-ESM1-2-HR,ssp245,2058,15.9637,2.0391
MPI-ESM1-2-HR,ssp245,2059,16.017,2.0924
MPI-ESM1-2-HR,ssp245,2060,15.8815,1.9568
MPI-ESM1-2-HR,ssp245,2061,15.7423,1.8177
MPI-ESM1-2-HR,ssp245,2062,15.7581,1.8335
MPI-ESM1-2-HR,ssp245,2063,16.0138,2.0892
MPI-ESM1-2-HR,ssp245,2064,15.9935,2.0689
MPI-ESM1-2-HR,ssp245,2065,15.964,2.0394
MPI-ESM1-2-HR,ssp245,2066,16.1756,2.251
MPI-ESM1-2-HR,ssp245,2067,15.9784,2.0537
MPI-ESM1-2-HR,ssp245,2068,15.8986,1.974
MPI-ESM1-2-HR,ssp245,2069,15.923,1.9984
MPI-ESM1-2-HR,ssp245,2070,16.1111,2.1865
MPI-ESM1-2-HR,ssp245,2071,16.1397,2.2151
MPI-ESM1-2-HR,ssp245,2072,16.1323,2.2076
MPI-ESM1-2-HR,ssp245,2073,16.229,2.3044
MPI-ESM1-2-HR,ssp245,2074,16.3007,2.3761
MPI-ESM1-2-HR,ssp245,2075,16.2501,2.3254
MPI-ESM1-2-HR,ssp245,2076,16.3217,2.3971
MPI-ESM1-2-HR,ssp245,2077,16.1894,2.2648
MPI-ESM1-2-HR,ssp245,2078,16.1612,2.2366
MPI-ESM1-2-HR,ssp245,2079,16.1046,2.1799
MPI-ESM1-2-HR,ssp245,2080,16.2429,2.3183
MPI-ESM1-2-HR,ssp245,2081,16.2794,2.3548
MPI-ESM1-2-HR,ssp245,2082,16.2145,2.2899
MPI-ESM1-2-HR,ssp245,2083,16.2887,2.3641
MPI-ESM1-2-HR,ssp245,2084,16.2753,2.3506
MPI-ESM1-2-HR,ssp245,2085,16.2782,2.3536
MPI-ESM1-2-HR,ssp245,2086,16.3705,2.4459
MPI-ESM1-2-HR,ssp245,2087,16.3148,2.3901
MPI-ESM1-2-HR,ssp245,2088,16.3508,2.4262
MPI-ESM1-2-HR,ssp245,2089,16.3718,2.4472
MPI-ESM1-2-HR,ssp245,2090,16.3993,2.4747
MPI-ESM1-2-HR,ssp245,2091,16.3105,2.3859
MPI-ESM1-2-HR,ssp245,2092,16.276,2.3514
MPI-ESM1-2-HR,ssp245,2093,16.4362,2.5116
MPI-ESM1-2-HR,ssp245,2094,16.4175,2.4929
MPI-ESM1-2-HR,ssp245,2095,16.3381,2.4134
MPI-ESM1-2-HR,ssp245,2096,16.4166,2.492
MPI-ESM1-2-HR,ssp245,2097,16.4374,2.5128
MPI-ESM1-2-HR,ssp245,2098,16.314,2.3894
MPI-ESM1-2-HR,ssp245,2099,16.2355,2.3108
MPI-ESM1-2-HR,ssp245,2100,16.3841,2.4595
MPI-ESM1-2-HR,ssp370,2015,14.8714,0.9468
MPI-ESM1-2-HR,ssp370,2016,15.0237,1.0991
MPI-ESM1-2-HR,ssp370,2017,15.0727,1.1481
MPI-ESM1-2-HR,ssp370,2018,15.2904,1.3658
MPI-ESM1-2-HR,ssp370,2019,15.368,1.4434
MPI-ESM1-2-HR,ssp370,2020,15.1554,1.2308
MPI-ESM1-2-HR,ssp370,2021,14.9711,1.0465
MPI-ESM1-2-HR,ssp370,2022,15.1129,1.1883
MPI-ESM1-2-HR,ssp370,2023,15.1376,1.213
MPI-ESM1-2-HR,ssp370,2024,15.0298,1.1052
MPI-ESM1-2-HR,ssp370,2025,15.1894,1.2647
MPI-ESM1-2-HR,ssp370,2026,15.3682,1.4436
MPI-ESM1-2-HR,ssp370,2027,15.3184,1.3938
MPI-ESM1-2-HR,ssp370,2028,15.18,1.2554
MPI-ESM1-2-HR,ssp370,2029,15.2104,1.2858
MPI-ESM1-2-HR,ssp370,2030,15.2876,1.3629
MPI-ESM1-2-HR,ssp370,2031,15.3886,1.464
MPI-ESM1-2-HR,ssp370,2032,15.4262,1.5016
MPI-ESM1-2-HR,ssp370,2033,15.5423,1.6176
MPI-ESM1-2-HR,ssp370,2034,15.4852,1.5606
MPI-ESM1-2-HR,ssp370,2035,15.495,1.5704
MPI-ESM1-2-HR,ssp370,2036,15.5399,1.6153
MPI-ESM1-2-HR,ssp370,2037,15.5422,1.6176
MPI-ESM1-2-HR,ssp370,2038,15.3887,1.4641
MPI-ESM1-2-HR,ssp370,2039,15.5053,1.5807
MPI-ESM1-2-HR,ssp370,2040,15.6636,1.7389
MPI-ESM1-2-HR,ssp370,2041,15.5292,1.6046
MPI-ESM1-2-HR,ssp370,2042,15.5366,1.612
MPI-ESM1-2-HR,ssp370,2043,15.6678,1.7432
MPI-ESM1-2-HR,ssp370,2044,15.7165,1.7919
MPI-ESM1-2-HR,ssp370,2045,15.5975,1.6729
MPI-ESM1-2-HR,ssp370,2046,15.6851,1.7605
MPI-ESM1-2-HR,ssp370,2047,15.7711,1.8465
MPI-ESM1-2-HR,ssp370,2048,15.6826,1.758
MPI-ESM1-2-HR,ssp370,2049,15.8162,1.8916
MPI-ESM1-2-HR,ssp370,2050,15.9986,2.074
MPI-ESM1-2-HR,ssp370,2051,16.2234,2.2988
MPI-ESM1-2-HR,ssp370,2052,16.1917,2.267
MPI-ESM1-2-HR,ssp370,2053,16.1912,2.2666
MPI-ESM1-2-HR,ssp370,2054,16.102,2.1774
MPI-ESM1-2-HR,ssp370,2055,16.0952,2.1706
MPI-ESM1-2-HR,ssp370,2056,16.0781,2.1535
MPI-ESM1-2-HR,ssp370,2057,16.1772,2.2526
MPI-ESM1-2-HR,ssp370,2058,16.3117,2.387
MPI-ESM1-2-HR,ssp370,2059,16.3503,2.4257
MPI-ESM1-2-HR,ssp370,2060,16.1329,2.2083
MPI-ESM1-2-HR,ssp370,2061,16.1469,2.2223
MPI-ESM1-2-HR,ssp370,2062,16.257,2.3324
MPI-ESM1-2-HR,ssp370,2063,16.3829,2.4583
MPI-ESM1-2-HR,ssp370,2064,16.289,2.3644
MPI-ESM1-2-HR,ssp370,2065,16.1881,2.2635
MPI-ESM1-2-HR,ssp370,2066,16.3406,2.416
MPI-ESM1-2-HR,ssp370,2067,16.6032,2.6786
MPI-ESM1-2-HR,ssp370,2068,16.6793,2.7547
MPI-ESM1-2-HR,ssp370,2069,16.6978,2.7731
MPI-ESM1-2-HR,ssp370,2070,16.5719,2.6473
MPI-ESM1-2-HR,ssp370,2071,16.5493,2.6246
MPI-ESM1-2-HR,ssp370,2072,16.6943,2.7697
MPI-ESM1-2-HR,ssp370,2073,16.7443,2.8197
MPI-ESM1-2-HR,ssp370,2074,16.7308,2.8062
MPI-ESM1-2-HR,ssp370,2075,16.7071,2.7825
MPI-ESM1-2-HR,ssp370,2076,16.8071,2.8825
MPI-ESM1-2-HR,ssp370,2077,16.646,2.7214
MPI-ESM1-2-HR,ssp370,2078,16.7609,2.8363
MPI-ESM1-2-HR,ssp370,2079,16.8178,2.8932
MPI-ESM1-2-HR,ssp370,2080,16.7235,2.7989
MPI-ESM1-2-HR,ssp370,2081,16.6895,2.7649
MPI-ESM1-2-HR,ssp370,2082,16.7811,2.8565
MPI-ESM1-2-HR,ssp370,2083,17.0478,3.1232
MPI-ESM1-2-HR,ssp370,2084,17.0405,3.1159
MPI-ESM1-2-HR,ssp370,2085,17.0997,3.175
MPI-ESM1-2-HR,ssp370,2086,17.0196,3.095
MPI-ESM1-2-HR,ssp370,2087,16.9565,3.0319
MPI-ESM1-2-HR,ssp370,2088,17.2267,3.3021
MPI-ESM1-2-HR,ssp370,2089,17.3837,3.4591
MPI-ESM1-2-HR,ssp370,2090,17.3846,3.46
MPI-ESM1-2-HR,ssp370,2091,17.4284,3.5038
MPI-ESM1-2-HR,ssp370,2092,17.2628,3.3382
MPI-ESM1-2-HR,ssp370,2093,17.457,3.5324
MPI-ESM1-2-HR,ssp370,2094,17.5382,3.6136
MPI-ESM1-2-HR,ssp370,2095,17.5981,3.6735
MPI-ESM1-2-HR,ssp370,2096,17.5367,3.6121
MPI-ESM1-2-HR,ssp370,2097,17.5269,3.6022
MPI-ESM1-2-HR,ssp370,2098,17.6178,3.6932
MPI-ESM1-2-HR,ssp370,2099,17.7067,3.7821
MPI-ESM1-2-HR,ssp370,2100,17.7243,3.7997
MPI-ESM1-2-HR,ssp585,2015,14.9057,0.981
MPI-ESM1-2-HR,ssp585,2016,15.0063,1.0816
MPI-ESM1-2-HR,ssp585,2017,15.0268,1.1022
MPI-ESM1-2-HR,ssp585,2018,15.1449,1.2203
MPI-ESM1-2-HR,ssp585,2019,15.165,1.2404
MPI-ESM1-2-HR,ssp585,2020,15.1838,1.2592
MPI-ESM1-2-HR,ssp585,2021,15.1232,1.1986
MPI-ESM1-2-HR,ssp585,2022,15.2149,1.2903
MPI-ESM1-2-HR,ssp585,2023,15.1552,1.2306
MPI-ESM1-2-HR,ssp585,2024,15.1714,1.2468
MPI-ESM1-2-HR,ssp585,2025,15.176,1.2514
MPI-ESM1-2-HR,ssp585,2026,15.1971,1.2725
MPI-ESM1-2-HR,ssp585,2027,15.2377,1.3131
MPI-ESM1-2-HR,ssp585,2028,15.1874,1.2628
MPI-ESM1-2-HR,ssp585,2029,15.3367,1.4121
MPI-ESM1-2-HR,ssp585,2030,15.4537,1.5291
MPI-ESM1-2-HR,ssp585,2031,15.5792,1.6546
MPI-ESM1-2-HR,ssp585,2032,15.3672,1.4425
MPI-ESM1-2-HR,ssp585,2033,15.3284,1.4037
MPI-ESM1-2-HR,ssp585,2034,15.4468,1.5222
MPI-ESM1-2-HR,ssp585,2035,15.6069,1.6822
MPI-ESM1-2-HR,ssp585,2036,15.563,1.6384
MPI-ESM1-2-HR,ssp585,2037,15.5054,1.5808
MPI-ESM1-2-HR,ssp585,2038,15.6869,1.7623
MPI-ESM1-2-HR,ssp585,2039,15.5646,1.64
MPI-ESM1-2-HR,ssp585,2040,15.5887,1.6641
MPI-ESM1-2-HR,ssp585,2041,15.5384,1.6138
MPI-ESM1-2-HR,ssp585,2042,15.7289,1.8042
MPI-ESM1-2-HR,ssp585,2043,15.8527,1.928
MPI-ESM1-2-HR,ssp585,2044,15.7026,1.778
MPI-ESM1-2-HR,ssp585,2045,15.6924,1.7678
MPI-ESM1-2-HR,ssp585,2046,15.6347,1.71
MPI-ESM1-2-HR,ssp585,2047,15.6432,1.7186
MPI-ESM1-2-HR,ssp585,2048,15.9239,1.9993
MPI-ESM1-2-HR,ssp585,2049,16.115,2.1904
MPI-ESM1-2-HR,ssp585,2050,16.0187,2.0941
MPI-ESM1-2-HR,ssp585,2051,15.9383,2.0137
MPI-ESM1-2-HR,ssp585,2052,15.9116,1.987
MPI-ESM1-2-HR,ssp585,2053,16.0816,2.157
MPI-ESM1-2-HR,ssp585,2054,16.2627,2.3381
MPI-ESM1-2-HR,ssp585,2055,16.1691,2.2445
MPI-ESM1-2-HR,ssp585,2056,16.2203,2.2957
MPI-ESM1-2-HR,ssp585,2057,16.3434,2.4188
MPI-ESM1-2-HR,ssp585,2058,16.3539,2.4292
MPI-ESM1-2-HR,ssp585,2059,16.2158,2.2912
MPI-ESM1-2-HR,ssp585,2060,16.3688,2.4442
MPI-ESM1-2-HR,ssp585,2061,16.5503,2.6257
MPI-ESM1-2-HR,ssp585,2062,16.401,2.4763
MPI-ESM1-2-HR,ssp585,2063,16.5211,2.5965
MPI-ESM1-2-HR,ssp585,2064,16.4264,2.5017
MPI-ESM1-2-HR,ssp585,2065,16.6804,2.7558
MPI-ESM1-2-HR,ssp585,2066,16.5677,2.643
MPI-ESM1-2-HR,ssp585,2067,16.522,2.5974
MPI-ESM1-2-HR,ssp585,2068,16.6084,2.6838
MPI-ESM1-2-HR,ssp585,2069,16.7731,2.8485
MPI-ESM1-2-HR,ssp585,2070,16.8939,2.9693
MPI-ESM1-2-HR,ssp585,2071,16.8008,2.8761
MPI-ESM1-2-HR,ssp585,2072,16.8024,2.8778
MPI-ESM1-2-HR,ssp585,2073,17.042,3.1174
MPI-ESM1-2-HR,ssp585,2074,16.9979,3.0732
MPI-ESM1-2-HR,ssp585,2075,16.8963,2.9717
MPI-ESM1-2-HR,ssp585,2076,17.0106,3.086
MPI-ESM1-2-HR,ssp585,2077,17.0009,3.0762
MPI-ESM1-2-HR,ssp585,2078,16.9809,3.0563
MPI-ESM1-2-HR,ssp585,2079,17.2419,3.3173
MPI-ESM1-2-HR,ssp585,2080,17.2829,3.3583
MPI-ESM1-2-HR,ssp585,2081,17.3012,3.3766
MPI-ESM1-2-HR,ssp585,2082,17.3366,3.412
MPI-ESM1-2-HR,ssp585,2083,17.5979,3.6733
MPI-ESM1-2-HR,ssp585,2084,17.4513,3.5267
MPI-ESM1-2-HR,ssp585,2085,17.435,3.5104
MPI-ESM1-2-HR,ssp585,2086,17.3957,3.471
MPI-ESM1-2-HR,ssp585,2087,17.5985,3.6739
MPI-ESM1-2-HR,ssp585,2088,17.6979,3.7733
