model,scenario,year,tas_c,anomaly
IPSL-CM6A-LR,historical,1950,13.0804,0.2586
IPSL-CM6A-LR,historical,1951,13.2369,0.4152
IPSL-CM6A-LR,historical,1952,13.3834,0.5616
IPSL-CM6A-LR,historical,1953,13.2643,0.4426
IPSL-CM6A-LR,historical,1954,13.147,0.3253
IPSL-CM6A-LR,historical,1955,13.275,0.4532
IPSL-CM6A-LR,historical,1956,13.3168,0.495
IPSL-CM6A-LR,historical,1957,13.4207,0.5989
IPSL-CM6A-LR,historical,1958,13.4461,0.6243
IPSL-CM6A-LR,historical,1959,13.2044,0.3826
IPSL-CM6A-LR,historical,1960,13.2975,0.4758
IPSL-CM6A-LR,historical,1961,13.3065,0.4848
IPSL-CM6A-LR,historical,1962,13.5311,0.7094
IPSL-CM6A-LR,historical,1963,13.3358,0.5141
IPSL-CM6A-LR,historical,1964,13.2236,0.4019
IPSL-CM6A-LR,historical,1965,13.2681,0.4464
IPSL-CM6A-LR,historical,1966,13.2764,0.4546
IPSL-CM6A-LR,historical,1967,13.2944,0.4726
IPSL-CM6A-LR,historical,1968,13.2999,0.4782
IPSL-CM6A-LR,historical,1969,13.3762,0.5544
IPSL-CM6A-LR,historical,1970,13.1817,0.3599
IPSL-CM6A-LR,historical,1971,13.2175,0.3957
IPSL-CM6A-LR,historical,1972,13.3571,0.5353
IPSL-CM6A-LR,historical,1973,13.5076,0.6859
IPSL-CM6A-LR,historical,1974,13.2537,0.4319
IPSL-CM6A-LR,historical,1975,13.229,0.4072
IPSL-CM6A-LR,historical,1976,13.3888,0.567
IPSL-CM6A-LR,historical,1977,13.3781,0.5564
IPSL-CM6A-LR,historical,1978,13.3361,0.5143
IPSL-CM6A-LR,historical,1979,13.4096,0.5879
IPSL-CM6A-LR,historical,1980,13.5633,0.7416
IPSL-CM6A-LR,historical,1981,13.4616,0.6398
IPSL-CM6A-LR,historical,1982,13.1878,0.3661
IPSL-CM6A-LR,historical,1983,13.0412,0.2195
IPSL-CM6A-LR,historical,1984,13.1997,0.378
IPSL-CM6A-LR,historical,1985,13.1032,0.2814
IPSL-CM6A-LR,historical,1986,13.4087,0.587
IPSL-CM6A-LR,historical,1987,13.6528,0.8311
IPSL-CM6A-LR,historical,1988,13.8637,1.042
IPSL-CM6A-LR,historical,1989,14.0082,1.1864
IPSL-CM6A-LR,historical,1990,13.5866,0.7648
IPSL-CM6A-LR,historical,1991,13.5005,0.6787
IPSL-CM6A-LR,historical,1992,13.4074,0.5856
IPSL-CM6A-LR,historical,1993,13.4523,0.6306
IPSL-CM6A-LR,historical,1994,13.5172,0.6955
IPSL-CM6A-LR,historical,1995,13.7264,0.9047
IPSL-CM6A-LR,historical,1996,13.8182,0.9964
IPSL-CM6A-LR,historical,1997,13.7437,0.9219
IPSL-CM6A-LR,historical,1998,13.6441,0.8223
IPSL-CM6A-LR,historical,1999,13.7362,0.9144
IPSL-CM6A-LR,historical,2000,13.831,1.0093
IPSL-CM6A-LR,historical,2001,13.7336,0.9118
IPSL-CM6A-LR,historical,2002,13.641,0.8192
IPSL-CM6A-LR,historical,2003,13.7365,0.9148
IPSL-CM6A-LR,historical,2004,13.7352,0.9134
IPSL-CM6A-LR,historical,2005,14.027,1.2053
IPSL-CM6A-LR,historical,2006,14.044,1.2222
IPSL-CM6A-LR,historical,2007,13.7851,0.9633
IPSL-CM6A-LR,historical,2008,13.8713,1.0495
IPSL-CM6A-LR,historical,2009,14.2879,1.4661
IPSL-CM6A-LR,historical,2010,14.3375,1.5157
IPSL-CM6A-LR,historical,2011,13.9612,1.1394
IPSL-CM6A-LR,historical,2012,14.206,1.3842
IPSL-CM6A-LR,historical,2013,14.1773,1.3556
IPSL-CM6A-LR,historical,2014,14.0522,1.2304
IPSL-CM6A-LR,ssp126,2015,14.0452,1.2234
IPSL-CM6A-LR,ssp126,2016,14.1562,1.3344
IPSL-CM6A-LR,ssp126,2017,14.3748,1.5531
IPSL-CM6A-LR,ssp126,2018,14.459,1.6372
IPSL-CM6A-LR,ssp126,2019,14.3152,1.4934
IPSL-CM6A-LR,ssp126,2020,14.2819,1.4601
IPSL-CM6A-LR,ssp126,2021,14.4116,1.5899
IPSL-CM6A-LR,ssp126,2022,14.4246,1.6029
IPSL-CM6A-LR,ssp126,2023,14.547,1.7252
IPSL-CM6A-LR,ssp126,2024,14.6002,1.7785
IPSL-CM6A-LR,ssp126,2025,14.6044,1.7826
IPSL-CM6A-LR,ssp126,2026,14.3346,1.5128
IPSL-CM6A-LR,ssp126,2027,14.2844,1.4626
IPSL-CM6A-LR,ssp126,2028,14.4382,1.6165
IPSL-CM6A-LR,ssp126,2029,14.4633,1.6416
IPSL-CM6A-LR,ssp126,2030,14.681,1.8593
IPSL-CM6A-LR,ssp126,2031,14.7235,1.9017
IPSL-CM6A-LR,ssp126,2032,14.6471,1.8254
IPSL-CM6A-LR,ssp126,2033,14.8233,2.0015
IPSL-CM6A-LR,ssp126,2034,14.7845,1.9627
IPSL-CM6A-LR,ssp126,2035,14.8435,2.0218
IPSL-CM6A-LR,ssp126,2036,14.699,1.8773
IPSL-CM6A-LR,ssp126,2037,14.9256,2.1038
IPSL-CM6A-LR,ssp126,2038,14.9923,2.1706
IPSL-CM6A-LR,ssp126,2039,14.8868,2.0651
IPSL-CM6A-LR,ssp126,2040,14.625,1.8033
IPSL-CM6A-LR,ssp126,2041,14.7969,1.9752
IPSL-CM6A-LR,ssp126,2042,14.933,2.1112
IPSL-CM6A-LR,ssp126,2043,14.8177,1.996
IPSL-CM6A-LR,ssp126,2044,14.9885,2.1668
IPSL-CM6A-LR,ssp126,2045,15.0105,2.1888
IPSL-CM6A-LR,ssp126,2046,14.9171,2.0954
IPSL-CM6A-LR,ssp126,2047,15.0922,2.2705
IPSL-CM6A-LR,ssp126,2048,15.1271,2.3053
IPSL-CM6A-LR,ssp126,2049,15.1331,2.3114
IPSL-CM6A-LR,ssp126,2050,15.291,2.4692
IPSL-CM6A-LR,ssp126,2051,15.3046,2.4829
IPSL-CM6A-LR,ssp126,2052,14.9172,2.0955
IPSL-CM6A-LR,ssp126,2053,14.9916,2.1699
IPSL-CM6A-LR,ssp126,2054,14.9141,2.0924
IPSL-CM6A-LR,ssp126,2055,15.042,2.2203
IPSL-CM6A-LR,ssp126,2056,15.2062,2.3845
IPSL-CM6A-LR,ssp126,2057,15.1424,2.3206
IPSL-CM6A-LR,ssp126,2058,15.2389,2.4171
IPSL-CM6A-LR,ssp126,2059,15.1538,2.3321
IPSL-CM6A-LR,ssp126,2060,15.0026,2.1809
IPSL-CM6A-LR,ssp126,2061,15.0054,2.1836
IPSL-CM6A-LR,ssp126,2062,15.1995,2.3778
IPSL-CM6A-LR,ssp126,2063,15.2789,2.4572
IPSL-CM6A-LR,ssp126,2064,15.3162,2.4944
IPSL-CM6A-LR,ssp126,2065,15.1826,2.3609
IPSL-CM6A-LR,ssp126,2066,15.1443,2.3226
IPSL-CM6A-LR,ssp126,2067,15.0889,2.2671
IPSL-CM6A-LR,ssp126,2068,15.1033,2.2816
IPSL-CM6A-LR,ssp126,2069,15.1054,2.2836
IPSL-CM6A-LR,ssp126,2070,15.2466,2.4249
IPSL-CM6A-LR,ssp126,2071,15.1818,2.36
IPSL-CM6A-LR,ssp126,2072,15.0389,2.2171
IPSL-CM6A-LR,ssp126,2073,15.154,2.3323
IPSL-CM6A-LR,ssp126,2074,15.1994,2.3776
IPSL-CM6A-LR,ssp126,2075,15.1272,2.3055
IPSL-CM6A-LR,ssp126,2076,15.377,2.5553
IPSL-CM6A-LR,ssp126,2077,15.3709,2.5492
IPSL-CM6A-LR,ssp126,2078,15.0961,2.2744
IPSL-CM6A-LR,ssp126,2079,15.3163,2.4946
IPSL-CM6A-LR,ssp126,2080,15.4858,2.664
IPSL-CM6A-LR,ssp126,2081,15.3076,2.4858
IPSL-CM6A-LR,ssp126,2082,15.3885,2.5668
IPSL-CM6A-LR,ssp126,2083,15.3899,2.5681
IPSL-CM6A-LR,ssp126,2084,15.2901,2.4684
IPSL-CM6A-LR,ssp126,2085,15.1189,2.2972
IPSL-CM6A-LR,ssp126,2086,15.044,2.2223
IPSL-CM6A-LR,ssp126,2087,15.2382,2.4165
IPSL-CM6A-LR,ssp126,2088,15.3424,2.5206
IPSL-CM6A-LR,ssp126,2089,15.1979,2.3762
IPSL-CM6A-LR,ssp126,2090,15.0867,2.265
IPSL-CM6A-LR,ssp126,2091,15.0058,2.184
IPSL-CM6A-LR,ssp126,2092,14.9669,2.1451
IPSL-CM6A-LR,ssp126,2093,15.1654,2.3436
IPSL-CM6A-LR,ssp126,2094,15.1619,2.3402
IPSL-CM6A-LR,ssp126,2095,15.0469,2.2251
IPSL-CM6A-LR,ssp126,2096,14.9768,2.1551
IPSL-CM6A-LR,ssp126,2097,15.0083,2.1866
IPSL-CM6A-LR,ssp126,2098,15.2643,2.4426
IPSL-CM6A-LR,ssp126,2099,15.3024,2.4806
IPSL-CM6A-LR,ssp126,2100,15.1473,2.3256
IPSL-CM6A-LR,ssp245,2015,13.9914,1.1697
IPSL-CM6A-LR,ssp245,2016,14.0706,1.2488
IPSL-CM6A-LR,ssp245,2017,14.4476,1.6258
IPSL-CM6A-LR,ssp245,2018,14.39,1.5683
IPSL-CM6A-LR,ssp245,2019,14.3209,1.4992
IPSL-CM6A-LR,ssp245,2020,14.3898,1.5681
IPSL-CM6A-LR,ssp245,2021,14.4096,1.5878
IPSL-CM6A-LR,ssp245,2022,14.2644,1.4426
IPSL-CM6A-LR,ssp245,2023,14.3177,1.4959
IPSL-CM6A-LR,ssp245,2024,14.5512,1.7295
IPSL-CM6A-LR,ssp245,2025,14.6133,1.7916
IPSL-CM6A-LR,ssp245,2026,14.7202,1.8984
IPSL-CM6A-LR,ssp245,2027,14.5911,1.7693
IPSL-CM6A-LR,ssp245,2028,14.5243,1.7026
IPSL-CM6A-LR,ssp245,2029,14.591,1.7692
IPSL-CM6A-LR,ssp245,2030,14.4838,1.6621
IPSL-CM6A-LR,ssp245,2031,14.6564,1.8347
IPSL-CM6A-LR,ssp245,2032,14.9541,2.1323
IPSL-CM6A-LR,ssp245,2033,14.8026,1.9808
IPSL-CM6A-LR,ssp245,2034,14.7779,1.9562
IPSL-CM6A-LR,ssp245,2035,14.6976,1.8758
IPSL-CM6A-LR,ssp245,2036,14.9432,2.1214
IPSL-CM6A-LR,ssp245,2037,15.0404,2.2186
IPSL-CM6A-LR,ssp245,2038,14.8449,2.0231
IPSL-CM6A-LR,ssp245,2039,15.1147,2.2929
IPSL-CM6A-LR,ssp245,2040,15.3912,2.5695
IPSL-CM6A-LR,ssp245,2041,15.1746,2.3529
IPSL-CM6A-LR,ssp245,2042,15.0306,2.2088
IPSL-CM6A-LR,ssp245,2043,15.0927,2.2709
IPSL-CM6A-LR,ssp245,2044,14.9819,2.1601
IPSL-CM6A-LR,ssp245,2045,15.1662,2.3445
IPSL-CM6A-LR,ssp245,2046,15.3466,2.5249
IPSL-CM6A-LR,ssp245,2047,15.4864,2.6647
IPSL-CM6A-LR,ssp245,2048,15.4101,2.5883
IPSL-CM6A-LR,ssp245,2049,15.3772,2.5555
IPSL-CM6A-LR,ssp245,2050,15.4072,2.5854
IPSL-CM6A-LR,ssp245,2051,15.1902,2.3684
IPSL-CM6A-LR,ssp245,2052,15.4081,2.5864
IPSL-CM6A-LR,ssp245,2053,15.7348,2.913
IPSL-CM6A-LR,ssp245,2054,15.7298,2.9081
IPSL-CM6A-LR,ssp245,2055,15.5583,2.7365
IPSL-CM6A-LR,ssp245,2056,15.3397,2.5179
IPSL-CM6A-LR,ssp245,2057,15.5675,2.7457
IPSL-CM6A-LR,ssp245,2058,15.6771,2.8554
IPSL-CM6A-LR,ssp245,2059,15.5505,2.7288
IPSL-CM6A-LR,ssp245,2060,15.7076,2.8858
IPSL-CM6A-LR,ssp245,2061,15.7406,2.9188
IPSL-CM6A-LR,ssp245,2062,15.838,3.0163
IPSL-CM6A-LR,ssp245,2063,15.807,2.9853
IPSL-CM6A-LR,ssp245,2064,15.7538,2.9321
IPSL-CM6A-LR,ssp245,2065,15.6687,2.847
IPSL-CM6A-LR,ssp245,2066,15.867,3.0453
IPSL-CM6A-LR,ssp245,2067,16.066,3.2442
IPSL-CM6A-LR,ssp245,2068,16.1121,3.2904
IPSL-CM6A-LR,ssp245,2069,15.8447,3.0229
IPSL-CM6A-LR,ssp245,2070,15.8204,2.9986
IPSL-CM6A-LR,ssp245,2071,16.0147,3.193
IPSL-CM6A-LR,ssp245,2072,16.039,3.2173
IPSL-CM6A-LR,ssp245,2073,16.3518,3.5301
IPSL-CM6A-LR,ssp245,2074,16.0909,3.2691
IPSL-CM6A-LR,ssp245,2075,16.012,3.1903
IPSL-CM6A-LR,ssp245,2076,16.31,3.4883
IPSL-CM6A-LR,ssp245,2077,16.2433,3.4216
IPSL-CM6A-LR,ssp245,2078,16.1926,3.3708
IPSL-CM6A-LR,ssp245,2079,16.1093,3.2875
IPSL-CM6A-LR,ssp245,2080,16.03,3.2083
IPSL-CM6A-LR,ssp245,2081,16.0718,3.2501
IPSL-CM6A-LR,ssp245,2082,16.1843,3.3625
IPSL-CM6A-LR,ssp245,2083,16.337,3.5153
IPSL-CM6A-LR,ssp245,2084,16.4898,3.6681
IPSL-CM6A-LR,ssp245,2085,16.5375,3.7158
IPSL-CM6A-LR,ssp245,2086,16.5019,3.6801
IPSL-CM6A-LR,ssp245,2087,16.2923,3.4706
IPSL-CM6A-LR,ssp245,2088,16.2954,3.4736
IPSL-CM6A-LR,ssp245,2089,16.3655,3.5438
IPSL-CM6A-LR,ssp245,2090,16.6397,3.818
IPSL-CM6A-LR,ssp245,2091,16.6406,3.8189
IPSL-CM6A-LR,ssp245,2092,16.4198,3.598
IPSL-CM6A-LR,ssp245,2093,16.404,3.5822
IPSL-CM6A-LR,ssp245,2094,16.4877,3.666
IPSL-CM6A-LR,ssp245,2095,16.5355,3.7138
IPSL-CM6A-LR,ssp245,2096,16.705,3.8833
IPSL-CM6A-LR,ssp245,2097,16.7099,3.8882
IPSL-CM6A-LR,ssp245,2098,16.3558,3.5341
IPSL-CM6A-LR,ssp245,2099,16.3969,3.5752
IPSL-CM6A-LR,ssp245,2100,16.7633,3.9415
IPSL-CM6A-LR,ssp370,2015,14.0371,1.2153
IPSL-CM6A-LR,ssp370,2016,14.2004,1.3786
IPSL-CM6A-LR,ssp370,2017,14.5411,1.7194
IPSL-CM6A-LR,ssp370,2018,14.3654,1.5437
IPSL-CM6A-LR,ssp370,2019,14.2542,1.4324
IPSL-CM6A-LR,ssp370,2020,14.2707,1.449
IPSL-CM6A-LR,ssp370,2021,14.4466,1.6249
IPSL-CM6A-LR,ssp370,2022,14.1502,1.3284
IPSL-CM6A-LR,ssp370,2023,14.229,1.4073
IPSL-CM6A-LR,ssp370,2024,14.3098,1.488
IPSL-CM6A-LR,ssp370,2025,14.5814,1.7596
IPSL-CM6A-LR,ssp370,2026,14.5213,1.6995
IPSL-CM6A-LR,ssp370,2027,14.5068,1.685
IPSL-CM6A-LR,ssp370,2028,14.7654,1.9436
IPSL-CM6A-LR,ssp370,2029,14.7988,1.9771
IPSL-CM6A-LR,ssp370,2030,14.5335,1.7118
IPSL-CM6A-LR,ssp370,2031,14.3618,1.5401
IPSL-CM6A-LR,ssp370,2032,14.5948,1.773
IPSL-CM6A-LR,ssp370,2033,14.7062,1.8844
IPSL-CM6A-LR,ssp370,2034,14.6439,1.8222
IPSL-CM6A-LR,ssp370,2035,14.9566,2.1348
IPSL-CM6A-LR,ssp370,2036,14.8761,2.0544
IPSL-CM6A-LR,ssp370,2037,14.9699,2.1482
IPSL-CM6A-LR,ssp370,2038,15.1411,2.3194
IPSL-CM6A-LR,ssp370,2039,15.2092,2.3874
IPSL-CM6A-LR,ssp370,2040,15.1796,2.3578
IPSL-CM6A-LR,ssp370,2041,15.2375,2.4157
IPSL-CM6A-LR,ssp370,2042,15.1915,2.3698
IPSL-CM6A-LR,ssp370,2043,15.0938,2.272
IPSL-CM6A-LR,ssp370,2044,15.1761,2.3544
IPSL-CM6A-LR,ssp370,2045,15.31,2.4882
IPSL-CM6A-LR,ssp370,2046,15.5089,2.6872
IPSL-CM6A-LR,ssp370,2047,15.5504,2.7286
IPSL-CM6A-LR,ssp370,2048,15.3635,2.5417
IPSL-CM6A-LR,ssp370,2049,15.668,2.8462
IPSL-CM6A-LR,ssp370,2050,15.6433,2.8215
IPSL-CM6A-LR,ssp370,2051,15.8129,2.9912
IPSL-CM6A-LR,ssp370,2052,15.8717,3.05
IPSL-CM6A-LR,ssp370,2053,15.8193,2.9975
IPSL-CM6A-LR,ssp370,2054,15.7196,2.8978
IPSL-CM6A-LR,ssp370,2055,15.8468,3.0251
IPSL-CM6A-LR,ssp370,2056,15.8049,2.9832
IPSL-CM6A-LR,ssp370,2057,15.7223,2.9005
IPSL-CM6A-LR,ssp370,2058,15.9302,3.1085
IPSL-CM6A-LR,ssp370,2059,15.8204,2.9987
IPSL-CM6A-LR,ssp370,2060,15.8039,2.9822
IPSL-CM6A-LR,ssp370,2061,15.9603,3.1386
IPSL-CM6A-LR,ssp370,2062,16.1751,3.3534
IPSL-CM6A-LR,ssp370,2063,16.3517,3.53
IPSL-CM6A-LR,ssp370,2064,16.0969,3.2752
IPSL-CM6A-LR,ssp370,2065,16.2078,3.386
IPSL-CM6A-LR,ssp370,2066,16.4114,3.5896
IPSL-CM6A-LR,ssp370,2067,16.3052,3.4835
IPSL-CM6A-LR,ssp370,2068,16.3044,3.4826
IPSL-CM6A-LR,ssp370,2069,16.3697,3.5479
IPSL-CM6A-LR,ssp370,2070,16.2211,3.3993
IPSL-CM6A-LR,ssp370,2071,16.5636,3.7419
IPSL-CM6A-LR,ssp370,2072,16.7272,3.9054
IPSL-CM6A-LR,ssp370,2073,16.5861,3.7644
IPSL-CM6A-LR,ssp370,2074,16.6655,3.8438
IPSL-CM6A-LR,ssp370,2075,16.8142,3.9925
IPSL-CM6A-LR,ssp370,2076,17.0046,4.1828
IPSL-CM6A-LR,ssp370,2077,16.8111,3.9894
IPSL-CM6A-LR,ssp370,2078,16.8758,4.0541
IPSL-CM6A-LR,ssp370,2079,17.0633,4.2415
IPSL-CM6A-LR,ssp370,2080,16.8555,4.0337
IPSL-CM6A-LR,ssp370,2081,16.9792,4.1575
IPSL-CM6A-LR,ssp370,2082,17.1754,4.3536
IPSL-CM6A-LR,ssp370,2083,17.2018,4.38
IPSL-CM6A-LR,ssp370,2084,17.2516,4.4299
IPSL-CM6A-LR,ssp370,2085,17.5358,4.7141
IPSL-CM6A-LR,ssp370,2086,17.2563,4.4345
IPSL-CM6A-LR,ssp370,2087,17.1163,4.2946
IPSL-CM6A-LR,ssp370,2088,17.3693,4.5476
IPSL-CM6A-LR,ssp370,2089,17.5537,4.732
IPSL-CM6A-LR,ssp370,2090,17.7038,4.8821
IPSL-CM6A-LR,ssp370,2091,17.5931,4.7714
IPSL-CM6A-LR,ssp370,2092,17.7229,4.9012
IPSL-CM6A-LR,ssp370,2093,18.1077,5.286
IPSL-CM6A-LR,ssp370,2094,18.056,5.2342
IPSL-CM6A-LR,ssp370,2095,17.9823,5.1605
IPSL-CM6A-LR,ssp370,2096,18.1297,5.3079
IPSL-CM6A-LR,ssp370,2097,18.372,5.5502
IPSL-CM6A-LR,ssp370,2098,18.184,5.3622
IPSL-CM6A-LR,ssp370,2099,18.1216,5.2998
IPSL-CM6A-LR,ssp370,2100,18.256,5.4343
IPSL-CM6A-LR,ssp585,2015,14.1616,1.3399
IPSL-CM6A-LR,ssp585,2016,14.4949,1.6732
IPSL-CM6A-LR,ssp585,2017,14.6254,1.8036
IPSL-CM6A-LR,ssp585,2018,14.3551,1.5333
IPSL-CM6A-LR,ssp585,2019,14.3233,1.5016
IPSL-CM6A-LR,ssp585,2020,14.3356,1.5138
IPSL-CM6A-LR,ssp585,2021,14.5334,1.7116
IPSL-CM6A-LR,ssp585,2022,14.2864,1.4646
IPSL-CM6A-LR,ssp585,2023,14.3369,1.5152
IPSL-CM6A-LR,ssp585,2024,14.3955,1.5737
IPSL-CM6A-LR,ssp585,2025,14.4426,1.6208
IPSL-CM6A-LR,ssp585,2026,14.4658,1.644
IPSL-CM6A-LR,ssp585,2027,14.5724,1.7506
IPSL-CM6A-LR,ssp585,2028,14.7478,1.926
IPSL-CM6A-LR,ssp585,2029,14.9337,2.1119
IPSL-CM6A-LR,ssp585,2030,14.8501,2.0284
IPSL-CM6A-LR,ssp585,2031,14.5481,1.7263
IPSL-CM6A-LR,ssp585,2032,14.5215,1.6998
IPSL-CM6A-LR,ssp585,2033,14.4987,1.677
IPSL-CM6A-LR,ssp585,2034,14.6312,1.8094
IPSL-CM6A-LR,ssp585,2035,14.6145,1.7928
IPSL-CM6A-LR,ssp585,2036,14.7785,1.9567
IPSL-CM6A-LR,ssp585,2037,14.7708,1.949
IPSL-CM6A-LR,ssp585,2038,15.0952,2.2734
IPSL-CM6A-LR,ssp585,2039,15.0586,2.2369
IPSL-CM6A-LR,ssp585,2040,14.9907,2.169
IPSL-CM6A-LR,ssp585,2041,15.1545,2.3328
IPSL-CM6A-LR,ssp585,2042,15.2873,2.4656
IPSL-CM6A-LR,ssp585,2043,15.5008,2.6791
IPSL-CM6A-LR,ssp585,2044,15.623,2.8013
IPSL-CM6A-LR,ssp585,2045,15.5207,2.6989
IPSL-CM6A-LR,ssp585,2046,15.4819,2.6601
IPSL-CM6A-LR,ssp585,2047,15.6585,2.8367
IPSL-CM6A-LR,ssp585,2048,15.7575,2.9358
IPSL-CM6A-LR,ssp585,2049,15.6652,2.8435
IPSL-CM6A-LR,ssp585,2050,15.8028,2.9811
IPSL-CM6A-LR,ssp585,2051,15.8376,3.0159
IPSL-CM6A-LR,ssp585,2052,15.9951,3.1734
IPSL-CM6A-LR,ssp585,2053,16.0381,3.2164
IPSL-CM6A-LR,ssp585,2054,16.0104,3.1886
IPSL-CM6A-LR,ssp585,2055,16.0317,3.21
IPSL-CM6A-LR,ssp585,2056,16.3405,3.5187
IPSL-CM6A-LR,ssp585,2057,16.3001,3.4784
IPSL-CM6A-LR,ssp585,2058,16.319,3.4973
IPSL-CM6A-LR,ssp585,2059,16.2453,3.4236
IPSL-CM6A-LR,ssp585,2060,16.4068,3.585
IPSL-CM6A-LR,ssp585,2061,16.2727,3.451
IPSL-CM6A-LR,ssp585,2062,16.4048,3.583
IPSL-CM6A-LR,ssp585,2063,16.6504,3.8287
IPSL-CM6A-LR,ssp585,2064,16.6833,3.8615
IPSL-CM6A-LR,ssp585,2065,16.682,3.8602
IPSL-CM6A-LR,ssp585,2066,16.9588,4.137
IPSL-CM6A-LR,ssp585,2067,16.9194,4.0977
IPSL-CM6A-LR,ssp585,2068,16.9619,4.1402
IPSL-CM6A-LR,ssp585,2069,17.0058,4.1841
IPSL-CM6A-LR,ssp585,2070,17.1918,4.37
IPSL-CM6A-LR,ssp585,2071,17.392,4.5703
IPSL-CM6A-LR,ssp585,2072,17.3233,4.5015
IPSL-CM6A-LR,ssp585,2073,17.261,4.4393
IPSL-CM6A-LR,ssp585,2074,17.38,4.5582
IPSL-CM6A-LR,ssp585,2075,17.2687,4.447
IPSL-CM6A-LR,ssp585,2076,17.4521,4.6303
IPSL-CM6A-LR,ssp585,2077,17.5948,4.773
IPSL-CM6A-LR,ssp585,2078,17.7909,4.9692
IPSL-CM6A-LR,ssp585,2079,17.8457,5.024
IPSL-CM6A-LR,ssp585,2080,18.1963,5.3746
IPSL-CM6A-LR,ssp585,2081,18.3816,5.5599
IPSL-CM6A-LR,ssp585,2082,18.0117,5.19
IPSL-CM6A-LR,ssp585,2083,18.1629,5.3412
IPSL-CM6A-LR,ssp585,2084,18.347,5.5252
IPSL-CM6A-LR,ssp585,2085,18.1773,5.3556
IPSL-CM6A-LR,ssp585,2086,18.4289,5.6071
IPSL-CM6A-LR,ssp585,2087,18.7,5.8783
IPSL-CM6A-LR,ssp585,2088,18.651,5.8293
IPSL-CM6A-LR,ssp585,2089,18.8428,6.021
IPSL-CM6A-LR,ssp585,2090,18.9629,6.1412
IPSL-CM6A-LR,ssp585,2091,18.9135,6.0918
IPSL-CM6A-LR,ssp585,2092,18.922,6.1003
IPSL-CM6A-LR,ssp585,2093,18.8904,6.0687
IPSL-CM6A-LR,ssp585,2094,18.9827,6.1609
IPSL-CM6A-LR,ssp585,2095,19.2587,6.4369
IPSL-CM6A-LR,ssp585,2096,19.3714,6.5497
IPSL-CM6A-LR,ssp585,2097,19.2575,6.4357
IPSL-CM6A-LR,ssp585,2098,19.4935,6.6718
IPSL-CM6A-LR,ssp585,2099,19.7328,6.9111
IPSL-CM6A-LR,ssp585,2100,19.5697,6.7479
MPI-ESM1-2-HR,historical,1850,13.9146,-0.01
MPI-ESM1-2-HR,historical,1851,13.9381,0.0134
MPI-ESM1-2-HR,historical,1852,14.1314,0.2068
MPI-ESM1-2-HR,historical,1853,14.2382,0.3136
MPI-ESM1-2-HR,historical,1854,13.9431,0.0185
MPI-ESM1-2-HR,historical,1855,13.9155,-0.0091
MPI-ESM1-2-HR,historical,1856,13.9138,-0.0108
MPI-ESM1-2-HR,historical,1857,13.9188,-0.0058
MPI-ESM1-2-HR,historical,1858,13.9466,0.022
MPI-ESM1-2-HR,historical,1859,13.8216,-0.103
MPI-ESM1-2-HR,historical,1860,13.7186,-0.206
MPI-ESM1-2-HR,historical,1861,13.8072,-0.1174
MPI-ESM1-2-HR,historical,1862,13.7675,-0.1571
MPI-ESM1-2-HR,historical,1863,13.8625,-0.0621
MPI-ESM1-2-HR,historical,1864,13.8981,-0.0266
MPI-ESM1-2-HR,historical,1865,13.8656,-0.0591
MPI-ESM1-2-HR,historical,1866,13.9676,0.043
MPI-ESM1-2-HR,historical,1867,14.0173,0.0927
MPI-ESM1-2-HR,historical,1868,14.0459,0.1213
MPI-ESM1-2-HR,historical,1869,13.9849,0.0603
MPI-ESM1-2-HR,historical,1870,13.9602,0.0355
MPI-ESM1-2-HR,historical,1871,13.9725,0.0478
MPI-ESM1-2-HR,historical,1872,13.8888,-0.0358
MPI-ESM1-2-HR,historical,1873,13.9437,0.0191
MPI-ESM1-2-HR,historical,1874,14.1217,0.197
MPI-ESM1-2-HR,historical,1875,14.0899,0.1652
MPI-ESM1-2-HR,historical,1876,13.9766,0.052
MPI-ESM1-2-HR,historical,1877,13.9749,0.0503
MPI-ESM1-2-HR,historical,1878,13.8983,-0.0263
MPI-ESM1-2-HR,historical,1879,13.8245,-0.1001
MPI-ESM1-2-HR,historical,1880,13.9316,0.007
MPI-ESM1-2-HR,historical,1881,14.0092,0.0846
MPI-ESM1-2-HR,historical,1882,13.9704,0.0458
MPI-ESM1-2-HR,historical,1883,14.099,0.1744
MPI-ESM1-2-HR,historical,1884,13.6707,-0.2539
MPI-ESM1-2-HR,historical,1885,13.6931,-0.2315
MPI-ESM1-2-HR,historical,1886,13.7217,-0.2029
MPI-ESM1-2-HR,historical,1887,13.8691,-0.0555
MPI-ESM1-2-HR,historical,1888,14.0255,0.1008
MPI-ESM1-2-HR,historical,1889,13.9832,0.0586
MPI-ESM1-2-HR,historical,1890,13.9753,0.0507
MPI-ESM1-2-HR,historical,1891,13.9595,0.0349
MPI-ESM1-2-HR,historical,1892,14.0328,0.1082
MPI-ESM1-2-HR,historical,1893,13.8341,-0.0905
MPI-ESM1-2-HR,historical,1894,13.9235,-0.0011
MPI-ESM1-2-HR,historical,1895,13.906,-0.0186
MPI-ESM1-2-HR,historical,1896,13.8669,-0.0577
MPI-ESM1-2-HR,historical,1897,13.845,-0.0796
MPI-ESM1-2-HR,historical,1898,13.8243,-0.1003
MPI-ESM1-2-HR,historical,1899,13.8455,-0.0791
