year,city,scenario,sea_level_cm,lat,lon
2041,New Orleans LA,ssp245,37.28,29.95,-90.07
2042,New Orleans LA,ssp245,38.46,29.95,-90.07
2043,New Orleans LA,ssp245,39.64,29.95,-90.07
2044,New Orleans LA,ssp245,40.82,29.95,-90.07
2045,New Orleans LA,ssp245,42.0,29.95,-90.07
2046,New Orleans LA,ssp245,43.18,29.95,-90.07
2047,New Orleans LA,ssp245,44.36,29.95,-90.07
2048,New Orleans LA,ssp245,45.54,29.95,-90.07
2049,New Orleans LA,ssp245,46.72,29.95,-90.07
2050,New Orleans LA,ssp245,47.9,29.95,-90.07
2051,New Orleans LA,ssp245,49.02,29.95,-90.07
2052,New Orleans LA,ssp245,50.14,29.95,-90.07
2053,New Orleans LA,ssp245,51.260002,29.95,-90.07
2054,New Orleans LA,ssp245,52.38,29.95,-90.07
2055,New Orleans LA,ssp245,53.5,29.95,-90.07
2056,New Orleans LA,ssp245,54.62,29.95,-90.07
2057,New Orleans LA,ssp245,55.739998,29.95,-90.07
2058,New Orleans LA,ssp245,56.86,29.95,-90.07
2059,New Orleans LA,ssp245,57.98,29.95,-90.07
2060,New Orleans LA,ssp245,59.1,29.95,-90.07
2061,New Orleans LA,ssp245,60.309998,29.95,-90.07
2062,New Orleans LA,ssp245,61.519997,29.95,-90.07
2063,New Orleans LA,ssp245,62.73,29.95,-90.07
2064,New Orleans LA,ssp245,63.94,29.95,-90.07
2065,New Orleans LA,ssp245,65.149994,29.95,-90.07
2066,New Orleans LA,ssp245,66.36,29.95,-90.07
2067,New Orleans LA,ssp245,67.57,29.95,-90.07
2068,New Orleans LA,ssp245,68.78,29.95,-90.07
2069,New Orleans LA,ssp245,69.99,29.95,-90.07
2070,New Orleans LA,ssp245,71.2,29.95,-90.07
2071,New Orleans LA,ssp245,72.43,29.95,-90.07
2072,New Orleans LA,ssp245,73.659996,29.95,-90.07
2073,New Orleans LA,ssp245,74.89,29.95,-90.07
2074,New Orleans LA,ssp245,76.119995,29.95,-90.07
2075,New Orleans LA,ssp245,77.35,29.95,-90.07
2076,New Orleans LA,ssp245,78.58,29.95,-90.07
2077,New Orleans LA,ssp245,79.81,29.95,-90.07
2078,New Orleans LA,ssp245,81.04,29.95,-90.07
2079,New Orleans LA,ssp245,82.27,29.95,-90.07
2080,New Orleans LA,ssp245,83.5,29.95,-90.07
2081,New Orleans LA,ssp245,84.68,29.95,-90.07
2082,New Orleans LA,ssp245,85.86,29.95,-90.07
2083,New Orleans LA,ssp245,87.04,29.95,-90.07
2084,New Orleans LA,ssp245,88.22,29.95,-90.07
2085,New Orleans LA,ssp245,89.4,29.95,-90.07
2086,New Orleans LA,ssp245,90.58,29.95,-90.07
2087,New Orleans LA,ssp245,91.76,29.95,-90.07
2088,New Orleans LA,ssp245,92.94,29.95,-90.07
2089,New Orleans LA,ssp245,94.12,29.95,-90.07
2090,New Orleans LA,ssp245,95.3,29.95,-90.07
2091,New Orleans LA,ssp245,96.54,29.95,-90.07
2092,New Orleans LA,ssp245,97.78,29.95,-90.07
2093,New Orleans LA,ssp245,99.020004,29.95,-90.07
2094,New Orleans LA,ssp245,100.26,29.95,-90.07
2095,New Orleans LA,ssp245,101.5,29.95,-90.07
2096,New Orleans LA,ssp245,102.74,29.95,-90.07
2097,New Orleans LA,ssp245,103.979996,29.95,-90.07
2098,New Orleans LA,ssp245,105.22,29.95,-90.07
2099,New Orleans LA,ssp245,106.46,29.95,-90.07
2100,New Orleans LA,ssp245,107.7,29.95,-90.07
2020,New Orleans LA,ssp370,14.5,29.95,-90.07
2021,New Orleans LA,ssp370,15.58,29.95,-90.07
2022,New Orleans LA,ssp370,16.66,29.95,-90.07
2023,New Orleans LA,ssp370,17.74,29.95,-90.07
2024,New Orleans LA,ssp370,18.82,29.95,-90.07
2025,New Orleans LA,ssp370,19.9,29.95,-90.07
2026,New Orleans LA,ssp370,20.98,29.95,-90.07
2027,New Orleans LA,ssp370,22.06,29.95,-90.07
2028,New Orleans LA,ssp370,23.14,29.95,-90.07
2029,New Orleans LA,ssp370,24.22,29.95,-90.07
2030,New Orleans LA,ssp370,25.3,29.95,-90.07
2031,New Orleans LA,ssp370,26.41,29.95,-90.07
2032,New Orleans LA,ssp370,27.52,29.95,-90.07
2033,New Orleans LA,ssp370,28.63,29.95,-90.07
2034,New Orleans LA,ssp370,29.74,29.95,-90.07
2035,New Orleans LA,ssp370,30.85,29.95,-90.07
2036,New Orleans LA,ssp370,31.960001,29.95,-90.07
2037,New Orleans LA,ssp370,33.07,29.95,-90.07
2038,New Orleans LA,ssp370,34.18,29.95,-90.07
2039,New Orleans LA,ssp370,35.29,29.95,-90.07
2040,New Orleans LA,ssp370,36.4,29.95,-90.07
2041,New Orleans LA,ssp370,37.600002,29.95,-90.07
2042,New Orleans LA,ssp370,38.800003,29.95,-90.07
2043,New Orleans LA,ssp370,40.0,29.95,-90.07
2044,New Orleans LA,ssp370,41.2,29.95,-90.07
2045,New Orleans LA,ssp370,42.4,29.95,-90.07
2046,New Orleans LA,ssp370,43.600002,29.95,-90.07
2047,New Orleans LA,ssp370,44.800003,29.95,-90.07
2048,New Orleans LA,ssp370,46.0,29.95,-90.07
2049,New Orleans LA,ssp370,47.2,29.95,-90.07
2050,New Orleans LA,ssp370,48.4,29.95,-90.07
2051,New Orleans LA,ssp370,49.63,29.95,-90.07
2052,New Orleans LA,ssp370,50.86,29.95,-90.07
2053,New Orleans LA,ssp370,52.09,29.95,-90.07
2054,New Orleans LA,ssp370,53.32,29.95,-90.07
2055,New Orleans LA,ssp370,54.550003,29.95,-90.07
2056,New Orleans LA,ssp370,55.780003,29.95,-90.07
2057,New Orleans LA,ssp370,57.010002,29.95,-90.07
2058,New Orleans LA,ssp370,58.24,29.95,-90.07
2059,New Orleans LA,ssp370,59.47,29.95,-90.07
2060,New Orleans LA,ssp370,60.7,29.95,-90.07
2061,New Orleans LA,ssp370,62.06,29.95,-90.07
2062,New Orleans LA,ssp370,63.420002,29.95,-90.07
2063,New Orleans LA,ssp370,64.78,29.95,-90.07
2064,New Orleans LA,ssp370,66.14,29.95,-90.07
2065,New Orleans LA,ssp370,67.5,29.95,-90.07
2066,New Orleans LA,ssp370,68.86,29.95,-90.07
2067,New Orleans LA,ssp370,70.22,29.95,-90.07
2068,New Orleans LA,ssp370,71.58,29.95,-90.07
2069,New Orleans LA,ssp370,72.94,29.95,-90.07
2070,New Orleans LA,ssp370,74.3,29.95,-90.07
2071,New Orleans LA,ssp370,75.69,29.95,-90.07
2072,New Orleans LA,ssp370,77.08,29.95,-90.07
2073,New Orleans LA,ssp370,78.47,29.95,-90.07
2074,New Orleans LA,ssp370,79.86,29.95,-90.07
2075,New Orleans LA,ssp370,81.25,29.95,-90.07
2076,New Orleans LA,ssp370,82.64,29.95,-90.07
2077,New Orleans LA,ssp370,84.03,29.95,-90.07
2078,New Orleans LA,ssp370,85.42,29.95,-90.07
2079,New Orleans LA,ssp370,86.81,29.95,-90.07
2080,New Orleans LA,ssp370,88.2,29.95,-90.07
2081,New Orleans LA,ssp370,89.68,29.95,-90.07
2082,New Orleans LA,ssp370,91.159996,29.95,-90.07
2083,New Orleans LA,ssp370,92.64,29.95,-90.07
2084,New Orleans LA,ssp370,94.119995,29.95,-90.07
2085,New Orleans LA,ssp370,95.6,29.95,-90.07
2086,New Orleans LA,ssp370,97.08,29.95,-90.07
2087,New Orleans LA,ssp370,98.56,29.95,-90.07
2088,New Orleans LA,ssp370,100.04,29.95,-90.07
2089,New Orleans LA,ssp370,101.52,29.95,-90.07
2090,New Orleans LA,ssp370,103.0,29.95,-90.07
2091,New Orleans LA,ssp370,104.66,29.95,-90.07
2092,New Orleans LA,ssp370,106.32,29.95,-90.07
2093,New Orleans LA,ssp370,107.979996,29.95,-90.07
2094,New Orleans LA,ssp370,109.64,29.95,-90.07
2095,New Orleans LA,ssp370,111.3,29.95,-90.07
2096,New Orleans LA,ssp370,112.96,29.95,-90.07
2097,New Orleans LA,ssp370,114.619995,29.95,-90.07
2098,New Orleans LA,ssp370,116.28,29.95,-90.07
2099,New Orleans LA,ssp370,117.94,29.95,-90.07
2100,New Orleans LA,ssp370,119.6,29.95,-90.07
2020,New Orleans LA,ssp585,14.3,29.95,-90.07
2021,New Orleans LA,ssp585,15.4,29.95,-90.07
2022,New Orleans LA,ssp585,16.5,29.95,-90.07
2023,New Orleans LA,ssp585,17.6,29.95,-90.07
2024,New Orleans LA,ssp585,18.7,29.95,-90.07
2025,New Orleans LA,ssp585,19.8,29.95,-90.07
2026,New Orleans LA,ssp585,20.9,29.95,-90.07
2027,New Orleans LA,ssp585,22.0,29.95,-90.07
2028,New Orleans LA,ssp585,23.099998,29.95,-90.07
2029,New Orleans LA,ssp585,24.199999,29.95,-90.07
2030,New Orleans LA,ssp585,25.3,29.95,-90.07
2031,New Orleans LA,ssp585,26.519999,29.95,-90.07
2032,New Orleans LA,ssp585,27.74,29.95,-90.07
2033,New Orleans LA,ssp585,28.96,29.95,-90.07
2034,New Orleans LA,ssp585,30.18,29.95,-90.07
2035,New Orleans LA,ssp585,31.4,29.95,-90.07
2036,New Orleans LA,ssp585,32.62,29.95,-90.07
2037,New Orleans LA,ssp585,33.84,29.95,-90.07
2038,New Orleans LA,ssp585,35.06,29.95,-90.07
2039,New Orleans LA,ssp585,36.28,29.95,-90.07
2040,New Orleans LA,ssp585,37.5,29.95,-90.07
2041,New Orleans LA,ssp585,38.81,29.95,-90.07
2042,New Orleans LA,ssp585,40.12,29.95,-90.07
2043,New Orleans LA,ssp585,41.43,29.95,-90.07
2044,New Orleans LA,ssp585,42.739998,29.95,-90.07
2045,New Orleans LA,ssp585,44.05,29.95,-90.07
2046,New Orleans LA,ssp585,45.36,29.95,-90.07
2047,New Orleans LA,ssp585,46.67,29.95,-90.07
2048,New Orleans LA,ssp585,47.98,29.95,-90.07
2049,New Orleans LA,ssp585,49.289997,29.95,-90.07
2050,New Orleans LA,ssp585,50.6,29.95,-90.07
2051,New Orleans LA,ssp585,51.87,29.95,-90.07
2052,New Orleans LA,ssp585,53.14,29.95,-90.07
2053,New Orleans LA,ssp585,54.41,29.95,-90.07
2054,New Orleans LA,ssp585,55.68,29.95,-90.07
2055,New Orleans LA,ssp585,56.949997,29.95,-90.07
2056,New Orleans LA,ssp585,58.219997,29.95,-90.07
2057,New Orleans LA,ssp585,59.489998,29.95,-90.07
2058,New Orleans LA,ssp585,60.76,29.95,-90.07
2059,New Orleans LA,ssp585,62.03,29.95,-90.07
2060,New Orleans LA,ssp585,63.3,29.95,-90.07
2061,New Orleans LA,ssp585,64.74,29.95,-90.07
2062,New Orleans LA,ssp585,66.18,29.95,-90.07
2063,New Orleans LA,ssp585,67.619995,29.95,-90.07
2064,New Orleans LA,ssp585,69.06,29.95,-90.07
2065,New Orleans LA,ssp585,70.5,29.95,-90.07
2066,New Orleans LA,ssp585,71.939995,29.95,-90.07
2067,New Orleans LA,ssp585,73.38,29.95,-90.07
2068,New Orleans LA,ssp585,74.82,29.95,-90.07
2069,New Orleans LA,ssp585,76.259995,29.95,-90.07
2070,New Orleans LA,ssp585,77.7,29.95,-90.07
2071,New Orleans LA,ssp585,79.259995,29.95,-90.07
2072,New Orleans LA,ssp585,80.82,29.95,-90.07
2073,New Orleans LA,ssp585,82.38,29.95,-90.07
2074,New Orleans LA,ssp585,83.94,29.95,-90.07
2075,New Orleans LA,ssp585,85.5,29.95,-90.07
2076,New Orleans LA,ssp585,87.06,29.95,-90.07
2077,New Orleans LA,ssp585,88.62,29.95,-90.07
2078,New Orleans LA,ssp585,90.18,29.95,-90.07
2079,New Orleans LA,ssp585,91.740005,29.95,-90.07
2080,New Orleans LA,ssp585,93.3,29.95,-90.07
2081,New Orleans LA,ssp585,94.96001,29.95,-90.07
2082,New Orleans LA,ssp585,96.62,29.95,-90.07
2083,New Orleans LA,ssp585,98.28,29.95,-90.07
2084,New Orleans LA,ssp585,99.94,29.95,-90.07
2085,New Orleans LA,ssp585,101.600006,29.95,-90.07
2086,New Orleans LA,ssp585,103.26,29.95,-90.07
2087,New Orleans LA,ssp585,104.92,29.95,-90.07
2088,New Orleans LA,ssp585,106.58,29.95,-90.07
2089,New Orleans LA,ssp585,108.240005,29.95,-90.07
2090,New Orleans LA,ssp585,109.9,29.95,-90.07
2091,New Orleans LA,ssp585,111.67,29.95,-90.07
2092,New Orleans LA,ssp585,113.44,29.95,-90.07
2093,New Orleans LA,ssp585,115.21,29.95,-90.07
2094,New Orleans LA,ssp585,116.98,29.95,-90.07
2095,New Orleans LA,ssp585,118.75,29.95,-90.07
2096,New Orleans LA,ssp585,120.52,29.95,-90.07
2097,New Orleans LA,ssp585,122.29,29.95,-90.07
2098,New Orleans LA,ssp585,124.06,29.95,-90.07
2099,New Orleans LA,ssp585,125.83,29.95,-90.07
2100,New Orleans LA,ssp585,127.6,29.95,-90.07
2020,New York NY,ssp126,9.5,40.71,-74.01
2021,New York NY,ssp126,10.25,40.71,-74.01
2022,New York NY,ssp126,11.0,40.71,-74.01
2023,New York NY,ssp126,11.75,40.71,-74.01
2024,New York NY,ssp126,12.5,40.71,-74.01
2025,New York NY,ssp126,13.25,40.71,-74.01
2026,New York NY,ssp126,14.0,40.71,-74.01
2027,New York NY,ssp126,14.75,40.71,-74.01
2028,New York NY,ssp126,15.5,40.71,-74.01
2029,New York NY,ssp126,16.25,40.71,-74.01
2030,New York NY,ssp126,17.0,40.71,-74.01
2031,New York NY,ssp126,17.77,40.71,-74.01
2032,New York NY,ssp126,18.54,40.71,-74.01
2033,New York NY,ssp126,19.31,40.71,-74.01
2034,New York NY,ssp126,20.08,40.71,-74.01
2035,New York NY,ssp126,20.85,40.71,-74.01
2036,New York NY,ssp126,21.62,40.71,-74.01
2037,New York NY,ssp126,22.390001,40.71,-74.01
2038,New York NY,ssp126,23.16,40.71,-74.01
2039,New York NY,ssp126,23.93,40.71,-74.01
2040,New York NY,ssp126,24.7,40.71,-74.01
2041,New York NY,ssp126,25.460001,40.71,-74.01
2042,New York NY,ssp126,26.220001,40.71,-74.01
2043,New York NY,ssp126,26.98,40.71,-74.01
2044,New York NY,ssp126,27.74,40.71,-74.01
2045,New York NY,ssp126,28.5,40.71,-74.01
2046,New York NY,ssp126,29.26,40.71,-74.01
2047,New York NY,ssp126,30.02,40.71,-74.01
2048,New York NY,ssp126,30.779999,40.71,-74.01
2049,New York NY,ssp126,31.539999,40.71,-74.01
2050,New York NY,ssp126,32.3,40.71,-74.01
2051,New York NY,ssp126,32.93,40.71,-74.01
2052,New York NY,ssp126,33.559998,40.71,-74.01
2053,New York NY,ssp126,34.19,40.71,-74.01
2054,New York NY,ssp126,34.82,40.71,-74.01
2055,New York NY,ssp126,35.449997,40.71,-74.01
2056,New York NY,ssp126,36.079998,40.71,-74.01
2057,New York NY,ssp126,36.71,40.71,-74.01
2058,New York NY,ssp126,37.34,40.71,-74.01
2059,New York NY,ssp126,37.969997,40.71,-74.01
2060,New York NY,ssp126,38.6,40.71,-74.01
2061,New York NY,ssp126,39.239998,40.71,-74.01
2062,New York NY,ssp126,39.879997,40.71,-74.01
2063,New York NY,ssp126,40.52,40.71,-74.01
2064,New York NY,ssp126,41.16,40.71,-74.01
2065,New York NY,ssp126,41.8,40.71,-74.01
2066,New York NY,ssp126,42.44,40.71,-74.01
2067,New York NY,ssp126,43.079998,40.71,-74.01
2068,New York NY,ssp126,43.72,40.71,-74.01
2069,New York NY,ssp126,44.36,40.71,-74.01
2070,New York NY,ssp126,45.0,40.71,-74.01
2071,New York NY,ssp126,45.52,40.71,-74.01
2072,New York NY,ssp126,46.04,40.71,-74.01
2073,New York NY,ssp126,46.56,40.71,-74.01
2074,New York NY,ssp126,47.08,40.71,-74.01
2075,New York NY,ssp126,47.6,40.71,-74.01
2076,New York NY,ssp126,48.12,40.71,-74.01
2077,New York NY,ssp126,48.64,40.71,-74.01
2078,New York NY,ssp126,49.16,40.71,-74.01
2079,New York NY,ssp126,49.68,40.71,-74.01
2080,New York NY,ssp126,50.2,40.71,-74.01
2081,New York NY,ssp126,50.7,40.71,-74.01
2082,New York NY,ssp126,51.2,40.71,-74.01
2083,New York NY,ssp126,51.7,40.71,-74.01
2084,New York NY,ssp126,52.2,40.71,-74.01
2085,New York NY,ssp126,52.7,40.71,-74.01
2086,New York NY,ssp126,53.2,40.71,-74.01
2087,New York NY,ssp126,53.7,40.71,-74.01
2088,New York NY,ssp126,54.2,40.71,-74.01
2089,New York NY,ssp126,54.7,40.71,-74.01
2090,New York NY,ssp126,55.2,40.71,-74.01
2091,New York NY,ssp126,55.71,40.71,-74.01
2092,New York NY,ssp126,56.22,40.71,-74.01
2093,New York NY,ssp126,56.73,40.71,-74.01
2094,New York NY,ssp126,57.24,40.71,-74.01
2095,New York NY,ssp126,57.75,40.71,-74.01
2096,New York NY,ssp126,58.26,40.71,-74.01
2097,New York NY,ssp126,58.77,40.71,-74.01
2098,New York NY,ssp126,59.28,40.71,-74.01
2099,New York NY,ssp126,59.79,40.71,-74.01
2100,New York NY,ssp126,60.3,40.71,-74.01
2020,New York NY,ssp245,9.6,40.71,-74.01
2021,New York NY,ssp245,10.320001,40.71,-74.01
2022,New York NY,ssp245,11.04,40.71,-74.01
2023,New York NY,ssp245,11.76,40.71,-74.01
2024,New York NY,ssp245,12.48,40.71,-74.01
2025,New York NY,ssp245,13.2,40.71,-74.01
2026,New York NY,ssp245,13.92,40.71,-74.01
2027,New York NY,ssp245,14.639999,40.71,-74.01
2028,New York NY,ssp245,15.36,40.71,-74.01
2029,New York NY,ssp245,16.08,40.71,-74.01
2030,New York NY,ssp245,16.8,40.71,-74.01
2031,New York NY,ssp245,17.599998,40.71,-74.01
2032,New York NY,ssp245,18.4,40.71,-74.01
2033,New York NY,ssp245,19.199999,40.71,-74.01
2034,New York NY,ssp245,20.0,40.71,-74.01
2035,New York NY,ssp245,20.8,40.71,-74.01
2036,New York NY,ssp245,21.599998,40.71,-74.01
2037,New York NY,ssp245,22.4,40.71,-74.01
2038,New York NY,ssp245,23.199999,40.71,-74.01
2039,New York NY,ssp245,24.0,40.71,-74.01
2040,New York NY,ssp245,24.8,40.71,-74.01
2041,New York NY,ssp245,25.64,40.71,-74.01
2042,New York NY,ssp245,26.48,40.71,-74.01
2043,New York NY,ssp245,27.32,40.71,-74.01
2044,New York NY,ssp245,28.16,40.71,-74.01
2045,New York NY,ssp245,29.0,40.71,-74.01
2046,New York NY,ssp245,29.84,40.71,-74.01
2047,New York NY,ssp245,30.68,40.71,-74.01
2048,New York NY,ssp245,31.52,40.71,-74.01
2049,New York NY,ssp245,32.36,40.71,-74.01
2050,New York NY,ssp245,33.2,40.71,-74.01
2051,New York NY,ssp245,34.0,40.71,-74.01
2052,New York NY,ssp245,34.8,40.71,-74.01
2053,New York NY,ssp245,35.600002,40.71,-74.01
2054,New York NY,ssp245,36.4,40.71,-74.01
2055,New York NY,ssp245,37.2,40.71,-74.01
2056,New York NY,ssp245,38.0,40.71,-74.01
2057,New York NY,ssp245,38.8,40.71,-74.01
2058,New York NY,ssp245,39.600002,40.71,-74.01
2059,New York NY,ssp245,40.4,40.71,-74.01
2060,New York NY,ssp245,41.2,40.71,-74.01
2061,New York NY,ssp245,42.05,40.71,-74.01
2062,New York NY,ssp245,42.9,40.71,-74.01
2063,New York NY,ssp245,43.75,40.71,-74.01
2064,New York NY,ssp245,44.600002,40.71,-74.01
2065,New York NY,ssp245,45.45,40.71,-74.01
2066,New York NY,ssp245,46.3,40.71,-74.01
2067,New York NY,ssp245,47.15,40.71,-74.01
2068,New York NY,ssp245,48.0,40.71,-74.01
2069,New York NY,ssp245,48.850002,40.71,-74.01
2070,New York NY,ssp245,49.7,40.71,-74.01
2071,New York NY,ssp245,50.5,40.71,-74.01
2072,New York NY,ssp245,51.3,40.71,-74.01
2073,New York NY,ssp245,52.100002,40.71,-74.01
2074,New York NY,ssp245,52.9,40.71,-74.01
2075,New York NY,ssp245,53.7,40.71,-74.01
2076,New York NY,ssp245,54.5,40.71,-74.01
2077,New York NY,ssp245,55.3,40.71,-74.01
2078,New York NY,ssp245,56.100002,40.71,-74.01
2079,New York NY,ssp245,56.9,40.71,-74.01
2080,New York NY,ssp245,57.7,40.71,-74.01
2081,New York NY,ssp245,58.47,40.71,-74.01
2082,New York NY,ssp245,59.24,40.71,-74.01
2083,New York NY,ssp245,60.010002,40.71,-74.01
2084,New York NY,ssp245,60.780003,40.71,-74.01
2085,New York NY,ssp245,61.550003,40.71,-74.01
2086,New York NY,ssp245,62.32,40.71,-74.01
2087,New York NY,ssp245,63.09,40.71,-74.01
2088,New York NY,ssp245,63.86,40.71,-74.01
2089,New York NY,ssp245,64.630005,40.71,-74.01
2090,New York NY,ssp245,65.4,40.71,-74.01
2091,New York NY,ssp245,66.3,40.71,-74.01
2092,New York NY,ssp245,67.200005,40.71,-74.01
2093,New York NY,ssp245,68.1,40.71,-74.01
2094,New York NY,ssp245,69.0,40.71,-74.01
2095,New York NY,ssp245,69.9,40.71,-74.01
2096,New York NY,ssp245,70.8,40.71,-74.01
2097,New York NY,ssp245,71.700005,40.71,-74.01
2098,New York NY,ssp245,72.6,40.71,-74.01
2099,New York NY,ssp245,73.5,40.71,-74.01
2100,New York NY,ssp245,74.4,40.71,-74.01
2020,New York NY,ssp370,9.5,40.71,-74.01
2021,New York NY,ssp370,10.2,40.71,-74.01
2022,New York NY,ssp370,10.9,40.71,-74.01
2023,New York NY,ssp370,11.6,40.71,-74.01
2024,New York NY,ssp370,12.3,40.71,-74.01
2025,New York NY,ssp370,13.0,40.71,-74.01
2026,New York NY,ssp370,13.7,40.71,-74.01
2027,New York NY,ssp370,14.4,40.71,-74.01
2028,New York NY,ssp370,15.1,40.71,-74.01
2029,New York NY,ssp370,15.8,40.71,-74.01
2030,New York NY,ssp370,16.5,40.71,-74.01
2031,New York NY,ssp370,17.27,40.71,-74.01
2032,New York NY,ssp370,18.04,40.71,-74.01
2033,New York NY,ssp370,18.81,40.71,-74.01
2034,New York NY,ssp370,19.58,40.71,-74.01
2035,New York NY,ssp370,20.35,40.71,-74.01
2036,New York NY,ssp370,21.12,40.71,-74.01
2037,New York NY,ssp370,21.890001,40.71,-74.01
2038,New York NY,ssp370,22.66,40.71,-74.01
2039,New York NY,ssp370,23.43,40.71,-74.01
2040,New York NY,ssp370,24.2,40.71,-74.01
2041,New York NY,ssp370,25.060001,40.71,-74.01
2042,New York NY,ssp370,25.92,40.71,-74.01
2043,New York NY,ssp370,26.78,40.71,-74.01
2044,New York NY,ssp370,27.64,40.71,-74.01
2045,New York NY,ssp370,28.5,40.71,-74.01
2046,New York NY,ssp370,29.36,40.71,-74.01
2047,New York NY,ssp370,30.22,40.71,-74.01
2048,New York NY,ssp370,31.08,40.71,-74.01
2049,New York NY,ssp370,31.939999,40.71,-74.01
2050,New York NY,ssp370,32.8,40.71,-74.01
2051,New York NY,ssp370,33.69,40.71,-74.01
2052,New York NY,ssp370,34.579998,40.71,-74.01
2053,New York NY,ssp370,35.47,40.71,-74.01
2054,New York NY,ssp370,36.36,40.71,-74.01
2055,New York NY,ssp370,37.25,40.71,-74.01
2056,New York NY,ssp370,38.14,40.71,-74.01
2057,New York NY,ssp370,39.03,40.71,-74.01
2058,New York NY,ssp370,39.920002,40.71,-74.01
2059,New York NY,ssp370,40.81,40.71,-74.01
2060,New York NY,ssp370,41.7,40.71,-74.01
2061,New York NY,ssp370,42.71,40.71,-74.01
2062,New York NY,ssp370,43.72,40.71,-74.01
2063,New York NY,ssp370,44.73,40.71,-74.01
2064,New York NY,ssp370,45.74,40.71,-74.01
2065,New York NY,ssp370,46.75,40.71,-74.01
2066,New York NY,ssp370,47.76,40.71,-74.01
2067,New York NY,ssp370,48.77,40.71,-74.01
2068,New York NY,ssp370,49.78,40.71,-74.01
2069,New York NY,ssp370,50.79,40.71,-74.01
2070,New York NY,ssp370,51.8,40.71,-74.01
2071,New York NY,ssp370,52.829998,40.71,-74.01
2072,New York NY,ssp370,53.86,40.71,-74.01
2073,New York NY,ssp370,54.89,40.71,-74.01
2074,New York NY,ssp370,55.92,40.71,-74.01
2075,New York NY,ssp370,56.949997,40.71,-74.01
2076,New York NY,ssp370,57.98,40.71,-74.01
2077,New York NY,ssp370,59.01,40.71,-74.01
2078,New York NY,ssp370,60.039997,40.71,-74.01
2079,New York NY,ssp370,61.07,40.71,-74.01
2080,New York NY,ssp370,62.1,40.71,-74.01
2081,New York NY,ssp370,63.27,40.71,-74.01
2082,New York NY,ssp370,64.44,40.71,-74.01
2083,New York NY,ssp370,65.61,40.71,-74.01
2084,New York NY,ssp370,66.78,40.71,-74.01
2085,New York NY,ssp370,67.95,40.71,-74.01
2086,New York NY,ssp370,69.12,40.71,-74.01
2087,New York NY,ssp370,70.29,40.71,-74.01
2088,New York NY,ssp370,71.46,40.71,-74.01
2089,New York NY,ssp370,72.630005,40.71,-74.01
2090,New York NY,ssp370,73.8,40.71,-74.01
2091,New York NY,ssp370,74.97,40.71,-74.01
2092,New York NY,ssp370,76.14,40.71,-74.01
2093,New York NY,ssp370,77.310005,40.71,-74.01
2094,New York NY,ssp370,78.48,40.71,-74.01
2095,New York NY,ssp370,79.65,40.71,-74.01
2096,New York NY,ssp370,80.82,40.71,-74.01
2097,New York NY,ssp370,81.99,40.71,-74.01
2098,New York NY,ssp370,83.16,40.71,-74.01
2099,New York NY,ssp370,84.33,40.71,-74.01
2100,New York NY,ssp370,85.5,40.71,-74.01
2020,New York NY,ssp585,9.6,40.71,-74.01
2021,New York NY,ssp585,10.360001,40.71,-74.01
2022,New York NY,ssp585,11.120001,40.71,-74.01
2023,New York NY,ssp585,11.88,40.71,-74.01
2024,New York NY,ssp585,12.64,40.71,-74.01
2025,New York NY,ssp585,13.400001,40.71,-74.01
2026,New York NY,ssp585,14.160001,40.71,-74.01
2027,New York NY,ssp585,14.920001,40.71,-74.01
2028,New York NY,ssp585,15.68,40.71,-74.01
2029,New York NY,ssp585,16.44,40.71,-74.01
2030,New York NY,ssp585,17.2,40.71,-74.01
2031,New York NY,ssp585,18.1,40.71,-74.01
2032,New York NY,ssp585,19.0,40.71,-74.01
2033,New York NY,ssp585,19.900002,40.71,-74.01
2034,New York NY,ssp585,20.800001,40.71,-74.01
2035,New York NY,ssp585,21.7,40.71,-74.01
2036,New York NY,ssp585,22.6,40.71,-74.01
2037,New York NY,ssp585,23.5,40.71,-74.01
2038,New York NY,ssp585,24.400002,40.71,-74.01
2039,New York NY,ssp585,25.300001,40.71,-74.01
2040,New York NY,ssp585,26.2,40.71,-74.01
2041,New York NY,ssp585,27.17,40.71,-74.01
2042,New York NY,ssp585,28.140001,40.71,-74.01
2043,New York NY,ssp585,29.11,40.71,-74.01
2044,New York NY,ssp585,30.080002,40.71,-74.01
2045,New York NY,ssp585,31.050001,40.71,-74.01
2046,New York NY,ssp585,32.02,40.71,-74.01
2047,New York NY,ssp585,32.99,40.71,-74.01
2048,New York NY,ssp585,33.960003,40.71,-74.01
2049,New York NY,ssp585,34.93,40.71,-74.01
2050,New York NY,ssp585,35.9,40.71,-74.01
2051,New York NY,ssp585,36.870003,40.71,-74.01
2052,New York NY,ssp585,37.84,40.71,-74.01
2053,New York NY,ssp585,38.81,40.71,-74.01
2054,New York NY,ssp585,39.78,40.71,-74.01
2055,New York NY,ssp585,40.75,40.71,-74.01
2056,New York NY,ssp585,41.72,40.71,-74.01
2057,New York NY,ssp585,42.69,40.71,-74.01
2058,New York NY,ssp585,43.66,40.71,-74.01
2059,New York NY,ssp585,44.629997,40.71,-74.01
2060,New York NY,ssp585,45.6,40.71,-74.01
2061,New York NY,ssp585,46.719997,40.71,-74.01
2062,New York NY,ssp585,47.84,40.71,-74.01
