year,city,scenario,sea_level_cm,lat,lon
2059,San Francisco CA,ssp245,22.03,37.77,-122.42
2060,San Francisco CA,ssp245,22.5,37.77,-122.42
2061,San Francisco CA,ssp245,23.04,37.77,-122.42
2062,San Francisco CA,ssp245,23.58,37.77,-122.42
2063,San Francisco CA,ssp245,24.119999,37.77,-122.42
2064,San Francisco CA,ssp245,24.66,37.77,-122.42
2065,San Francisco CA,ssp245,25.2,37.77,-122.42
2066,San Francisco CA,ssp245,25.74,37.77,-122.42
2067,San Francisco CA,ssp245,26.279999,37.77,-122.42
2068,San Francisco CA,ssp245,26.82,37.77,-122.42
2069,San Francisco CA,ssp245,27.36,37.77,-122.42
2070,San Francisco CA,ssp245,27.9,37.77,-122.42
2071,San Francisco CA,ssp245,28.52,37.77,-122.42
2072,San Francisco CA,ssp245,29.14,37.77,-122.42
2073,San Francisco CA,ssp245,29.759998,37.77,-122.42
2074,San Francisco CA,ssp245,30.38,37.77,-122.42
2075,San Francisco CA,ssp245,31.0,37.77,-122.42
2076,San Francisco CA,ssp245,31.619999,37.77,-122.42
2077,San Francisco CA,ssp245,32.239998,37.77,-122.42
2078,San Francisco CA,ssp245,32.86,37.77,-122.42
2079,San Francisco CA,ssp245,33.48,37.77,-122.42
2080,San Francisco CA,ssp245,34.1,37.77,-122.42
2081,San Francisco CA,ssp245,34.76,37.77,-122.42
2082,San Francisco CA,ssp245,35.42,37.77,-122.42
2083,San Francisco CA,ssp245,36.079998,37.77,-122.42
2084,San Francisco CA,ssp245,36.739998,37.77,-122.42
2085,San Francisco CA,ssp245,37.4,37.77,-122.42
2086,San Francisco CA,ssp245,38.06,37.77,-122.42
2087,San Francisco CA,ssp245,38.72,37.77,-122.42
2088,San Francisco CA,ssp245,39.38,37.77,-122.42
2089,San Francisco CA,ssp245,40.04,37.77,-122.42
2090,San Francisco CA,ssp245,40.7,37.77,-122.42
2091,San Francisco CA,ssp245,41.34,37.77,-122.42
2092,San Francisco CA,ssp245,41.98,37.77,-122.42
2093,San Francisco CA,ssp245,42.62,37.77,-122.42
2094,San Francisco CA,ssp245,43.26,37.77,-122.42
2095,San Francisco CA,ssp245,43.9,37.77,-122.42
2096,San Francisco CA,ssp245,44.54,37.77,-122.42
2097,San Francisco CA,ssp245,45.18,37.77,-122.42
2098,San Francisco CA,ssp245,45.82,37.77,-122.42
2099,San Francisco CA,ssp245,46.46,37.77,-122.42
2100,San Francisco CA,ssp245,47.1,37.77,-122.42
2020,San Francisco CA,ssp370,4.6,37.77,-122.42
2021,San Francisco CA,ssp370,4.98,37.77,-122.42
2022,San Francisco CA,ssp370,5.3599997,37.77,-122.42
2023,San Francisco CA,ssp370,5.74,37.77,-122.42
2024,San Francisco CA,ssp370,6.12,37.77,-122.42
2025,San Francisco CA,ssp370,6.5,37.77,-122.42
2026,San Francisco CA,ssp370,6.8799996,37.77,-122.42
2027,San Francisco CA,ssp370,7.2599998,37.77,-122.42
2028,San Francisco CA,ssp370,7.64,37.77,-122.42
2029,San Francisco CA,ssp370,8.0199995,37.77,-122.42
2030,San Francisco CA,ssp370,8.4,37.77,-122.42
2031,San Francisco CA,ssp370,8.82,37.77,-122.42
2032,San Francisco CA,ssp370,9.24,37.77,-122.42
2033,San Francisco CA,ssp370,9.66,37.77,-122.42
2034,San Francisco CA,ssp370,10.08,37.77,-122.42
2035,San Francisco CA,ssp370,10.5,37.77,-122.42
2036,San Francisco CA,ssp370,10.92,37.77,-122.42
2037,San Francisco CA,ssp370,11.34,37.77,-122.42
2038,San Francisco CA,ssp370,11.76,37.77,-122.42
2039,San Francisco CA,ssp370,12.18,37.77,-122.42
2040,San Francisco CA,ssp370,12.6,37.77,-122.42
2041,San Francisco CA,ssp370,13.17,37.77,-122.42
2042,San Francisco CA,ssp370,13.74,37.77,-122.42
2043,San Francisco CA,ssp370,14.31,37.77,-122.42
2044,San Francisco CA,ssp370,14.88,37.77,-122.42
2045,San Francisco CA,ssp370,15.45,37.77,-122.42
2046,San Francisco CA,ssp370,16.02,37.77,-122.42
2047,San Francisco CA,ssp370,16.59,37.77,-122.42
2048,San Francisco CA,ssp370,17.16,37.77,-122.42
2049,San Francisco CA,ssp370,17.73,37.77,-122.42
2050,San Francisco CA,ssp370,18.3,37.77,-122.42
2051,San Francisco CA,ssp370,18.88,37.77,-122.42
2052,San Francisco CA,ssp370,19.46,37.77,-122.42
2053,San Francisco CA,ssp370,20.039999,37.77,-122.42
2054,San Francisco CA,ssp370,20.619999,37.77,-122.42
2055,San Francisco CA,ssp370,21.2,37.77,-122.42
2056,San Francisco CA,ssp370,21.78,37.77,-122.42
2057,San Francisco CA,ssp370,22.36,37.77,-122.42
2058,San Francisco CA,ssp370,22.94,37.77,-122.42
2059,San Francisco CA,ssp370,23.52,37.77,-122.42
2060,San Francisco CA,ssp370,24.1,37.77,-122.42
2061,San Francisco CA,ssp370,24.77,37.77,-122.42
2062,San Francisco CA,ssp370,25.44,37.77,-122.42
2063,San Francisco CA,ssp370,26.11,37.77,-122.42
2064,San Francisco CA,ssp370,26.78,37.77,-122.42
2065,San Francisco CA,ssp370,27.45,37.77,-122.42
2066,San Francisco CA,ssp370,28.119999,37.77,-122.42
2067,San Francisco CA,ssp370,28.789999,37.77,-122.42
2068,San Francisco CA,ssp370,29.46,37.77,-122.42
2069,San Francisco CA,ssp370,30.13,37.77,-122.42
2070,San Francisco CA,ssp370,30.8,37.77,-122.42
2071,San Francisco CA,ssp370,31.539999,37.77,-122.42
2072,San Francisco CA,ssp370,32.28,37.77,-122.42
2073,San Francisco CA,ssp370,33.02,37.77,-122.42
2074,San Francisco CA,ssp370,33.76,37.77,-122.42
2075,San Francisco CA,ssp370,34.5,37.77,-122.42
2076,San Francisco CA,ssp370,35.24,37.77,-122.42
2077,San Francisco CA,ssp370,35.98,37.77,-122.42
2078,San Francisco CA,ssp370,36.72,37.77,-122.42
2079,San Francisco CA,ssp370,37.46,37.77,-122.42
2080,San Francisco CA,ssp370,38.2,37.77,-122.42
2081,San Francisco CA,ssp370,39.04,37.77,-122.42
2082,San Francisco CA,ssp370,39.88,37.77,-122.42
2083,San Francisco CA,ssp370,40.72,37.77,-122.42
2084,San Francisco CA,ssp370,41.56,37.77,-122.42
2085,San Francisco CA,ssp370,42.4,37.77,-122.42
2086,San Francisco CA,ssp370,43.239998,37.77,-122.42
2087,San Francisco CA,ssp370,44.079998,37.77,-122.42
2088,San Francisco CA,ssp370,44.92,37.77,-122.42
2089,San Francisco CA,ssp370,45.76,37.77,-122.42
2090,San Francisco CA,ssp370,46.6,37.77,-122.42
2091,San Francisco CA,ssp370,47.6,37.77,-122.42
2092,San Francisco CA,ssp370,48.6,37.77,-122.42
2093,San Francisco CA,ssp370,49.6,37.77,-122.42
2094,San Francisco CA,ssp370,50.6,37.77,-122.42
2095,San Francisco CA,ssp370,51.6,37.77,-122.42
2096,San Francisco CA,ssp370,52.6,37.77,-122.42
2097,San Francisco CA,ssp370,53.6,37.77,-122.42
2098,San Francisco CA,ssp370,54.6,37.77,-122.42
2099,San Francisco CA,ssp370,55.6,37.77,-122.42
2100,San Francisco CA,ssp370,56.6,37.77,-122.42
2020,San Francisco CA,ssp585,4.9,37.77,-122.42
2021,San Francisco CA,ssp585,5.3,37.77,-122.42
2022,San Francisco CA,ssp585,5.7,37.77,-122.42
2023,San Francisco CA,ssp585,6.1,37.77,-122.42
2024,San Francisco CA,ssp585,6.5,37.77,-122.42
2025,San Francisco CA,ssp585,6.8999996,37.77,-122.42
2026,San Francisco CA,ssp585,7.2999997,37.77,-122.42
2027,San Francisco CA,ssp585,7.7,37.77,-122.42
2028,San Francisco CA,ssp585,8.099999,37.77,-122.42
2029,San Francisco CA,ssp585,8.5,37.77,-122.42
2030,San Francisco CA,ssp585,8.9,37.77,-122.42
2031,San Francisco CA,ssp585,9.41,37.77,-122.42
2032,San Francisco CA,ssp585,9.92,37.77,-122.42
2033,San Francisco CA,ssp585,10.429999,37.77,-122.42
2034,San Francisco CA,ssp585,10.94,37.77,-122.42
2035,San Francisco CA,ssp585,11.45,37.77,-122.42
2036,San Francisco CA,ssp585,11.96,37.77,-122.42
2037,San Francisco CA,ssp585,12.47,37.77,-122.42
2038,San Francisco CA,ssp585,12.98,37.77,-122.42
2039,San Francisco CA,ssp585,13.49,37.77,-122.42
2040,San Francisco CA,ssp585,14.0,37.77,-122.42
2041,San Francisco CA,ssp585,14.65,37.77,-122.42
2042,San Francisco CA,ssp585,15.3,37.77,-122.42
2043,San Francisco CA,ssp585,15.95,37.77,-122.42
2044,San Francisco CA,ssp585,16.6,37.77,-122.42
2045,San Francisco CA,ssp585,17.25,37.77,-122.42
2046,San Francisco CA,ssp585,17.9,37.77,-122.42
2047,San Francisco CA,ssp585,18.55,37.77,-122.42
2048,San Francisco CA,ssp585,19.2,37.77,-122.42
2049,San Francisco CA,ssp585,19.85,37.77,-122.42
2050,San Francisco CA,ssp585,20.5,37.77,-122.42
2051,San Francisco CA,ssp585,21.13,37.77,-122.42
2052,San Francisco CA,ssp585,21.76,37.77,-122.42
2053,San Francisco CA,ssp585,22.39,37.77,-122.42
2054,San Francisco CA,ssp585,23.02,37.77,-122.42
2055,San Francisco CA,ssp585,23.65,37.77,-122.42
2056,San Francisco CA,ssp585,24.279999,37.77,-122.42
2057,San Francisco CA,ssp585,24.91,37.77,-122.42
2058,San Francisco CA,ssp585,25.539999,37.77,-122.42
2059,San Francisco CA,ssp585,26.17,37.77,-122.42
2060,San Francisco CA,ssp585,26.8,37.77,-122.42
2061,San Francisco CA,ssp585,27.58,37.77,-122.42
2062,San Francisco CA,ssp585,28.359999,37.77,-122.42
2063,San Francisco CA,ssp585,29.14,37.77,-122.42
2064,San Francisco CA,ssp585,29.919998,37.77,-122.42
2065,San Francisco CA,ssp585,30.699999,37.77,-122.42
2066,San Francisco CA,ssp585,31.48,37.77,-122.42
2067,San Francisco CA,ssp585,32.26,37.77,-122.42
2068,San Francisco CA,ssp585,33.039997,37.77,-122.42
2069,San Francisco CA,ssp585,33.82,37.77,-122.42
2070,San Francisco CA,ssp585,34.6,37.77,-122.42
2071,San Francisco CA,ssp585,35.5,37.77,-122.42
2072,San Francisco CA,ssp585,36.399998,37.77,-122.42
2073,San Francisco CA,ssp585,37.3,37.77,-122.42
2074,San Francisco CA,ssp585,38.199997,37.77,-122.42
2075,San Francisco CA,ssp585,39.1,37.77,-122.42
2076,San Francisco CA,ssp585,40.0,37.77,-122.42
2077,San Francisco CA,ssp585,40.899998,37.77,-122.42
2078,San Francisco CA,ssp585,41.8,37.77,-122.42
2079,San Francisco CA,ssp585,42.699997,37.77,-122.42
2080,San Francisco CA,ssp585,43.6,37.77,-122.42
2081,San Francisco CA,ssp585,44.67,37.77,-122.42
2082,San Francisco CA,ssp585,45.739998,37.77,-122.42
2083,San Francisco CA,ssp585,46.809998,37.77,-122.42
2084,San Francisco CA,ssp585,47.879997,37.77,-122.42
2085,San Francisco CA,ssp585,48.949997,37.77,-122.42
2086,San Francisco CA,ssp585,50.02,37.77,-122.42
2087,San Francisco CA,ssp585,51.09,37.77,-122.42
2088,San Francisco CA,ssp585,52.16,37.77,-122.42
2089,San Francisco CA,ssp585,53.23,37.77,-122.42
2090,San Francisco CA,ssp585,54.3,37.77,-122.42
2091,San Francisco CA,ssp585,55.41,37.77,-122.42
2092,San Francisco CA,ssp585,56.52,37.77,-122.42
2093,San Francisco CA,ssp585,57.63,37.77,-122.42
2094,San Francisco CA,ssp585,58.74,37.77,-122.42
2095,San Francisco CA,ssp585,59.85,37.77,-122.42
2096,San Francisco CA,ssp585,60.96,37.77,-122.42
2097,San Francisco CA,ssp585,62.07,37.77,-122.42
2098,San Francisco CA,ssp585,63.18,37.77,-122.42
2099,San Francisco CA,ssp585,64.29,37.77,-122.42
2100,San Francisco CA,ssp585,65.4,37.77,-122.42
2020,Seattle WA,ssp126,2.6,47.61,-122.33
2021,Seattle WA,ssp126,2.84,47.61,-122.33
2022,Seattle WA,ssp126,3.08,47.61,-122.33
2023,Seattle WA,ssp126,3.32,47.61,-122.33
2024,Seattle WA,ssp126,3.56,47.61,-122.33
2025,Seattle WA,ssp126,3.8,47.61,-122.33
2026,Seattle WA,ssp126,4.04,47.61,-122.33
2027,Seattle WA,ssp126,4.2799997,47.61,-122.33
2028,Seattle WA,ssp126,4.52,47.61,-122.33
2029,Seattle WA,ssp126,4.76,47.61,-122.33
2030,Seattle WA,ssp126,5.0,47.61,-122.33
2031,Seattle WA,ssp126,5.29,47.61,-122.33
2032,Seattle WA,ssp126,5.58,47.61,-122.33
2033,Seattle WA,ssp126,5.87,47.61,-122.33
2034,Seattle WA,ssp126,6.16,47.61,-122.33
2035,Seattle WA,ssp126,6.45,47.61,-122.33
2036,Seattle WA,ssp126,6.7400002,47.61,-122.33
2037,Seattle WA,ssp126,7.03,47.61,-122.33
2038,Seattle WA,ssp126,7.32,47.61,-122.33
2039,Seattle WA,ssp126,7.61,47.61,-122.33
2040,Seattle WA,ssp126,7.9,47.61,-122.33
2041,Seattle WA,ssp126,8.26,47.61,-122.33
2042,Seattle WA,ssp126,8.62,47.61,-122.33
2043,Seattle WA,ssp126,8.9800005,47.61,-122.33
2044,Seattle WA,ssp126,9.34,47.61,-122.33
2045,Seattle WA,ssp126,9.7,47.61,-122.33
2046,Seattle WA,ssp126,10.06,47.61,-122.33
2047,Seattle WA,ssp126,10.42,47.61,-122.33
2048,Seattle WA,ssp126,10.78,47.61,-122.33
2049,Seattle WA,ssp126,11.14,47.61,-122.33
2050,Seattle WA,ssp126,11.5,47.61,-122.33
2051,Seattle WA,ssp126,11.81,47.61,-122.33
2052,Seattle WA,ssp126,12.12,47.61,-122.33
2053,Seattle WA,ssp126,12.43,47.61,-122.33
2054,Seattle WA,ssp126,12.74,47.61,-122.33
2055,Seattle WA,ssp126,13.05,47.61,-122.33
2056,Seattle WA,ssp126,13.360001,47.61,-122.33
2057,Seattle WA,ssp126,13.67,47.61,-122.33
2058,Seattle WA,ssp126,13.9800005,47.61,-122.33
2059,Seattle WA,ssp126,14.29,47.61,-122.33
2060,Seattle WA,ssp126,14.6,47.61,-122.33
2061,Seattle WA,ssp126,14.950001,47.61,-122.33
2062,Seattle WA,ssp126,15.3,47.61,-122.33
2063,Seattle WA,ssp126,15.650001,47.61,-122.33
2064,Seattle WA,ssp126,16.0,47.61,-122.33
2065,Seattle WA,ssp126,16.35,47.61,-122.33
2066,Seattle WA,ssp126,16.7,47.61,-122.33
2067,Seattle WA,ssp126,17.050001,47.61,-122.33
2068,Seattle WA,ssp126,17.4,47.61,-122.33
2069,Seattle WA,ssp126,17.75,47.61,-122.33
2070,Seattle WA,ssp126,18.1,47.61,-122.33
2071,Seattle WA,ssp126,18.42,47.61,-122.33
2072,Seattle WA,ssp126,18.74,47.61,-122.33
2073,Seattle WA,ssp126,19.06,47.61,-122.33
2074,Seattle WA,ssp126,19.38,47.61,-122.33
2075,Seattle WA,ssp126,19.7,47.61,-122.33
2076,Seattle WA,ssp126,20.02,47.61,-122.33
2077,Seattle WA,ssp126,20.34,47.61,-122.33
2078,Seattle WA,ssp126,20.66,47.61,-122.33
2079,Seattle WA,ssp126,20.98,47.61,-122.33
2080,Seattle WA,ssp126,21.3,47.61,-122.33
2081,Seattle WA,ssp126,21.689999,47.61,-122.33
2082,Seattle WA,ssp126,22.08,47.61,-122.33
2083,Seattle WA,ssp126,22.47,47.61,-122.33
2084,Seattle WA,ssp126,22.86,47.61,-122.33
2085,Seattle WA,ssp126,23.25,47.61,-122.33
2086,Seattle WA,ssp126,23.64,47.61,-122.33
2087,Seattle WA,ssp126,24.03,47.61,-122.33
2088,Seattle WA,ssp126,24.42,47.61,-122.33
2089,Seattle WA,ssp126,24.810001,47.61,-122.33
2090,Seattle WA,ssp126,25.2,47.61,-122.33
2091,Seattle WA,ssp126,25.58,47.61,-122.33
2092,Seattle WA,ssp126,25.960001,47.61,-122.33
2093,Seattle WA,ssp126,26.34,47.61,-122.33
2094,Seattle WA,ssp126,26.720001,47.61,-122.33
2095,Seattle WA,ssp126,27.1,47.61,-122.33
2096,Seattle WA,ssp126,27.48,47.61,-122.33
2097,Seattle WA,ssp126,27.86,47.61,-122.33
2098,Seattle WA,ssp126,28.24,47.61,-122.33
2099,Seattle WA,ssp126,28.62,47.61,-122.33
2100,Seattle WA,ssp126,29.0,47.61,-122.33
2020,Seattle WA,ssp245,2.6,47.61,-122.33
2021,Seattle WA,ssp245,2.82,47.61,-122.33
2022,Seattle WA,ssp245,3.04,47.61,-122.33
2023,Seattle WA,ssp245,3.26,47.61,-122.33
2024,Seattle WA,ssp245,3.48,47.61,-122.33
2025,Seattle WA,ssp245,3.7,47.61,-122.33
2026,Seattle WA,ssp245,3.92,47.61,-122.33
2027,Seattle WA,ssp245,4.1400003,47.61,-122.33
2028,Seattle WA,ssp245,4.36,47.61,-122.33
2029,Seattle WA,ssp245,4.58,47.61,-122.33
2030,Seattle WA,ssp245,4.8,47.61,-122.33
2031,Seattle WA,ssp245,5.1000004,47.61,-122.33
2032,Seattle WA,ssp245,5.4,47.61,-122.33
2033,Seattle WA,ssp245,5.7000003,47.61,-122.33
2034,Seattle WA,ssp245,6.0,47.61,-122.33
2035,Seattle WA,ssp245,6.3,47.61,-122.33
2036,Seattle WA,ssp245,6.6000004,47.61,-122.33
2037,Seattle WA,ssp245,6.9,47.61,-122.33
2038,Seattle WA,ssp245,7.2000003,47.61,-122.33
2039,Seattle WA,ssp245,7.5,47.61,-122.33
2040,Seattle WA,ssp245,7.8,47.61,-122.33
2041,Seattle WA,ssp245,8.22,47.61,-122.33
2042,Seattle WA,ssp245,8.64,47.61,-122.33
2043,Seattle WA,ssp245,9.06,47.61,-122.33
2044,Seattle WA,ssp245,9.4800005,47.61,-122.33
2045,Seattle WA,ssp245,9.9,47.61,-122.33
2046,Seattle WA,ssp245,10.32,47.61,-122.33
2047,Seattle WA,ssp245,10.74,47.61,-122.33
2048,Seattle WA,ssp245,11.16,47.61,-122.33
2049,Seattle WA,ssp245,11.58,47.61,-122.33
2050,Seattle WA,ssp245,12.0,47.61,-122.33
2051,Seattle WA,ssp245,12.39,47.61,-122.33
2052,Seattle WA,ssp245,12.78,47.61,-122.33
2053,Seattle WA,ssp245,13.17,47.61,-122.33
2054,Seattle WA,ssp245,13.559999,47.61,-122.33
2055,Seattle WA,ssp245,13.95,47.61,-122.33
2056,Seattle WA,ssp245,14.34,47.61,-122.33
2057,Seattle WA,ssp245,14.73,47.61,-122.33
2058,Seattle WA,ssp245,15.12,47.61,-122.33
2059,Seattle WA,ssp245,15.509999,47.61,-122.33
2060,Seattle WA,ssp245,15.9,47.61,-122.33
2061,Seattle WA,ssp245,16.34,47.61,-122.33
2062,Seattle WA,ssp245,16.779999,47.61,-122.33
2063,Seattle WA,ssp245,17.22,47.61,-122.33
2064,Seattle WA,ssp245,17.66,47.61,-122.33
2065,Seattle WA,ssp245,18.099998,47.61,-122.33
2066,Seattle WA,ssp245,18.539999,47.61,-122.33
2067,Seattle WA,ssp245,18.98,47.61,-122.33
2068,Seattle WA,ssp245,19.42,47.61,-122.33
2069,Seattle WA,ssp245,19.859999,47.61,-122.33
2070,Seattle WA,ssp245,20.3,47.61,-122.33
2071,Seattle WA,ssp245,20.789999,47.61,-122.33
2072,Seattle WA,ssp245,21.279999,47.61,-122.33
2073,Seattle WA,ssp245,21.77,47.61,-122.33
2074,Seattle WA,ssp245,22.26,47.61,-122.33
2075,Seattle WA,ssp245,22.75,47.61,-122.33
2076,Seattle WA,ssp245,23.24,47.61,-122.33
2077,Seattle WA,ssp245,23.73,47.61,-122.33
2078,Seattle WA,ssp245,24.220001,47.61,-122.33
2079,Seattle WA,ssp245,24.710001,47.61,-122.33
2080,Seattle WA,ssp245,25.2,47.61,-122.33
2081,Seattle WA,ssp245,25.78,47.61,-122.33
2082,Seattle WA,ssp245,26.36,47.61,-122.33
2083,Seattle WA,ssp245,26.94,47.61,-122.33
2084,Seattle WA,ssp245,27.52,47.61,-122.33
2085,Seattle WA,ssp245,28.1,47.61,-122.33
2086,Seattle WA,ssp245,28.68,47.61,-122.33
2087,Seattle WA,ssp245,29.26,47.61,-122.33
2088,Seattle WA,ssp245,29.84,47.61,-122.33
2089,Seattle WA,ssp245,30.42,47.61,-122.33
2090,Seattle WA,ssp245,31.0,47.61,-122.33
2091,Seattle WA,ssp245,31.57,47.61,-122.33
2092,Seattle WA,ssp245,32.14,47.61,-122.33
2093,Seattle WA,ssp245,32.71,47.61,-122.33
2094,Seattle WA,ssp245,33.28,47.61,-122.33
2095,Seattle WA,ssp245,33.85,47.61,-122.33
2096,Seattle WA,ssp245,34.420002,47.61,-122.33
2097,Seattle WA,ssp245,34.99,47.61,-122.33
2098,Seattle WA,ssp245,35.56,47.61,-122.33
2099,Seattle WA,ssp245,36.13,47.61,-122.33
2100,Seattle WA,ssp245,36.7,47.61,-122.33
2020,Seattle WA,ssp370,2.7,47.61,-122.33
2021,Seattle WA,ssp370,2.9,47.61,-122.33
2022,Seattle WA,ssp370,3.1,47.61,-122.33
2023,Seattle WA,ssp370,3.3,47.61,-122.33
2024,Seattle WA,ssp370,3.5,47.61,-122.33
2025,Seattle WA,ssp370,3.6999998,47.61,-122.33
2026,Seattle WA,ssp370,3.8999999,47.61,-122.33
2027,Seattle WA,ssp370,4.1,47.61,-122.33
2028,Seattle WA,ssp370,4.2999997,47.61,-122.33
2029,Seattle WA,ssp370,4.5,47.61,-122.33
2030,Seattle WA,ssp370,4.7,47.61,-122.33
2031,Seattle WA,ssp370,4.98,47.61,-122.33
2032,Seattle WA,ssp370,5.2599998,47.61,-122.33
2033,Seattle WA,ssp370,5.54,47.61,-122.33
2034,Seattle WA,ssp370,5.8199997,47.61,-122.33
2035,Seattle WA,ssp370,6.1,47.61,-122.33
2036,Seattle WA,ssp370,6.38,47.61,-122.33
2037,Seattle WA,ssp370,6.66,47.61,-122.33
2038,Seattle WA,ssp370,6.94,47.61,-122.33
2039,Seattle WA,ssp370,7.22,47.61,-122.33
2040,Seattle WA,ssp370,7.5,47.61,-122.33
2041,Seattle WA,ssp370,7.95,47.61,-122.33
2042,Seattle WA,ssp370,8.4,47.61,-122.33
2043,Seattle WA,ssp370,8.85,47.61,-122.33
2044,Seattle WA,ssp370,9.3,47.61,-122.33
2045,Seattle WA,ssp370,9.75,47.61,-122.33
2046,Seattle WA,ssp370,10.2,47.61,-122.33
2047,Seattle WA,ssp370,10.65,47.61,-122.33
2048,Seattle WA,ssp370,11.1,47.61,-122.33
2049,Seattle WA,ssp370,11.55,47.61,-122.33
2050,Seattle WA,ssp370,12.0,47.61,-122.33
2051,Seattle WA,ssp370,12.49,47.61,-122.33
2052,Seattle WA,ssp370,12.98,47.61,-122.33
2053,Seattle WA,ssp370,13.47,47.61,-122.33
2054,Seattle WA,ssp370,13.96,47.61,-122.33
2055,Seattle WA,ssp370,14.45,47.61,-122.33
2056,Seattle WA,ssp370,14.94,47.61,-122.33
2057,Seattle WA,ssp370,15.429999,47.61,-122.33
2058,Seattle WA,ssp370,15.92,47.61,-122.33
2059,Seattle WA,ssp370,16.41,47.61,-122.33
2060,Seattle WA,ssp370,16.9,47.61,-122.33
2061,Seattle WA,ssp370,17.449999,47.61,-122.33
2062,Seattle WA,ssp370,18.0,47.61,-122.33
2063,Seattle WA,ssp370,18.55,47.61,-122.33
2064,Seattle WA,ssp370,19.1,47.61,-122.33
2065,Seattle WA,ssp370,19.65,47.61,-122.33
2066,Seattle WA,ssp370,20.199999,47.61,-122.33
2067,Seattle WA,ssp370,20.75,47.61,-122.33
2068,Seattle WA,ssp370,21.3,47.61,-122.33
2069,Seattle WA,ssp370,21.85,47.61,-122.33
2070,Seattle WA,ssp370,22.4,47.61,-122.33
2071,Seattle WA,ssp370,23.029999,47.61,-122.33
2072,Seattle WA,ssp370,23.66,47.61,-122.33
2073,Seattle WA,ssp370,24.29,47.61,-122.33
2074,Seattle WA,ssp370,24.92,47.61,-122.33
2075,Seattle WA,ssp370,25.55,47.61,-122.33
2076,Seattle WA,ssp370,26.18,47.61,-122.33
2077,Seattle WA,ssp370,26.810001,47.61,-122.33
2078,Seattle WA,ssp370,27.44,47.61,-122.33
2079,Seattle WA,ssp370,28.07,47.61,-122.33
2080,Seattle WA,ssp370,28.7,47.61,-122.33
2081,Seattle WA,ssp370,29.44,47.61,-122.33
2082,Seattle WA,ssp370,30.18,47.61,-122.33
2083,Seattle WA,ssp370,30.92,47.61,-122.33
2084,Seattle WA,ssp370,31.66,47.61,-122.33
2085,Seattle WA,ssp370,32.4,47.61,-122.33
2086,Seattle WA,ssp370,33.14,47.61,-122.33
2087,Seattle WA,ssp370,33.879997,47.61,-122.33
2088,Seattle WA,ssp370,34.62,47.61,-122.33
2089,Seattle WA,ssp370,35.36,47.61,-122.33
2090,Seattle WA,ssp370,36.1,47.61,-122.33
2091,Seattle WA,ssp370,36.969997,47.61,-122.33
2092,Seattle WA,ssp370,37.84,47.61,-122.33
2093,Seattle WA,ssp370,38.71,47.61,-122.33
2094,Seattle WA,ssp370,39.579998,47.61,-122.33
2095,Seattle WA,ssp370,40.449997,47.61,-122.33
2096,Seattle WA,ssp370,41.32,47.61,-122.33
2097,Seattle WA,ssp370,42.19,47.61,-122.33
2098,Seattle WA,ssp370,43.059998,47.61,-122.33
2099,Seattle WA,ssp370,43.93,47.61,-122.33
2100,Seattle WA,ssp370,44.8,47.61,-122.33
2020,Seattle WA,ssp585,2.9,47.61,-122.33
2021,Seattle WA,ssp585,3.14,47.61,-122.33
2022,Seattle WA,ssp585,3.38,47.61,-122.33
2023,Seattle WA,ssp585,3.6200001,47.61,-122.33
2024,Seattle WA,ssp585,3.8600001,47.61,-122.33
2025,Seattle WA,ssp585,4.1000004,47.61,-122.33
2026,Seattle WA,ssp585,4.34,47.61,-122.33
2027,Seattle WA,ssp585,4.58,47.61,-122.33
2028,Seattle WA,ssp585,4.82,47.61,-122.33
2029,Seattle WA,ssp585,5.0600004,47.61,-122.33
2030,Seattle WA,ssp585,5.3,47.61,-122.33
2031,Seattle WA,ssp585,5.65,47.61,-122.33
2032,Seattle WA,ssp585,6.0,47.61,-122.33
2033,Seattle WA,ssp585,6.3500004,47.61,-122.33
2034,Seattle WA,ssp585,6.7000003,47.61,-122.33
2035,Seattle WA,ssp585,7.05,47.61,-122.33
2036,Seattle WA,ssp585,7.4,47.61,-122.33
2037,Seattle WA,ssp585,7.75,47.61,-122.33
2038,Seattle WA,ssp585,8.1,47.61,-122.33
2039,Seattle WA,ssp585,8.45,47.61,-122.33
2040,Seattle WA,ssp585,8.8,47.61,-122.33
2041,Seattle WA,ssp585,9.3,47.61,-122.33
2042,Seattle WA,ssp585,9.8,47.61,-122.33
2043,Seattle WA,ssp585,10.3,47.61,-122.33
2044,Seattle WA,ssp585,10.8,47.61,-122.33
2045,Seattle WA,ssp585,11.3,47.61,-122.33
2046,Seattle WA,ssp585,11.8,47.61,-122.33
2047,Seattle WA,ssp585,12.3,47.61,-122.33
2048,Seattle WA,ssp585,12.8,47.61,-122.33
2049,Seattle WA,ssp585,13.3,47.61,-122.33
2050,Seattle WA,ssp585,13.8,47.61,-122.33
2051,Seattle WA,ssp585,14.31,47.61,-122.33
2052,Seattle WA,ssp585,14.82,47.61,-122.33
2053,Seattle WA,ssp585,15.33,47.61,-122.33
2054,Seattle WA,ssp585,15.84,47.61,-122.33
2055,Seattle WA,ssp585,16.35,47.61,-122.33
2056,Seattle WA,ssp585,16.86,47.61,-122.33
2057,Seattle WA,ssp585,17.369999,47.61,-122.33
2058,Seattle WA,ssp585,17.88,47.61,-122.33
2059,Seattle WA,ssp585,18.39,47.61,-122.33
