city,year,segment,scenario,model,zos_raw,lat,lon
Miami FL,1850,historical_cmip6,historical,GFDL-ESM4,-0.23,25.77,-80.19
Miami FL,1851,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1852,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1853,historical_cmip6,historical,GFDL-ESM4,-0.23,25.77,-80.19
Miami FL,1854,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1855,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1856,historical_cmip6,historical,GFDL-ESM4,-0.27,25.77,-80.19
Miami FL,1857,historical_cmip6,historical,GFDL-ESM4,-0.23,25.77,-80.19
Miami FL,1858,historical_cmip6,historical,GFDL-ESM4,-0.22,25.77,-80.19
Miami FL,1859,historical_cmip6,historical,GFDL-ESM4,-0.22,25.77,-80.19
Miami FL,1860,historical_cmip6,historical,GFDL-ESM4,-0.23,25.77,-80.19
Miami FL,1861,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1862,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1863,historical_cmip6,historical,GFDL-ESM4,-0.21,25.77,-80.19
Miami FL,1864,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1865,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1866,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1867,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1868,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1869,historical_cmip6,historical,GFDL-ESM4,-0.27,25.77,-80.19
Miami FL,1870,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1871,historical_cmip6,historical,GFDL-ESM4,-0.23,25.77,-80.19
Miami FL,1872,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1873,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1874,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1875,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1876,historical_cmip6,historical,GFDL-ESM4,-0.27,25.77,-80.19
Miami FL,1877,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1878,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1879,historical_cmip6,historical,GFDL-ESM4,-0.23,25.77,-80.19
Miami FL,1880,historical_cmip6,historical,GFDL-ESM4,-0.23,25.77,-80.19
Miami FL,1881,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1882,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1883,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1884,historical_cmip6,historical,GFDL-ESM4,-0.22,25.77,-80.19
Miami FL,1885,historical_cmip6,historical,GFDL-ESM4,-0.23,25.77,-80.19
Miami FL,1886,historical_cmip6,historical,GFDL-ESM4,-0.23,25.77,-80.19
Miami FL,1887,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1888,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1889,historical_cmip6,historical,GFDL-ESM4,-0.23,25.77,-80.19
Miami FL,1890,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1891,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1892,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1893,historical_cmip6,historical,GFDL-ESM4,-0.27,25.77,-80.19
Miami FL,1894,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1895,historical_cmip6,historical,GFDL-ESM4,-0.23,25.77,-80.19
Miami FL,1896,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1897,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1898,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1899,historical_cmip6,historical,GFDL-ESM4,-0.23,25.77,-80.19
Miami FL,1900,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1901,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1902,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1903,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1904,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1905,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1906,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1907,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1908,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1909,historical_cmip6,historical,GFDL-ESM4,-0.23,25.77,-80.19
Miami FL,1910,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1911,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1912,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1913,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1914,historical_cmip6,historical,GFDL-ESM4,-0.23,25.77,-80.19
Miami FL,1915,historical_cmip6,historical,GFDL-ESM4,-0.23,25.77,-80.19
Miami FL,1916,historical_cmip6,historical,GFDL-ESM4,-0.23,25.77,-80.19
Miami FL,1917,historical_cmip6,historical,GFDL-ESM4,-0.22,25.77,-80.19
Miami FL,1918,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1919,historical_cmip6,historical,GFDL-ESM4,-0.27,25.77,-80.19
Miami FL,1920,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1921,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1922,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1923,historical_cmip6,historical,GFDL-ESM4,-0.27,25.77,-80.19
Miami FL,1924,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1925,historical_cmip6,historical,GFDL-ESM4,-0.29,25.77,-80.19
Miami FL,1926,historical_cmip6,historical,GFDL-ESM4,-0.28,25.77,-80.19
Miami FL,1927,historical_cmip6,historical,GFDL-ESM4,-0.27,25.77,-80.19
Miami FL,1928,historical_cmip6,historical,GFDL-ESM4,-0.27,25.77,-80.19
Miami FL,1929,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1930,historical_cmip6,historical,GFDL-ESM4,-0.27,25.77,-80.19
Miami FL,1931,historical_cmip6,historical,GFDL-ESM4,-0.28,25.77,-80.19
Miami FL,1932,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1933,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1934,historical_cmip6,historical,GFDL-ESM4,-0.22,25.77,-80.19
Miami FL,1935,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1936,historical_cmip6,historical,GFDL-ESM4,-0.27,25.77,-80.19
Miami FL,1937,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1938,historical_cmip6,historical,GFDL-ESM4,-0.23,25.77,-80.19
Miami FL,1939,historical_cmip6,historical,GFDL-ESM4,-0.23,25.77,-80.19
Miami FL,1940,historical_cmip6,historical,GFDL-ESM4,-0.27,25.77,-80.19
Miami FL,1941,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1942,historical_cmip6,historical,GFDL-ESM4,-0.27,25.77,-80.19
Miami FL,1943,historical_cmip6,historical,GFDL-ESM4,-0.28,25.77,-80.19
Miami FL,1944,historical_cmip6,historical,GFDL-ESM4,-0.29,25.77,-80.19
Miami FL,1945,historical_cmip6,historical,GFDL-ESM4,-0.27,25.77,-80.19
Miami FL,1946,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1947,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1948,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1949,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1950,historical_cmip6,historical,GFDL-ESM4,-0.27,25.77,-80.19
Miami FL,1951,historical_cmip6,historical,GFDL-ESM4,-0.28,25.77,-80.19
Miami FL,1952,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1953,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1954,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1955,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1956,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1957,historical_cmip6,historical,GFDL-ESM4,-0.28,25.77,-80.19
Miami FL,1958,historical_cmip6,historical,GFDL-ESM4,-0.28,25.77,-80.19
Miami FL,1959,historical_cmip6,historical,GFDL-ESM4,-0.27,25.77,-80.19
Miami FL,1960,historical_cmip6,historical,GFDL-ESM4,-0.27,25.77,-80.19
Miami FL,1961,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1962,historical_cmip6,historical,GFDL-ESM4,-0.23,25.77,-80.19
Miami FL,1963,historical_cmip6,historical,GFDL-ESM4,-0.27,25.77,-80.19
Miami FL,1964,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1965,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1966,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1967,historical_cmip6,historical,GFDL-ESM4,-0.27,25.77,-80.19
Miami FL,1968,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1969,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1970,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1971,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1972,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1973,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1974,historical_cmip6,historical,GFDL-ESM4,-0.23,25.77,-80.19
Miami FL,1975,historical_cmip6,historical,GFDL-ESM4,-0.21,25.77,-80.19
Miami FL,1976,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1977,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1978,historical_cmip6,historical,GFDL-ESM4,-0.22,25.77,-80.19
Miami FL,1979,historical_cmip6,historical,GFDL-ESM4,-0.22,25.77,-80.19
Miami FL,1980,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1981,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1982,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1983,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1984,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1985,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1986,historical_cmip6,historical,GFDL-ESM4,-0.27,25.77,-80.19
Miami FL,1987,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1988,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1989,historical_cmip6,historical,GFDL-ESM4,-0.28,25.77,-80.19
Miami FL,1990,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1991,historical_cmip6,historical,GFDL-ESM4,-0.27,25.77,-80.19
Miami FL,1992,historical_cmip6,historical,GFDL-ESM4,-0.29,25.77,-80.19
Miami FL,1993,historical_cmip6,historical,GFDL-ESM4,-0.28,25.77,-80.19
Miami FL,1994,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1995,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,1996,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1997,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,1998,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,1999,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,2000,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,2001,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,2002,historical_cmip6,historical,GFDL-ESM4,-0.24,25.77,-80.19
Miami FL,2003,historical_cmip6,historical,GFDL-ESM4,-0.27,25.77,-80.19
Miami FL,2004,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,2005,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,2006,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,2007,historical_cmip6,historical,GFDL-ESM4,-0.23,25.77,-80.19
Miami FL,2008,historical_cmip6,historical,GFDL-ESM4,-0.25,25.77,-80.19
Miami FL,2009,historical_cmip6,historical,GFDL-ESM4,-0.26,25.77,-80.19
Miami FL,2010,historical_cmip6,historical,GFDL-ESM4,-0.22,25.77,-80.19
Miami FL,2011,historical_cmip6,historical,GFDL-ESM4,-0.2,25.77,-80.19
Miami FL,2012,historical_cmip6,historical,GFDL-ESM4,-0.22,25.77,-80.19
Miami FL,2013,historical_cmip6,historical,GFDL-ESM4,-0.21,25.77,-80.19
Miami FL,2014,historical_cmip6,historical,GFDL-ESM4,-0.22,25.77,-80.19
New Orleans LA,1850,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1851,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1852,historical_cmip6,historical,GFDL-ESM4,-0.18,29.95,-90.07
New Orleans LA,1853,historical_cmip6,historical,GFDL-ESM4,-0.15,29.95,-90.07
New Orleans LA,1854,historical_cmip6,historical,GFDL-ESM4,-0.16,29.95,-90.07
New Orleans LA,1855,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1856,historical_cmip6,historical,GFDL-ESM4,-0.22,29.95,-90.07
New Orleans LA,1857,historical_cmip6,historical,GFDL-ESM4,-0.16,29.95,-90.07
New Orleans LA,1858,historical_cmip6,historical,GFDL-ESM4,-0.13,29.95,-90.07
New Orleans LA,1859,historical_cmip6,historical,GFDL-ESM4,-0.11,29.95,-90.07
New Orleans LA,1860,historical_cmip6,historical,GFDL-ESM4,-0.14,29.95,-90.07
New Orleans LA,1861,historical_cmip6,historical,GFDL-ESM4,-0.16,29.95,-90.07
New Orleans LA,1862,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1863,historical_cmip6,historical,GFDL-ESM4,-0.1,29.95,-90.07
New Orleans LA,1864,historical_cmip6,historical,GFDL-ESM4,-0.18,29.95,-90.07
New Orleans LA,1865,historical_cmip6,historical,GFDL-ESM4,-0.2,29.95,-90.07
New Orleans LA,1866,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1867,historical_cmip6,historical,GFDL-ESM4,-0.15,29.95,-90.07
New Orleans LA,1868,historical_cmip6,historical,GFDL-ESM4,-0.2,29.95,-90.07
New Orleans LA,1869,historical_cmip6,historical,GFDL-ESM4,-0.18,29.95,-90.07
New Orleans LA,1870,historical_cmip6,historical,GFDL-ESM4,-0.18,29.95,-90.07
New Orleans LA,1871,historical_cmip6,historical,GFDL-ESM4,-0.14,29.95,-90.07
New Orleans LA,1872,historical_cmip6,historical,GFDL-ESM4,-0.15,29.95,-90.07
New Orleans LA,1873,historical_cmip6,historical,GFDL-ESM4,-0.14,29.95,-90.07
New Orleans LA,1874,historical_cmip6,historical,GFDL-ESM4,-0.19,29.95,-90.07
New Orleans LA,1875,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1876,historical_cmip6,historical,GFDL-ESM4,-0.19,29.95,-90.07
New Orleans LA,1877,historical_cmip6,historical,GFDL-ESM4,-0.18,29.95,-90.07
New Orleans LA,1878,historical_cmip6,historical,GFDL-ESM4,-0.16,29.95,-90.07
New Orleans LA,1879,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1880,historical_cmip6,historical,GFDL-ESM4,-0.14,29.95,-90.07
New Orleans LA,1881,historical_cmip6,historical,GFDL-ESM4,-0.14,29.95,-90.07
New Orleans LA,1882,historical_cmip6,historical,GFDL-ESM4,-0.16,29.95,-90.07
New Orleans LA,1883,historical_cmip6,historical,GFDL-ESM4,-0.16,29.95,-90.07
New Orleans LA,1884,historical_cmip6,historical,GFDL-ESM4,-0.13,29.95,-90.07
New Orleans LA,1885,historical_cmip6,historical,GFDL-ESM4,-0.15,29.95,-90.07
New Orleans LA,1886,historical_cmip6,historical,GFDL-ESM4,-0.15,29.95,-90.07
New Orleans LA,1887,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1888,historical_cmip6,historical,GFDL-ESM4,-0.19,29.95,-90.07
New Orleans LA,1889,historical_cmip6,historical,GFDL-ESM4,-0.18,29.95,-90.07
New Orleans LA,1890,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1891,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1892,historical_cmip6,historical,GFDL-ESM4,-0.16,29.95,-90.07
New Orleans LA,1893,historical_cmip6,historical,GFDL-ESM4,-0.19,29.95,-90.07
New Orleans LA,1894,historical_cmip6,historical,GFDL-ESM4,-0.15,29.95,-90.07
New Orleans LA,1895,historical_cmip6,historical,GFDL-ESM4,-0.12,29.95,-90.07
New Orleans LA,1896,historical_cmip6,historical,GFDL-ESM4,-0.14,29.95,-90.07
New Orleans LA,1897,historical_cmip6,historical,GFDL-ESM4,-0.16,29.95,-90.07
New Orleans LA,1898,historical_cmip6,historical,GFDL-ESM4,-0.18,29.95,-90.07
New Orleans LA,1899,historical_cmip6,historical,GFDL-ESM4,-0.11,29.95,-90.07
New Orleans LA,1900,historical_cmip6,historical,GFDL-ESM4,-0.18,29.95,-90.07
New Orleans LA,1901,historical_cmip6,historical,GFDL-ESM4,-0.14,29.95,-90.07
New Orleans LA,1902,historical_cmip6,historical,GFDL-ESM4,-0.15,29.95,-90.07
New Orleans LA,1903,historical_cmip6,historical,GFDL-ESM4,-0.18,29.95,-90.07
New Orleans LA,1904,historical_cmip6,historical,GFDL-ESM4,-0.16,29.95,-90.07
New Orleans LA,1905,historical_cmip6,historical,GFDL-ESM4,-0.16,29.95,-90.07
New Orleans LA,1906,historical_cmip6,historical,GFDL-ESM4,-0.19,29.95,-90.07
New Orleans LA,1907,historical_cmip6,historical,GFDL-ESM4,-0.18,29.95,-90.07
New Orleans LA,1908,historical_cmip6,historical,GFDL-ESM4,-0.21,29.95,-90.07
New Orleans LA,1909,historical_cmip6,historical,GFDL-ESM4,-0.1,29.95,-90.07
New Orleans LA,1910,historical_cmip6,historical,GFDL-ESM4,-0.11,29.95,-90.07
New Orleans LA,1911,historical_cmip6,historical,GFDL-ESM4,-0.15,29.95,-90.07
New Orleans LA,1912,historical_cmip6,historical,GFDL-ESM4,-0.14,29.95,-90.07
New Orleans LA,1913,historical_cmip6,historical,GFDL-ESM4,-0.14,29.95,-90.07
New Orleans LA,1914,historical_cmip6,historical,GFDL-ESM4,-0.13,29.95,-90.07
New Orleans LA,1915,historical_cmip6,historical,GFDL-ESM4,-0.14,29.95,-90.07
New Orleans LA,1916,historical_cmip6,historical,GFDL-ESM4,-0.13,29.95,-90.07
New Orleans LA,1917,historical_cmip6,historical,GFDL-ESM4,-0.13,29.95,-90.07
New Orleans LA,1918,historical_cmip6,historical,GFDL-ESM4,-0.18,29.95,-90.07
New Orleans LA,1919,historical_cmip6,historical,GFDL-ESM4,-0.19,29.95,-90.07
New Orleans LA,1920,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1921,historical_cmip6,historical,GFDL-ESM4,-0.18,29.95,-90.07
New Orleans LA,1922,historical_cmip6,historical,GFDL-ESM4,-0.16,29.95,-90.07
New Orleans LA,1923,historical_cmip6,historical,GFDL-ESM4,-0.19,29.95,-90.07
New Orleans LA,1924,historical_cmip6,historical,GFDL-ESM4,-0.15,29.95,-90.07
New Orleans LA,1925,historical_cmip6,historical,GFDL-ESM4,-0.21,29.95,-90.07
New Orleans LA,1926,historical_cmip6,historical,GFDL-ESM4,-0.22,29.95,-90.07
New Orleans LA,1927,historical_cmip6,historical,GFDL-ESM4,-0.2,29.95,-90.07
New Orleans LA,1928,historical_cmip6,historical,GFDL-ESM4,-0.2,29.95,-90.07
New Orleans LA,1929,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1930,historical_cmip6,historical,GFDL-ESM4,-0.19,29.95,-90.07
New Orleans LA,1931,historical_cmip6,historical,GFDL-ESM4,-0.21,29.95,-90.07
New Orleans LA,1932,historical_cmip6,historical,GFDL-ESM4,-0.16,29.95,-90.07
New Orleans LA,1933,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1934,historical_cmip6,historical,GFDL-ESM4,-0.14,29.95,-90.07
New Orleans LA,1935,historical_cmip6,historical,GFDL-ESM4,-0.15,29.95,-90.07
New Orleans LA,1936,historical_cmip6,historical,GFDL-ESM4,-0.2,29.95,-90.07
New Orleans LA,1937,historical_cmip6,historical,GFDL-ESM4,-0.18,29.95,-90.07
New Orleans LA,1938,historical_cmip6,historical,GFDL-ESM4,-0.11,29.95,-90.07
New Orleans LA,1939,historical_cmip6,historical,GFDL-ESM4,-0.16,29.95,-90.07
New Orleans LA,1940,historical_cmip6,historical,GFDL-ESM4,-0.2,29.95,-90.07
New Orleans LA,1941,historical_cmip6,historical,GFDL-ESM4,-0.18,29.95,-90.07
New Orleans LA,1942,historical_cmip6,historical,GFDL-ESM4,-0.21,29.95,-90.07
New Orleans LA,1943,historical_cmip6,historical,GFDL-ESM4,-0.24,29.95,-90.07
New Orleans LA,1944,historical_cmip6,historical,GFDL-ESM4,-0.23,29.95,-90.07
New Orleans LA,1945,historical_cmip6,historical,GFDL-ESM4,-0.19,29.95,-90.07
New Orleans LA,1946,historical_cmip6,historical,GFDL-ESM4,-0.15,29.95,-90.07
New Orleans LA,1947,historical_cmip6,historical,GFDL-ESM4,-0.15,29.95,-90.07
New Orleans LA,1948,historical_cmip6,historical,GFDL-ESM4,-0.14,29.95,-90.07
New Orleans LA,1949,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1950,historical_cmip6,historical,GFDL-ESM4,-0.19,29.95,-90.07
New Orleans LA,1951,historical_cmip6,historical,GFDL-ESM4,-0.22,29.95,-90.07
New Orleans LA,1952,historical_cmip6,historical,GFDL-ESM4,-0.16,29.95,-90.07
New Orleans LA,1953,historical_cmip6,historical,GFDL-ESM4,-0.19,29.95,-90.07
New Orleans LA,1954,historical_cmip6,historical,GFDL-ESM4,-0.16,29.95,-90.07
New Orleans LA,1955,historical_cmip6,historical,GFDL-ESM4,-0.16,29.95,-90.07
New Orleans LA,1956,historical_cmip6,historical,GFDL-ESM4,-0.15,29.95,-90.07
New Orleans LA,1957,historical_cmip6,historical,GFDL-ESM4,-0.22,29.95,-90.07
New Orleans LA,1958,historical_cmip6,historical,GFDL-ESM4,-0.19,29.95,-90.07
New Orleans LA,1959,historical_cmip6,historical,GFDL-ESM4,-0.19,29.95,-90.07
New Orleans LA,1960,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1961,historical_cmip6,historical,GFDL-ESM4,-0.18,29.95,-90.07
New Orleans LA,1962,historical_cmip6,historical,GFDL-ESM4,-0.14,29.95,-90.07
New Orleans LA,1963,historical_cmip6,historical,GFDL-ESM4,-0.19,29.95,-90.07
New Orleans LA,1964,historical_cmip6,historical,GFDL-ESM4,-0.15,29.95,-90.07
New Orleans LA,1965,historical_cmip6,historical,GFDL-ESM4,-0.18,29.95,-90.07
New Orleans LA,1966,historical_cmip6,historical,GFDL-ESM4,-0.16,29.95,-90.07
New Orleans LA,1967,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1968,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1969,historical_cmip6,historical,GFDL-ESM4,-0.14,29.95,-90.07
New Orleans LA,1970,historical_cmip6,historical,GFDL-ESM4,-0.14,29.95,-90.07
New Orleans LA,1971,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1972,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1973,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1974,historical_cmip6,historical,GFDL-ESM4,-0.15,29.95,-90.07
New Orleans LA,1975,historical_cmip6,historical,GFDL-ESM4,-0.13,29.95,-90.07
New Orleans LA,1976,historical_cmip6,historical,GFDL-ESM4,-0.21,29.95,-90.07
New Orleans LA,1977,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1978,historical_cmip6,historical,GFDL-ESM4,-0.11,29.95,-90.07
New Orleans LA,1979,historical_cmip6,historical,GFDL-ESM4,-0.11,29.95,-90.07
New Orleans LA,1980,historical_cmip6,historical,GFDL-ESM4,-0.15,29.95,-90.07
New Orleans LA,1981,historical_cmip6,historical,GFDL-ESM4,-0.16,29.95,-90.07
New Orleans LA,1982,historical_cmip6,historical,GFDL-ESM4,-0.17,29.95,-90.07
New Orleans LA,1983,historical_cmip6,historical,GFDL-ESM4,-0.15,29.95,-90.07
New Orleans LA,1984,historical_cmip6,historical,GFDL-ESM4,-0.19,29.95,-90.07
New Orleans LA,1985,historical_cmip6,historical,GFDL-ESM4,-0.15,29.95,-90.07
New Orleans LA,1986,historical_cmip6,historical,GFDL-ESM4,-0.16,29.95,-90.07
New Orleans LA,1987,historical_cmip6,historical,GFDL-ESM4,-0.12,29.95,-90.07
New Orleans LA,1988,historical_cmip6,historical,GFDL-ESM4,-0.19,29.95,-90.07
New Orleans LA,1989,historical_cmip6,historical,GFDL-ESM4,-0.2,29.95,-90.07
New Orleans LA,1990,historical_cmip6,historical,GFDL-ESM4,-0.14,29.95,-90.07
New Orleans LA,1991,historical_cmip6,historical,GFDL-ESM4,-0.2,29.95,-90.07
New Orleans LA,1992,historical_cmip6,historical,GFDL-ESM4,-0.21,29.95,-90.07
New Orleans LA,1993,historical_cmip6,historical,GFDL-ESM4,-0.2,29.95,-90.07
New Orleans LA,1994,historical_cmip6,historical,GFDL-ESM4,-0.18,29.95,-90.07
