city,scenario,year,total_sea_level_cm
Miami FL,ssp585,2051,32.93
Miami FL,ssp585,2052,33.760000000000005
Miami FL,ssp585,2053,34.59
Miami FL,ssp585,2054,35.42
Miami FL,ssp585,2055,36.25
Miami FL,ssp585,2056,37.080000000000005
Miami FL,ssp585,2057,37.910000000000004
Miami FL,ssp585,2058,38.74
Miami FL,ssp585,2059,39.57000000000001
Miami FL,ssp585,2060,40.400000000000006
Miami FL,ssp585,2060,42.1
Miami FL,ssp585,2061,43.010000000000005
Miami FL,ssp585,2062,43.92
Miami FL,ssp585,2063,44.83
Miami FL,ssp585,2064,45.74
Miami FL,ssp585,2065,46.650000000000006
Miami FL,ssp585,2066,47.56
Miami FL,ssp585,2067,48.47
Miami FL,ssp585,2068,49.38
Miami FL,ssp585,2069,50.290000000000006
Miami FL,ssp585,2070,51.2
Miami FL,ssp585,2070,54.2
Miami FL,ssp585,2071,55.1
Miami FL,ssp585,2072,56.0
Miami FL,ssp585,2073,56.900000000000006
Miami FL,ssp585,2074,57.800000000000004
Miami FL,ssp585,2075,58.7
Miami FL,ssp585,2076,59.6
Miami FL,ssp585,2077,60.5
Miami FL,ssp585,2078,61.400000000000006
Miami FL,ssp585,2079,62.300000000000004
Miami FL,ssp585,2080,63.2
Miami FL,ssp585,2080,68.30000000000001
Miami FL,ssp585,2081,69.15
Miami FL,ssp585,2082,70.00000000000001
Miami FL,ssp585,2083,70.85000000000001
Miami FL,ssp585,2084,71.7
Miami FL,ssp585,2085,72.55000000000001
Miami FL,ssp585,2086,73.4
Miami FL,ssp585,2087,74.25
Miami FL,ssp585,2088,75.1
Miami FL,ssp585,2089,75.95
Miami FL,ssp585,2090,76.8
Miami FL,ssp585,2090,85.1
Miami FL,ssp585,2091,85.77
Miami FL,ssp585,2092,86.44
Miami FL,ssp585,2093,87.11
Miami FL,ssp585,2094,87.78
Miami FL,ssp585,2095,88.44999999999999
Miami FL,ssp585,2096,89.11999999999999
Miami FL,ssp585,2097,89.78999999999999
Miami FL,ssp585,2098,90.46
Miami FL,ssp585,2099,91.13
Miami FL,ssp585,2100,91.8
Miami FL,ssp585,2100,104.4
New Orleans LA,ssp126,2020,11.3
New Orleans LA,ssp126,2020,11.5
New Orleans LA,ssp126,2021,12.370000000000001
New Orleans LA,ssp126,2022,13.24
New Orleans LA,ssp126,2023,14.110000000000001
New Orleans LA,ssp126,2024,14.98
New Orleans LA,ssp126,2025,15.850000000000001
New Orleans LA,ssp126,2026,16.720000000000002
New Orleans LA,ssp126,2027,17.590000000000003
New Orleans LA,ssp126,2028,18.46
New Orleans LA,ssp126,2029,19.330000000000002
New Orleans LA,ssp126,2030,20.200000000000003
New Orleans LA,ssp126,2030,20.6
New Orleans LA,ssp126,2031,21.42
New Orleans LA,ssp126,2032,22.240000000000002
New Orleans LA,ssp126,2033,23.060000000000002
New Orleans LA,ssp126,2034,23.880000000000003
New Orleans LA,ssp126,2035,24.700000000000003
New Orleans LA,ssp126,2036,25.520000000000003
New Orleans LA,ssp126,2037,26.34
New Orleans LA,ssp126,2038,27.16
New Orleans LA,ssp126,2039,27.98
New Orleans LA,ssp126,2040,28.8
New Orleans LA,ssp126,2040,29.4
New Orleans LA,ssp126,2041,30.2
New Orleans LA,ssp126,2042,31.0
New Orleans LA,ssp126,2043,31.799999999999997
New Orleans LA,ssp126,2044,32.6
New Orleans LA,ssp126,2045,33.4
New Orleans LA,ssp126,2046,34.2
New Orleans LA,ssp126,2047,35.0
New Orleans LA,ssp126,2048,35.8
New Orleans LA,ssp126,2049,36.6
New Orleans LA,ssp126,2050,37.4
New Orleans LA,ssp126,2050,38.0
New Orleans LA,ssp126,2051,38.71
New Orleans LA,ssp126,2052,39.42
New Orleans LA,ssp126,2053,40.13
New Orleans LA,ssp126,2054,40.84
New Orleans LA,ssp126,2055,41.55
New Orleans LA,ssp126,2056,42.260000000000005
New Orleans LA,ssp126,2057,42.97
New Orleans LA,ssp126,2058,43.68
New Orleans LA,ssp126,2059,44.39
New Orleans LA,ssp126,2060,45.1
New Orleans LA,ssp126,2060,46.1
New Orleans LA,ssp126,2061,46.93
New Orleans LA,ssp126,2062,47.760000000000005
New Orleans LA,ssp126,2063,48.59
New Orleans LA,ssp126,2064,49.42
New Orleans LA,ssp126,2065,50.25
New Orleans LA,ssp126,2066,51.080000000000005
New Orleans LA,ssp126,2067,51.910000000000004
New Orleans LA,ssp126,2068,52.74
New Orleans LA,ssp126,2069,53.57000000000001
New Orleans LA,ssp126,2070,54.400000000000006
New Orleans LA,ssp126,2070,55.400000000000006
New Orleans LA,ssp126,2071,56.120000000000005
New Orleans LA,ssp126,2072,56.84
New Orleans LA,ssp126,2073,57.56
New Orleans LA,ssp126,2074,58.28
New Orleans LA,ssp126,2075,59.0
New Orleans LA,ssp126,2076,59.72
New Orleans LA,ssp126,2077,60.440000000000005
New Orleans LA,ssp126,2078,61.160000000000004
New Orleans LA,ssp126,2079,61.88
New Orleans LA,ssp126,2080,62.6
New Orleans LA,ssp126,2080,63.7
New Orleans LA,ssp126,2081,64.35
New Orleans LA,ssp126,2082,65.0
New Orleans LA,ssp126,2083,65.65
New Orleans LA,ssp126,2084,66.3
New Orleans LA,ssp126,2085,66.94999999999999
New Orleans LA,ssp126,2086,67.6
New Orleans LA,ssp126,2087,68.25
New Orleans LA,ssp126,2088,68.89999999999999
New Orleans LA,ssp126,2089,69.54999999999998
New Orleans LA,ssp126,2090,70.19999999999999
New Orleans LA,ssp126,2090,71.39999999999999
New Orleans LA,ssp126,2091,72.08
New Orleans LA,ssp126,2092,72.75999999999999
New Orleans LA,ssp126,2093,73.44
New Orleans LA,ssp126,2094,74.11999999999999
New Orleans LA,ssp126,2095,74.8
New Orleans LA,ssp126,2096,75.48
New Orleans LA,ssp126,2097,76.16
New Orleans LA,ssp126,2098,76.84
New Orleans LA,ssp126,2099,77.52
New Orleans LA,ssp126,2100,78.2
New Orleans LA,ssp126,2100,79.4
New Orleans LA,ssp245,2020,10.9
New Orleans LA,ssp245,2021,11.77
New Orleans LA,ssp245,2022,12.64
New Orleans LA,ssp245,2023,13.510000000000002
New Orleans LA,ssp245,2024,14.38
New Orleans LA,ssp245,2025,15.25
New Orleans LA,ssp245,2026,16.12
New Orleans LA,ssp245,2027,16.990000000000002
New Orleans LA,ssp245,2028,17.86
New Orleans LA,ssp245,2029,18.73
New Orleans LA,ssp245,2030,19.6
New Orleans LA,ssp245,2031,20.520000000000003
New Orleans LA,ssp245,2032,21.44
New Orleans LA,ssp245,2033,22.36
New Orleans LA,ssp245,2034,23.28
New Orleans LA,ssp245,2035,24.200000000000003
New Orleans LA,ssp245,2036,25.12
New Orleans LA,ssp245,2037,26.04
New Orleans LA,ssp245,2038,26.96
New Orleans LA,ssp245,2039,27.880000000000003
New Orleans LA,ssp245,2040,28.8
New Orleans LA,ssp245,2041,29.8
New Orleans LA,ssp245,2042,30.8
New Orleans LA,ssp245,2043,31.8
New Orleans LA,ssp245,2044,32.8
New Orleans LA,ssp245,2045,33.8
New Orleans LA,ssp245,2046,34.8
New Orleans LA,ssp245,2047,35.8
New Orleans LA,ssp245,2048,36.8
New Orleans LA,ssp245,2049,37.8
New Orleans LA,ssp245,2050,38.8
New Orleans LA,ssp245,2051,39.739999999999995
New Orleans LA,ssp245,2052,40.68
New Orleans LA,ssp245,2053,41.62
New Orleans LA,ssp245,2054,42.56
New Orleans LA,ssp245,2055,43.5
New Orleans LA,ssp245,2056,44.44
New Orleans LA,ssp245,2057,45.38
New Orleans LA,ssp245,2058,46.32
New Orleans LA,ssp245,2059,47.260000000000005
New Orleans LA,ssp245,2060,48.2
New Orleans LA,ssp245,2061,49.25
New Orleans LA,ssp245,2062,50.300000000000004
New Orleans LA,ssp245,2063,51.35
New Orleans LA,ssp245,2064,52.400000000000006
New Orleans LA,ssp245,2065,53.45
New Orleans LA,ssp245,2066,54.5
New Orleans LA,ssp245,2067,55.550000000000004
New Orleans LA,ssp245,2068,56.6
New Orleans LA,ssp245,2069,57.650000000000006
New Orleans LA,ssp245,2070,58.7
New Orleans LA,ssp245,2071,59.77
New Orleans LA,ssp245,2072,60.84
New Orleans LA,ssp245,2073,61.91
New Orleans LA,ssp245,2074,62.98
New Orleans LA,ssp245,2075,64.05
New Orleans LA,ssp245,2076,65.11999999999999
New Orleans LA,ssp245,2077,66.19
New Orleans LA,ssp245,2078,67.25999999999999
New Orleans LA,ssp245,2079,68.33
New Orleans LA,ssp245,2080,69.39999999999999
New Orleans LA,ssp245,2081,70.41999999999999
New Orleans LA,ssp245,2082,71.44
New Orleans LA,ssp245,2083,72.46
New Orleans LA,ssp245,2084,73.48
New Orleans LA,ssp245,2085,74.5
New Orleans LA,ssp245,2086,75.52
New Orleans LA,ssp245,2087,76.54
New Orleans LA,ssp245,2088,77.56
New Orleans LA,ssp245,2089,78.58000000000001
New Orleans LA,ssp245,2090,79.60000000000001
New Orleans LA,ssp245,2091,80.66000000000001
New Orleans LA,ssp245,2092,81.72000000000001
New Orleans LA,ssp245,2093,82.78
New Orleans LA,ssp245,2094,83.84
New Orleans LA,ssp245,2095,84.9
New Orleans LA,ssp245,2096,85.96000000000001
New Orleans LA,ssp245,2097,87.02000000000001
New Orleans LA,ssp245,2098,88.08
New Orleans LA,ssp245,2099,89.14
New Orleans LA,ssp245,2100,90.2
New Orleans LA,ssp370,2020,11.3
New Orleans LA,ssp370,2021,12.17
New Orleans LA,ssp370,2022,13.040000000000001
New Orleans LA,ssp370,2023,13.91
New Orleans LA,ssp370,2024,14.780000000000001
New Orleans LA,ssp370,2025,15.65
New Orleans LA,ssp370,2026,16.52
New Orleans LA,ssp370,2027,17.39
New Orleans LA,ssp370,2028,18.259999999999998
New Orleans LA,ssp370,2029,19.13
New Orleans LA,ssp370,2030,20.0
New Orleans LA,ssp370,2031,20.92
New Orleans LA,ssp370,2032,21.84
New Orleans LA,ssp370,2033,22.759999999999998
New Orleans LA,ssp370,2034,23.68
New Orleans LA,ssp370,2035,24.6
New Orleans LA,ssp370,2036,25.52
New Orleans LA,ssp370,2037,26.439999999999998
New Orleans LA,ssp370,2038,27.36
New Orleans LA,ssp370,2039,28.28
New Orleans LA,ssp370,2040,29.2
New Orleans LA,ssp370,2041,30.21
New Orleans LA,ssp370,2042,31.22
New Orleans LA,ssp370,2043,32.23
New Orleans LA,ssp370,2044,33.239999999999995
New Orleans LA,ssp370,2045,34.25
New Orleans LA,ssp370,2046,35.26
New Orleans LA,ssp370,2047,36.269999999999996
New Orleans LA,ssp370,2048,37.28
New Orleans LA,ssp370,2049,38.29
New Orleans LA,ssp370,2050,39.3
New Orleans LA,ssp370,2051,40.339999999999996
New Orleans LA,ssp370,2052,41.379999999999995
New Orleans LA,ssp370,2053,42.42
New Orleans LA,ssp370,2054,43.46
New Orleans LA,ssp370,2055,44.5
New Orleans LA,ssp370,2056,45.54
New Orleans LA,ssp370,2057,46.58
New Orleans LA,ssp370,2058,47.620000000000005
New Orleans LA,ssp370,2059,48.660000000000004
New Orleans LA,ssp370,2060,49.7
New Orleans LA,ssp370,2061,50.89
New Orleans LA,ssp370,2062,52.080000000000005
New Orleans LA,ssp370,2063,53.27
New Orleans LA,ssp370,2064,54.46
New Orleans LA,ssp370,2065,55.650000000000006
New Orleans LA,ssp370,2066,56.84
New Orleans LA,ssp370,2067,58.03
New Orleans LA,ssp370,2068,59.22
New Orleans LA,ssp370,2069,60.410000000000004
New Orleans LA,ssp370,2070,61.6
New Orleans LA,ssp370,2071,62.85
New Orleans LA,ssp370,2072,64.1
New Orleans LA,ssp370,2073,65.35
New Orleans LA,ssp370,2074,66.6
New Orleans LA,ssp370,2075,67.85
New Orleans LA,ssp370,2076,69.1
New Orleans LA,ssp370,2077,70.35
New Orleans LA,ssp370,2078,71.6
New Orleans LA,ssp370,2079,72.85
New Orleans LA,ssp370,2080,74.1
New Orleans LA,ssp370,2081,75.41999999999999
New Orleans LA,ssp370,2082,76.74
New Orleans LA,ssp370,2083,78.06
New Orleans LA,ssp370,2084,79.38
New Orleans LA,ssp370,2085,80.69999999999999
New Orleans LA,ssp370,2086,82.02
New Orleans LA,ssp370,2087,83.34
New Orleans LA,ssp370,2088,84.66
New Orleans LA,ssp370,2089,85.97999999999999
New Orleans LA,ssp370,2090,87.3
New Orleans LA,ssp370,2091,88.78999999999999
New Orleans LA,ssp370,2092,90.28
New Orleans LA,ssp370,2093,91.77
New Orleans LA,ssp370,2094,93.26
New Orleans LA,ssp370,2095,94.75
New Orleans LA,ssp370,2096,96.24000000000001
New Orleans LA,ssp370,2097,97.73
New Orleans LA,ssp370,2098,99.22
New Orleans LA,ssp370,2099,100.71000000000001
New Orleans LA,ssp370,2100,102.2
New Orleans LA,ssp585,2020,11.1
New Orleans LA,ssp585,2020,11.3
New Orleans LA,ssp585,2021,12.17
New Orleans LA,ssp585,2022,13.040000000000001
New Orleans LA,ssp585,2023,13.91
New Orleans LA,ssp585,2024,14.780000000000001
New Orleans LA,ssp585,2025,15.65
New Orleans LA,ssp585,2026,16.52
New Orleans LA,ssp585,2027,17.39
New Orleans LA,ssp585,2028,18.259999999999998
New Orleans LA,ssp585,2029,19.13
New Orleans LA,ssp585,2030,20.0
New Orleans LA,ssp585,2030,20.3
New Orleans LA,ssp585,2031,21.29
New Orleans LA,ssp585,2032,22.28
New Orleans LA,ssp585,2033,23.27
New Orleans LA,ssp585,2034,24.26
New Orleans LA,ssp585,2035,25.25
New Orleans LA,ssp585,2036,26.240000000000002
New Orleans LA,ssp585,2037,27.23
New Orleans LA,ssp585,2038,28.22
New Orleans LA,ssp585,2039,29.21
New Orleans LA,ssp585,2040,30.2
New Orleans LA,ssp585,2040,30.6
New Orleans LA,ssp585,2041,31.69
New Orleans LA,ssp585,2042,32.78
New Orleans LA,ssp585,2043,33.870000000000005
New Orleans LA,ssp585,2044,34.96
New Orleans LA,ssp585,2045,36.05
New Orleans LA,ssp585,2046,37.14
New Orleans LA,ssp585,2047,38.230000000000004
New Orleans LA,ssp585,2048,39.32
New Orleans LA,ssp585,2049,40.41
New Orleans LA,ssp585,2050,41.5
New Orleans LA,ssp585,2050,42.2
New Orleans LA,ssp585,2051,43.220000000000006
New Orleans LA,ssp585,2052,44.24
New Orleans LA,ssp585,2053,45.260000000000005
New Orleans LA,ssp585,2054,46.28
New Orleans LA,ssp585,2055,47.300000000000004
New Orleans LA,ssp585,2056,48.32000000000001
New Orleans LA,ssp585,2057,49.34
New Orleans LA,ssp585,2058,50.36000000000001
New Orleans LA,ssp585,2059,51.38
New Orleans LA,ssp585,2060,52.400000000000006
New Orleans LA,ssp585,2060,54.0
New Orleans LA,ssp585,2061,55.13
New Orleans LA,ssp585,2062,56.26
New Orleans LA,ssp585,2063,57.39
New Orleans LA,ssp585,2064,58.519999999999996
New Orleans LA,ssp585,2065,59.65
New Orleans LA,ssp585,2066,60.78
New Orleans LA,ssp585,2067,61.91
New Orleans LA,ssp585,2068,63.04
New Orleans LA,ssp585,2069,64.17
New Orleans LA,ssp585,2070,65.3
New Orleans LA,ssp585,2070,68.10000000000001
New Orleans LA,ssp585,2071,69.25000000000001
New Orleans LA,ssp585,2072,70.4
New Orleans LA,ssp585,2073,71.55000000000001
New Orleans LA,ssp585,2074,72.7
New Orleans LA,ssp585,2075,73.85000000000001
New Orleans LA,ssp585,2076,75.00000000000001
New Orleans LA,ssp585,2077,76.15
New Orleans LA,ssp585,2078,77.30000000000001
New Orleans LA,ssp585,2079,78.45
New Orleans LA,ssp585,2080,79.60000000000001
New Orleans LA,ssp585,2080,84.39999999999999
New Orleans LA,ssp585,2081,85.44
New Orleans LA,ssp585,2082,86.47999999999999
New Orleans LA,ssp585,2083,87.52
New Orleans LA,ssp585,2084,88.55999999999999
New Orleans LA,ssp585,2085,89.6
New Orleans LA,ssp585,2086,90.64
New Orleans LA,ssp585,2087,91.67999999999999
New Orleans LA,ssp585,2088,92.72
New Orleans LA,ssp585,2089,93.75999999999999
New Orleans LA,ssp585,2090,94.8
New Orleans LA,ssp585,2090,102.8
New Orleans LA,ssp585,2091,103.62
New Orleans LA,ssp585,2092,104.44
New Orleans LA,ssp585,2093,105.25999999999999
New Orleans LA,ssp585,2094,106.08
New Orleans LA,ssp585,2095,106.9
New Orleans LA,ssp585,2096,107.72
New Orleans LA,ssp585,2097,108.53999999999999
New Orleans LA,ssp585,2098,109.36
New Orleans LA,ssp585,2099,110.18
New Orleans LA,ssp585,2100,111.0
New Orleans LA,ssp585,2100,123.4
New York NY,ssp126,2020,10.1
New York NY,ssp126,2020,10.3
New York NY,ssp126,2021,11.09
New York NY,ssp126,2022,11.88
New York NY,ssp126,2023,12.67
New York NY,ssp126,2024,13.46
New York NY,ssp126,2025,14.25
New York NY,ssp126,2026,15.04
New York NY,ssp126,2027,15.829999999999998
New York NY,ssp126,2028,16.619999999999997
New York NY,ssp126,2029,17.41
New York NY,ssp126,2030,18.2
New York NY,ssp126,2030,18.5
New York NY,ssp126,2031,19.29
New York NY,ssp126,2032,20.08
New York NY,ssp126,2033,20.869999999999997
New York NY,ssp126,2034,21.66
New York NY,ssp126,2035,22.45
New York NY,ssp126,2036,23.24
New York NY,ssp126,2037,24.029999999999998
New York NY,ssp126,2038,24.82
New York NY,ssp126,2039,25.61
New York NY,ssp126,2040,26.4
New York NY,ssp126,2040,26.9
New York NY,ssp126,2041,27.689999999999998
New York NY,ssp126,2042,28.479999999999997
New York NY,ssp126,2043,29.269999999999996
New York NY,ssp126,2044,30.06
New York NY,ssp126,2045,30.849999999999998
New York NY,ssp126,2046,31.639999999999997
New York NY,ssp126,2047,32.43
New York NY,ssp126,2048,33.22
New York NY,ssp126,2049,34.01
New York NY,ssp126,2050,34.8
New York NY,ssp126,2050,35.3
New York NY,ssp126,2051,35.949999999999996
New York NY,ssp126,2052,36.599999999999994
New York NY,ssp126,2053,37.25
New York NY,ssp126,2054,37.9
New York NY,ssp126,2055,38.55
New York NY,ssp126,2056,39.199999999999996
New York NY,ssp126,2057,39.849999999999994
New York NY,ssp126,2058,40.5
New York NY,ssp126,2059,41.15
New York NY,ssp126,2060,41.8
New York NY,ssp126,2060,42.4
New York NY,ssp126,2061,43.07
New York NY,ssp126,2062,43.74
New York NY,ssp126,2063,44.41
New York NY,ssp126,2064,45.08
New York NY,ssp126,2065,45.75
New York NY,ssp126,2066,46.42
New York NY,ssp126,2067,47.09
New York NY,ssp126,2068,47.76
New York NY,ssp126,2069,48.43
New York NY,ssp126,2070,49.1
New York NY,ssp126,2070,49.7
New York NY,ssp126,2071,50.25
New York NY,ssp126,2072,50.800000000000004
New York NY,ssp126,2073,51.35
New York NY,ssp126,2074,51.900000000000006
New York NY,ssp126,2075,52.45
New York NY,ssp126,2076,53.0
New York NY,ssp126,2077,53.550000000000004
New York NY,ssp126,2078,54.1
New York NY,ssp126,2079,54.650000000000006
New York NY,ssp126,2080,55.2
New York NY,ssp126,2080,55.8
New York NY,ssp126,2081,56.32
New York NY,ssp126,2082,56.839999999999996
New York NY,ssp126,2083,57.36
New York NY,ssp126,2084,57.879999999999995
New York NY,ssp126,2085,58.4
New York NY,ssp126,2086,58.92
New York NY,ssp126,2087,59.44
New York NY,ssp126,2088,59.96
New York NY,ssp126,2089,60.48
New York NY,ssp126,2090,61.0
New York NY,ssp126,2090,61.6
New York NY,ssp126,2091,62.11
New York NY,ssp126,2092,62.620000000000005
New York NY,ssp126,2093,63.13
New York NY,ssp126,2094,63.64
New York NY,ssp126,2095,64.15
New York NY,ssp126,2096,64.66
New York NY,ssp126,2097,65.17
New York NY,ssp126,2098,65.68
New York NY,ssp126,2099,66.19
New York NY,ssp126,2100,66.7
New York NY,ssp126,2100,67.2
New York NY,ssp245,2020,10.2
New York NY,ssp245,2021,10.979999999999999
New York NY,ssp245,2022,11.76
New York NY,ssp245,2023,12.54
New York NY,ssp245,2024,13.32
New York NY,ssp245,2025,14.1
New York NY,ssp245,2026,14.879999999999999
New York NY,ssp245,2027,15.66
New York NY,ssp245,2028,16.439999999999998
New York NY,ssp245,2029,17.22
New York NY,ssp245,2030,18.0
New York NY,ssp245,2031,18.86
New York NY,ssp245,2032,19.72
New York NY,ssp245,2033,20.58
New York NY,ssp245,2034,21.44
New York NY,ssp245,2035,22.3
New York NY,ssp245,2036,23.16
New York NY,ssp245,2037,24.02
New York NY,ssp245,2038,24.880000000000003
New York NY,ssp245,2039,25.740000000000002
New York NY,ssp245,2040,26.6
New York NY,ssp245,2041,27.52
New York NY,ssp245,2042,28.44
New York NY,ssp245,2043,29.36
New York NY,ssp245,2044,30.28
New York NY,ssp245,2045,31.2
New York NY,ssp245,2046,32.12
New York NY,ssp245,2047,33.04
New York NY,ssp245,2048,33.96
New York NY,ssp245,2049,34.879999999999995
New York NY,ssp245,2050,35.8
New York NY,ssp245,2051,36.66
New York NY,ssp245,2052,37.519999999999996
New York NY,ssp245,2053,38.379999999999995
New York NY,ssp245,2054,39.239999999999995
New York NY,ssp245,2055,40.099999999999994
New York NY,ssp245,2056,40.959999999999994
New York NY,ssp245,2057,41.82
New York NY,ssp245,2058,42.68
New York NY,ssp245,2059,43.54
New York NY,ssp245,2060,44.4
New York NY,ssp245,2061,45.36
New York NY,ssp245,2062,46.32
New York NY,ssp245,2063,47.28
New York NY,ssp245,2064,48.24
New York NY,ssp245,2065,49.2
New York NY,ssp245,2066,50.16
New York NY,ssp245,2067,51.12
New York NY,ssp245,2068,52.08
New York NY,ssp245,2069,53.04
New York NY,ssp245,2070,54.0
New York NY,ssp245,2071,54.9
New York NY,ssp245,2072,55.8
New York NY,ssp245,2073,56.7
New York NY,ssp245,2074,57.6
New York NY,ssp245,2075,58.5
New York NY,ssp245,2076,59.4
New York NY,ssp245,2077,60.3
New York NY,ssp245,2078,61.2
New York NY,ssp245,2079,62.1
New York NY,ssp245,2080,63.0
New York NY,ssp245,2081,63.86
New York NY,ssp245,2082,64.72
New York NY,ssp245,2083,65.58
New York NY,ssp245,2084,66.44
New York NY,ssp245,2085,67.3
New York NY,ssp245,2086,68.16
New York NY,ssp245,2087,69.02
New York NY,ssp245,2088,69.88
New York NY,ssp245,2089,70.74
New York NY,ssp245,2090,71.6
New York NY,ssp245,2091,72.58
New York NY,ssp245,2092,73.55999999999999
New York NY,ssp245,2093,74.53999999999999
New York NY,ssp245,2094,75.52
New York NY,ssp245,2095,76.5
New York NY,ssp245,2096,77.47999999999999
New York NY,ssp245,2097,78.46
New York NY,ssp245,2098,79.44
New York NY,ssp245,2099,80.41999999999999
New York NY,ssp245,2100,81.39999999999999
New York NY,ssp370,2020,10.2
New York NY,ssp370,2021,10.95
New York NY,ssp370,2022,11.7
New York NY,ssp370,2023,12.45
New York NY,ssp370,2024,13.2
New York NY,ssp370,2025,13.95
New York NY,ssp370,2026,14.7
New York NY,ssp370,2027,15.45
New York NY,ssp370,2028,16.2
New York NY,ssp370,2029,16.95
New York NY,ssp370,2030,17.7
New York NY,ssp370,2031,18.53
New York NY,ssp370,2032,19.36
New York NY,ssp370,2033,20.189999999999998
New York NY,ssp370,2034,21.02
New York NY,ssp370,2035,21.85
New York NY,ssp370,2036,22.68
New York NY,ssp370,2037,23.509999999999998
New York NY,ssp370,2038,24.34
New York NY,ssp370,2039,25.17
New York NY,ssp370,2040,26.0
New York NY,ssp370,2041,26.94
New York NY,ssp370,2042,27.88
New York NY,ssp370,2043,28.82
New York NY,ssp370,2044,29.759999999999998
New York NY,ssp370,2045,30.7
New York NY,ssp370,2046,31.64
New York NY,ssp370,2047,32.58
New York NY,ssp370,2048,33.519999999999996
New York NY,ssp370,2049,34.46
New York NY,ssp370,2050,35.4
New York NY,ssp370,2051,36.36
New York NY,ssp370,2052,37.32
New York NY,ssp370,2053,38.28
New York NY,ssp370,2054,39.24
New York NY,ssp370,2055,40.2
New York NY,ssp370,2056,41.16
New York NY,ssp370,2057,42.12
New York NY,ssp370,2058,43.08
New York NY,ssp370,2059,44.04
New York NY,ssp370,2060,45.0
New York NY,ssp370,2061,46.1
New York NY,ssp370,2062,47.2
New York NY,ssp370,2063,48.300000000000004
New York NY,ssp370,2064,49.400000000000006
New York NY,ssp370,2065,50.5
New York NY,ssp370,2066,51.60000000000001
New York NY,ssp370,2067,52.7
New York NY,ssp370,2068,53.800000000000004
New York NY,ssp370,2069,54.900000000000006
New York NY,ssp370,2070,56.00000000000001
New York NY,ssp370,2071,57.120000000000005
New York NY,ssp370,2072,58.24000000000001
New York NY,ssp370,2073,59.36000000000001
New York NY,ssp370,2074,60.480000000000004
New York NY,ssp370,2075,61.60000000000001
New York NY,ssp370,2076,62.720000000000006
New York NY,ssp370,2077,63.84
New York NY,ssp370,2078,64.96000000000001
New York NY,ssp370,2079,66.08
New York NY,ssp370,2080,67.2
New York NY,ssp370,2081,68.48
New York NY,ssp370,2082,69.76
New York NY,ssp370,2083,71.04
New York NY,ssp370,2084,72.32000000000001
New York NY,ssp370,2085,73.6
New York NY,ssp370,2086,74.88
New York NY,ssp370,2087,76.16
New York NY,ssp370,2088,77.44
New York NY,ssp370,2089,78.72
New York NY,ssp370,2090,80.0
New York NY,ssp370,2091,81.3
New York NY,ssp370,2092,82.6
New York NY,ssp370,2093,83.9
New York NY,ssp370,2094,85.2
New York NY,ssp370,2095,86.5
New York NY,ssp370,2096,87.8
New York NY,ssp370,2097,89.1
New York NY,ssp370,2098,90.4
New York NY,ssp370,2099,91.7
New York NY,ssp370,2100,93.0
New York NY,ssp585,2020,10.2
New York NY,ssp585,2020,10.3
New York NY,ssp585,2021,11.110000000000001
New York NY,ssp585,2022,11.92
New York NY,ssp585,2023,12.73
New York NY,ssp585,2024,13.54
New York NY,ssp585,2025,14.35
New York NY,ssp585,2026,15.16
New York NY,ssp585,2027,15.969999999999999
New York NY,ssp585,2028,16.78
New York NY,ssp585,2029,17.59
New York NY,ssp585,2030,18.4
New York NY,ssp585,2030,18.6
New York NY,ssp585,2031,19.540000000000003
New York NY,ssp585,2032,20.48
New York NY,ssp585,2033,21.42
New York NY,ssp585,2034,22.360000000000003
New York NY,ssp585,2035,23.300000000000004
New York NY,ssp585,2036,24.240000000000002
New York NY,ssp585,2037,25.180000000000003
New York NY,ssp585,2038,26.120000000000005
New York NY,ssp585,2039,27.060000000000002
New York NY,ssp585,2040,28.000000000000004
New York NY,ssp585,2040,28.2
New York NY,ssp585,2041,29.24
New York NY,ssp585,2042,30.28
New York NY,ssp585,2043,31.32
New York NY,ssp585,2044,32.36
New York NY,ssp585,2045,33.4
New York NY,ssp585,2046,34.44
New York NY,ssp585,2047,35.480000000000004
New York NY,ssp585,2048,36.52
New York NY,ssp585,2049,37.56
New York NY,ssp585,2050,38.6
New York NY,ssp585,2050,39.0
New York NY,ssp585,2051,40.0
New York NY,ssp585,2052,41.0
New York NY,ssp585,2053,42.0
New York NY,ssp585,2054,43.0
New York NY,ssp585,2055,44.0
New York NY,ssp585,2056,45.0
New York NY,ssp585,2057,46.0
New York NY,ssp585,2058,47.0
New York NY,ssp585,2059,48.0
New York NY,ssp585,2060,49.0
New York NY,ssp585,2060,50.1
New York NY,ssp585,2061,51.21
New York NY,ssp585,2062,52.32
New York NY,ssp585,2063,53.43
New York NY,ssp585,2064,54.54
New York NY,ssp585,2065,55.650000000000006
New York NY,ssp585,2066,56.760000000000005
New York NY,ssp585,2067,57.870000000000005
New York NY,ssp585,2068,58.980000000000004
New York NY,ssp585,2069,60.09
New York NY,ssp585,2070,61.2
New York NY,ssp585,2070,63.2
New York NY,ssp585,2071,64.32000000000001
New York NY,ssp585,2072,65.44
New York NY,ssp585,2073,66.56
New York NY,ssp585,2074,67.68
New York NY,ssp585,2075,68.80000000000001
New York NY,ssp585,2076,69.92
New York NY,ssp585,2077,71.04
New York NY,ssp585,2078,72.16000000000001
