city,scenario,year,total_sea_level_cm
New York NY,ssp585,2079,73.28
New York NY,ssp585,2080,74.4
New York NY,ssp585,2080,78.2
New York NY,ssp585,2081,79.28
New York NY,ssp585,2082,80.36
New York NY,ssp585,2083,81.44
New York NY,ssp585,2084,82.52
New York NY,ssp585,2085,83.6
New York NY,ssp585,2086,84.68
New York NY,ssp585,2087,85.76
New York NY,ssp585,2088,86.84
New York NY,ssp585,2089,87.92
New York NY,ssp585,2090,89.0
New York NY,ssp585,2090,95.9
New York NY,ssp585,2091,96.67
New York NY,ssp585,2092,97.44
New York NY,ssp585,2093,98.21000000000001
New York NY,ssp585,2094,98.98
New York NY,ssp585,2095,99.75
New York NY,ssp585,2096,100.52
New York NY,ssp585,2097,101.28999999999999
New York NY,ssp585,2098,102.06
New York NY,ssp585,2099,102.83
New York NY,ssp585,2100,103.6
New York NY,ssp585,2100,114.5
Norfolk VA,ssp126,2020,11.9
Norfolk VA,ssp126,2020,12.1
Norfolk VA,ssp126,2021,13.01
Norfolk VA,ssp126,2022,13.92
Norfolk VA,ssp126,2023,14.829999999999998
Norfolk VA,ssp126,2024,15.739999999999998
Norfolk VA,ssp126,2025,16.65
Norfolk VA,ssp126,2026,17.56
Norfolk VA,ssp126,2027,18.47
Norfolk VA,ssp126,2028,19.38
Norfolk VA,ssp126,2029,20.29
Norfolk VA,ssp126,2030,21.2
Norfolk VA,ssp126,2030,21.4
Norfolk VA,ssp126,2031,22.259999999999998
Norfolk VA,ssp126,2032,23.119999999999997
Norfolk VA,ssp126,2033,23.979999999999997
Norfolk VA,ssp126,2034,24.84
Norfolk VA,ssp126,2035,25.7
Norfolk VA,ssp126,2036,26.56
Norfolk VA,ssp126,2037,27.419999999999998
Norfolk VA,ssp126,2038,28.28
Norfolk VA,ssp126,2039,29.14
Norfolk VA,ssp126,2040,30.0
Norfolk VA,ssp126,2040,30.4
Norfolk VA,ssp126,2041,31.25
Norfolk VA,ssp126,2042,32.1
Norfolk VA,ssp126,2043,32.949999999999996
Norfolk VA,ssp126,2044,33.8
Norfolk VA,ssp126,2045,34.65
Norfolk VA,ssp126,2046,35.5
Norfolk VA,ssp126,2047,36.35
Norfolk VA,ssp126,2048,37.199999999999996
Norfolk VA,ssp126,2049,38.05
Norfolk VA,ssp126,2050,38.9
Norfolk VA,ssp126,2050,39.4
Norfolk VA,ssp126,2051,40.14
Norfolk VA,ssp126,2052,40.879999999999995
Norfolk VA,ssp126,2053,41.62
Norfolk VA,ssp126,2054,42.36
Norfolk VA,ssp126,2055,43.099999999999994
Norfolk VA,ssp126,2056,43.839999999999996
Norfolk VA,ssp126,2057,44.58
Norfolk VA,ssp126,2058,45.32
Norfolk VA,ssp126,2059,46.059999999999995
Norfolk VA,ssp126,2060,46.8
Norfolk VA,ssp126,2060,47.6
Norfolk VA,ssp126,2061,48.38
Norfolk VA,ssp126,2062,49.160000000000004
Norfolk VA,ssp126,2063,49.940000000000005
Norfolk VA,ssp126,2064,50.720000000000006
Norfolk VA,ssp126,2065,51.5
Norfolk VA,ssp126,2066,52.28
Norfolk VA,ssp126,2067,53.06
Norfolk VA,ssp126,2068,53.84
Norfolk VA,ssp126,2069,54.620000000000005
Norfolk VA,ssp126,2070,55.400000000000006
Norfolk VA,ssp126,2070,56.2
Norfolk VA,ssp126,2071,56.86
Norfolk VA,ssp126,2072,57.52
Norfolk VA,ssp126,2073,58.18
Norfolk VA,ssp126,2074,58.84
Norfolk VA,ssp126,2075,59.5
Norfolk VA,ssp126,2076,60.16
Norfolk VA,ssp126,2077,60.82
Norfolk VA,ssp126,2078,61.48
Norfolk VA,ssp126,2079,62.14
Norfolk VA,ssp126,2080,62.8
Norfolk VA,ssp126,2080,63.6
Norfolk VA,ssp126,2081,64.2
Norfolk VA,ssp126,2082,64.8
Norfolk VA,ssp126,2083,65.4
Norfolk VA,ssp126,2084,66.0
Norfolk VA,ssp126,2085,66.6
Norfolk VA,ssp126,2086,67.2
Norfolk VA,ssp126,2087,67.8
Norfolk VA,ssp126,2088,68.39999999999999
Norfolk VA,ssp126,2089,69.0
Norfolk VA,ssp126,2090,69.6
Norfolk VA,ssp126,2090,70.5
Norfolk VA,ssp126,2091,71.17
Norfolk VA,ssp126,2092,71.84
Norfolk VA,ssp126,2093,72.51
Norfolk VA,ssp126,2094,73.18
Norfolk VA,ssp126,2095,73.85
Norfolk VA,ssp126,2096,74.52
Norfolk VA,ssp126,2097,75.19
Norfolk VA,ssp126,2098,75.86
Norfolk VA,ssp126,2099,76.53
Norfolk VA,ssp126,2100,77.2
Norfolk VA,ssp126,2100,78.0
Norfolk VA,ssp245,2020,11.8
Norfolk VA,ssp245,2021,12.700000000000001
Norfolk VA,ssp245,2022,13.600000000000001
Norfolk VA,ssp245,2023,14.5
Norfolk VA,ssp245,2024,15.4
Norfolk VA,ssp245,2025,16.3
Norfolk VA,ssp245,2026,17.200000000000003
Norfolk VA,ssp245,2027,18.1
Norfolk VA,ssp245,2028,19.0
Norfolk VA,ssp245,2029,19.9
Norfolk VA,ssp245,2030,20.8
Norfolk VA,ssp245,2031,21.72
Norfolk VA,ssp245,2032,22.64
Norfolk VA,ssp245,2033,23.560000000000002
Norfolk VA,ssp245,2034,24.48
Norfolk VA,ssp245,2035,25.4
Norfolk VA,ssp245,2036,26.32
Norfolk VA,ssp245,2037,27.240000000000002
Norfolk VA,ssp245,2038,28.16
Norfolk VA,ssp245,2039,29.08
Norfolk VA,ssp245,2040,30.0
Norfolk VA,ssp245,2041,31.01
Norfolk VA,ssp245,2042,32.02
Norfolk VA,ssp245,2043,33.03
Norfolk VA,ssp245,2044,34.04
Norfolk VA,ssp245,2045,35.05
Norfolk VA,ssp245,2046,36.06
Norfolk VA,ssp245,2047,37.07
Norfolk VA,ssp245,2048,38.08
Norfolk VA,ssp245,2049,39.09
Norfolk VA,ssp245,2050,40.1
Norfolk VA,ssp245,2051,41.050000000000004
Norfolk VA,ssp245,2052,42.0
Norfolk VA,ssp245,2053,42.95
Norfolk VA,ssp245,2054,43.9
Norfolk VA,ssp245,2055,44.85
Norfolk VA,ssp245,2056,45.8
Norfolk VA,ssp245,2057,46.75
Norfolk VA,ssp245,2058,47.7
Norfolk VA,ssp245,2059,48.65
Norfolk VA,ssp245,2060,49.6
Norfolk VA,ssp245,2061,50.660000000000004
Norfolk VA,ssp245,2062,51.72
Norfolk VA,ssp245,2063,52.78
Norfolk VA,ssp245,2064,53.84
Norfolk VA,ssp245,2065,54.900000000000006
Norfolk VA,ssp245,2066,55.96
Norfolk VA,ssp245,2067,57.02
Norfolk VA,ssp245,2068,58.08
Norfolk VA,ssp245,2069,59.14
Norfolk VA,ssp245,2070,60.2
Norfolk VA,ssp245,2071,61.18
Norfolk VA,ssp245,2072,62.160000000000004
Norfolk VA,ssp245,2073,63.14
Norfolk VA,ssp245,2074,64.12
Norfolk VA,ssp245,2075,65.1
Norfolk VA,ssp245,2076,66.08
Norfolk VA,ssp245,2077,67.06
Norfolk VA,ssp245,2078,68.04
Norfolk VA,ssp245,2079,69.02
Norfolk VA,ssp245,2080,70.0
Norfolk VA,ssp245,2081,70.95
Norfolk VA,ssp245,2082,71.9
Norfolk VA,ssp245,2083,72.85
Norfolk VA,ssp245,2084,73.8
Norfolk VA,ssp245,2085,74.75
Norfolk VA,ssp245,2086,75.7
Norfolk VA,ssp245,2087,76.65
Norfolk VA,ssp245,2088,77.6
Norfolk VA,ssp245,2089,78.55
Norfolk VA,ssp245,2090,79.5
Norfolk VA,ssp245,2091,80.57
Norfolk VA,ssp245,2092,81.64
Norfolk VA,ssp245,2093,82.71000000000001
Norfolk VA,ssp245,2094,83.78
Norfolk VA,ssp245,2095,84.85
Norfolk VA,ssp245,2096,85.92
Norfolk VA,ssp245,2097,86.99000000000001
Norfolk VA,ssp245,2098,88.06
Norfolk VA,ssp245,2099,89.13
Norfolk VA,ssp245,2100,90.2
Norfolk VA,ssp370,2020,11.7
Norfolk VA,ssp370,2021,12.59
Norfolk VA,ssp370,2022,13.48
Norfolk VA,ssp370,2023,14.370000000000001
Norfolk VA,ssp370,2024,15.26
Norfolk VA,ssp370,2025,16.15
Norfolk VA,ssp370,2026,17.04
Norfolk VA,ssp370,2027,17.93
Norfolk VA,ssp370,2028,18.82
Norfolk VA,ssp370,2029,19.71
Norfolk VA,ssp370,2030,20.6
Norfolk VA,ssp370,2031,21.540000000000003
Norfolk VA,ssp370,2032,22.48
Norfolk VA,ssp370,2033,23.42
Norfolk VA,ssp370,2034,24.36
Norfolk VA,ssp370,2035,25.3
Norfolk VA,ssp370,2036,26.240000000000002
Norfolk VA,ssp370,2037,27.18
Norfolk VA,ssp370,2038,28.12
Norfolk VA,ssp370,2039,29.060000000000002
Norfolk VA,ssp370,2040,30.0
Norfolk VA,ssp370,2041,31.04
Norfolk VA,ssp370,2042,32.08
Norfolk VA,ssp370,2043,33.120000000000005
Norfolk VA,ssp370,2044,34.160000000000004
Norfolk VA,ssp370,2045,35.2
Norfolk VA,ssp370,2046,36.24
Norfolk VA,ssp370,2047,37.28
Norfolk VA,ssp370,2048,38.32000000000001
Norfolk VA,ssp370,2049,39.36000000000001
Norfolk VA,ssp370,2050,40.400000000000006
Norfolk VA,ssp370,2051,41.43000000000001
Norfolk VA,ssp370,2052,42.46000000000001
Norfolk VA,ssp370,2053,43.49
Norfolk VA,ssp370,2054,44.52
Norfolk VA,ssp370,2055,45.550000000000004
Norfolk VA,ssp370,2056,46.580000000000005
Norfolk VA,ssp370,2057,47.61000000000001
Norfolk VA,ssp370,2058,48.64
Norfolk VA,ssp370,2059,49.67
Norfolk VA,ssp370,2060,50.7
Norfolk VA,ssp370,2061,51.870000000000005
Norfolk VA,ssp370,2062,53.04
Norfolk VA,ssp370,2063,54.21
Norfolk VA,ssp370,2064,55.38
Norfolk VA,ssp370,2065,56.55
Norfolk VA,ssp370,2066,57.72
Norfolk VA,ssp370,2067,58.89
Norfolk VA,ssp370,2068,60.06
Norfolk VA,ssp370,2069,61.23
Norfolk VA,ssp370,2070,62.4
Norfolk VA,ssp370,2071,63.64
Norfolk VA,ssp370,2072,64.88
Norfolk VA,ssp370,2073,66.12
Norfolk VA,ssp370,2074,67.36
Norfolk VA,ssp370,2075,68.6
Norfolk VA,ssp370,2076,69.84
Norfolk VA,ssp370,2077,71.08
Norfolk VA,ssp370,2078,72.32
Norfolk VA,ssp370,2079,73.56
Norfolk VA,ssp370,2080,74.8
Norfolk VA,ssp370,2081,76.12
Norfolk VA,ssp370,2082,77.44
Norfolk VA,ssp370,2083,78.75999999999999
Norfolk VA,ssp370,2084,80.08
Norfolk VA,ssp370,2085,81.4
Norfolk VA,ssp370,2086,82.72
Norfolk VA,ssp370,2087,84.03999999999999
Norfolk VA,ssp370,2088,85.36
Norfolk VA,ssp370,2089,86.68
Norfolk VA,ssp370,2090,88.0
Norfolk VA,ssp370,2091,89.42
Norfolk VA,ssp370,2092,90.84
Norfolk VA,ssp370,2093,92.26
Norfolk VA,ssp370,2094,93.68
Norfolk VA,ssp370,2095,95.1
Norfolk VA,ssp370,2096,96.52000000000001
Norfolk VA,ssp370,2097,97.94
Norfolk VA,ssp370,2098,99.36
Norfolk VA,ssp370,2099,100.78
Norfolk VA,ssp370,2100,102.2
Norfolk VA,ssp585,2020,11.8
Norfolk VA,ssp585,2020,11.9
Norfolk VA,ssp585,2021,12.86
Norfolk VA,ssp585,2022,13.82
Norfolk VA,ssp585,2023,14.780000000000001
Norfolk VA,ssp585,2024,15.74
Norfolk VA,ssp585,2025,16.7
Norfolk VA,ssp585,2026,17.66
Norfolk VA,ssp585,2027,18.62
Norfolk VA,ssp585,2028,19.58
Norfolk VA,ssp585,2029,20.54
Norfolk VA,ssp585,2030,21.5
Norfolk VA,ssp585,2030,21.6
Norfolk VA,ssp585,2031,22.630000000000003
Norfolk VA,ssp585,2032,23.66
Norfolk VA,ssp585,2033,24.69
Norfolk VA,ssp585,2034,25.72
Norfolk VA,ssp585,2035,26.75
Norfolk VA,ssp585,2036,27.78
Norfolk VA,ssp585,2037,28.810000000000002
Norfolk VA,ssp585,2038,29.84
Norfolk VA,ssp585,2039,30.869999999999997
Norfolk VA,ssp585,2040,31.9
Norfolk VA,ssp585,2040,32.2
Norfolk VA,ssp585,2041,33.300000000000004
Norfolk VA,ssp585,2042,34.400000000000006
Norfolk VA,ssp585,2043,35.5
Norfolk VA,ssp585,2044,36.6
Norfolk VA,ssp585,2045,37.7
Norfolk VA,ssp585,2046,38.800000000000004
Norfolk VA,ssp585,2047,39.900000000000006
Norfolk VA,ssp585,2048,41.0
Norfolk VA,ssp585,2049,42.1
Norfolk VA,ssp585,2050,43.2
Norfolk VA,ssp585,2050,43.7
Norfolk VA,ssp585,2051,44.77
Norfolk VA,ssp585,2052,45.84
Norfolk VA,ssp585,2053,46.910000000000004
Norfolk VA,ssp585,2054,47.980000000000004
Norfolk VA,ssp585,2055,49.050000000000004
Norfolk VA,ssp585,2056,50.120000000000005
Norfolk VA,ssp585,2057,51.190000000000005
Norfolk VA,ssp585,2058,52.260000000000005
Norfolk VA,ssp585,2059,53.330000000000005
Norfolk VA,ssp585,2060,54.400000000000006
Norfolk VA,ssp585,2060,55.7
Norfolk VA,ssp585,2061,56.870000000000005
Norfolk VA,ssp585,2062,58.040000000000006
Norfolk VA,ssp585,2063,59.21
Norfolk VA,ssp585,2064,60.38
Norfolk VA,ssp585,2065,61.550000000000004
Norfolk VA,ssp585,2066,62.720000000000006
Norfolk VA,ssp585,2067,63.89000000000001
Norfolk VA,ssp585,2068,65.06
Norfolk VA,ssp585,2069,66.23
Norfolk VA,ssp585,2070,67.4
Norfolk VA,ssp585,2070,69.69999999999999
Norfolk VA,ssp585,2071,70.80999999999999
Norfolk VA,ssp585,2072,71.91999999999999
Norfolk VA,ssp585,2073,73.03
Norfolk VA,ssp585,2074,74.14
Norfolk VA,ssp585,2075,75.25
Norfolk VA,ssp585,2076,76.36
Norfolk VA,ssp585,2077,77.47
Norfolk VA,ssp585,2078,78.58000000000001
Norfolk VA,ssp585,2079,79.69000000000001
Norfolk VA,ssp585,2080,80.80000000000001
Norfolk VA,ssp585,2080,85.1
Norfolk VA,ssp585,2081,86.16999999999999
Norfolk VA,ssp585,2082,87.24
Norfolk VA,ssp585,2083,88.31
Norfolk VA,ssp585,2084,89.38
Norfolk VA,ssp585,2085,90.44999999999999
Norfolk VA,ssp585,2086,91.52
Norfolk VA,ssp585,2087,92.59
Norfolk VA,ssp585,2088,93.66
Norfolk VA,ssp585,2089,94.72999999999999
Norfolk VA,ssp585,2090,95.8
Norfolk VA,ssp585,2090,103.2
Norfolk VA,ssp585,2091,104.02000000000001
Norfolk VA,ssp585,2092,104.84
Norfolk VA,ssp585,2093,105.66
Norfolk VA,ssp585,2094,106.48
Norfolk VA,ssp585,2095,107.30000000000001
Norfolk VA,ssp585,2096,108.12
Norfolk VA,ssp585,2097,108.94
Norfolk VA,ssp585,2098,109.76
Norfolk VA,ssp585,2099,110.58000000000001
Norfolk VA,ssp585,2100,111.4
Norfolk VA,ssp585,2100,122.8
San Francisco CA,ssp126,2020,5.0
San Francisco CA,ssp126,2020,5.2
San Francisco CA,ssp126,2021,5.6
San Francisco CA,ssp126,2022,6.0
San Francisco CA,ssp126,2023,6.4
San Francisco CA,ssp126,2024,6.8
San Francisco CA,ssp126,2025,7.199999999999999
San Francisco CA,ssp126,2026,7.6
San Francisco CA,ssp126,2027,8.0
San Francisco CA,ssp126,2028,8.399999999999999
San Francisco CA,ssp126,2029,8.799999999999999
San Francisco CA,ssp126,2030,9.2
San Francisco CA,ssp126,2030,9.6
San Francisco CA,ssp126,2031,9.99
San Francisco CA,ssp126,2032,10.379999999999999
San Francisco CA,ssp126,2033,10.77
San Francisco CA,ssp126,2034,11.16
San Francisco CA,ssp126,2035,11.55
San Francisco CA,ssp126,2036,11.94
San Francisco CA,ssp126,2037,12.33
San Francisco CA,ssp126,2038,12.719999999999999
San Francisco CA,ssp126,2039,13.11
San Francisco CA,ssp126,2040,13.5
San Francisco CA,ssp126,2040,14.2
San Francisco CA,ssp126,2041,14.639999999999999
San Francisco CA,ssp126,2042,15.08
San Francisco CA,ssp126,2043,15.52
San Francisco CA,ssp126,2044,15.96
San Francisco CA,ssp126,2045,16.4
San Francisco CA,ssp126,2046,16.84
San Francisco CA,ssp126,2047,17.28
San Francisco CA,ssp126,2048,17.720000000000002
San Francisco CA,ssp126,2049,18.16
San Francisco CA,ssp126,2050,18.6
San Francisco CA,ssp126,2050,19.4
San Francisco CA,ssp126,2051,19.74
San Francisco CA,ssp126,2052,20.08
San Francisco CA,ssp126,2053,20.419999999999998
San Francisco CA,ssp126,2054,20.759999999999998
San Francisco CA,ssp126,2055,21.1
San Francisco CA,ssp126,2056,21.439999999999998
San Francisco CA,ssp126,2057,21.78
San Francisco CA,ssp126,2058,22.12
San Francisco CA,ssp126,2059,22.46
San Francisco CA,ssp126,2060,22.8
San Francisco CA,ssp126,2060,24.0
San Francisco CA,ssp126,2061,24.4
San Francisco CA,ssp126,2062,24.8
San Francisco CA,ssp126,2063,25.200000000000003
San Francisco CA,ssp126,2064,25.6
San Francisco CA,ssp126,2065,26.0
San Francisco CA,ssp126,2066,26.400000000000002
San Francisco CA,ssp126,2067,26.800000000000004
San Francisco CA,ssp126,2068,27.200000000000003
San Francisco CA,ssp126,2069,27.6
San Francisco CA,ssp126,2070,28.000000000000004
San Francisco CA,ssp126,2070,29.2
San Francisco CA,ssp126,2071,29.56
San Francisco CA,ssp126,2072,29.92
San Francisco CA,ssp126,2073,30.28
San Francisco CA,ssp126,2074,30.64
San Francisco CA,ssp126,2075,31.0
San Francisco CA,ssp126,2076,31.360000000000003
San Francisco CA,ssp126,2077,31.720000000000002
San Francisco CA,ssp126,2078,32.080000000000005
San Francisco CA,ssp126,2079,32.440000000000005
San Francisco CA,ssp126,2080,32.800000000000004
San Francisco CA,ssp126,2080,34.2
San Francisco CA,ssp126,2081,34.6
San Francisco CA,ssp126,2082,35.0
San Francisco CA,ssp126,2083,35.400000000000006
San Francisco CA,ssp126,2084,35.800000000000004
San Francisco CA,ssp126,2085,36.2
San Francisco CA,ssp126,2086,36.6
San Francisco CA,ssp126,2087,37.0
San Francisco CA,ssp126,2088,37.400000000000006
San Francisco CA,ssp126,2089,37.800000000000004
San Francisco CA,ssp126,2090,38.2
San Francisco CA,ssp126,2090,39.7
San Francisco CA,ssp126,2091,40.03
San Francisco CA,ssp126,2092,40.36
San Francisco CA,ssp126,2093,40.690000000000005
San Francisco CA,ssp126,2094,41.02
San Francisco CA,ssp126,2095,41.35
San Francisco CA,ssp126,2096,41.68
San Francisco CA,ssp126,2097,42.01
San Francisco CA,ssp126,2098,42.34
San Francisco CA,ssp126,2099,42.67
San Francisco CA,ssp126,2100,43.0
San Francisco CA,ssp126,2100,44.6
San Francisco CA,ssp245,2020,4.9
San Francisco CA,ssp245,2021,5.3100000000000005
San Francisco CA,ssp245,2022,5.720000000000001
San Francisco CA,ssp245,2023,6.130000000000001
San Francisco CA,ssp245,2024,6.54
San Francisco CA,ssp245,2025,6.95
San Francisco CA,ssp245,2026,7.36
San Francisco CA,ssp245,2027,7.77
San Francisco CA,ssp245,2028,8.18
San Francisco CA,ssp245,2029,8.59
San Francisco CA,ssp245,2030,9.0
San Francisco CA,ssp245,2031,9.45
San Francisco CA,ssp245,2032,9.9
San Francisco CA,ssp245,2033,10.35
San Francisco CA,ssp245,2034,10.8
San Francisco CA,ssp245,2035,11.25
San Francisco CA,ssp245,2036,11.7
San Francisco CA,ssp245,2037,12.15
San Francisco CA,ssp245,2038,12.6
San Francisco CA,ssp245,2039,13.05
San Francisco CA,ssp245,2040,13.5
San Francisco CA,ssp245,2041,14.09
San Francisco CA,ssp245,2042,14.68
San Francisco CA,ssp245,2043,15.27
San Francisco CA,ssp245,2044,15.86
San Francisco CA,ssp245,2045,16.45
San Francisco CA,ssp245,2046,17.04
San Francisco CA,ssp245,2047,17.63
San Francisco CA,ssp245,2048,18.22
San Francisco CA,ssp245,2049,18.81
San Francisco CA,ssp245,2050,19.4
San Francisco CA,ssp245,2051,19.919999999999998
San Francisco CA,ssp245,2052,20.439999999999998
San Francisco CA,ssp245,2053,20.96
San Francisco CA,ssp245,2054,21.48
San Francisco CA,ssp245,2055,22.0
San Francisco CA,ssp245,2056,22.52
San Francisco CA,ssp245,2057,23.04
San Francisco CA,ssp245,2058,23.560000000000002
San Francisco CA,ssp245,2059,24.080000000000002
San Francisco CA,ssp245,2060,24.6
San Francisco CA,ssp245,2061,25.23
San Francisco CA,ssp245,2062,25.86
San Francisco CA,ssp245,2063,26.490000000000002
San Francisco CA,ssp245,2064,27.12
San Francisco CA,ssp245,2065,27.75
San Francisco CA,ssp245,2066,28.38
San Francisco CA,ssp245,2067,29.009999999999998
San Francisco CA,ssp245,2068,29.64
San Francisco CA,ssp245,2069,30.27
San Francisco CA,ssp245,2070,30.9
San Francisco CA,ssp245,2071,31.61
San Francisco CA,ssp245,2072,32.32
San Francisco CA,ssp245,2073,33.03
San Francisco CA,ssp245,2074,33.74
San Francisco CA,ssp245,2075,34.45
San Francisco CA,ssp245,2076,35.16
San Francisco CA,ssp245,2077,35.87
San Francisco CA,ssp245,2078,36.58
San Francisco CA,ssp245,2079,37.29
San Francisco CA,ssp245,2080,38.0
San Francisco CA,ssp245,2081,38.76
San Francisco CA,ssp245,2082,39.52
San Francisco CA,ssp245,2083,40.28
San Francisco CA,ssp245,2084,41.04
San Francisco CA,ssp245,2085,41.8
San Francisco CA,ssp245,2086,42.56
San Francisco CA,ssp245,2087,43.32
San Francisco CA,ssp245,2088,44.08
San Francisco CA,ssp245,2089,44.84
San Francisco CA,ssp245,2090,45.6
San Francisco CA,ssp245,2091,46.32
San Francisco CA,ssp245,2092,47.04
San Francisco CA,ssp245,2093,47.76
San Francisco CA,ssp245,2094,48.48
San Francisco CA,ssp245,2095,49.2
San Francisco CA,ssp245,2096,49.92
San Francisco CA,ssp245,2097,50.64
San Francisco CA,ssp245,2098,51.36
San Francisco CA,ssp245,2099,52.08
San Francisco CA,ssp245,2100,52.8
San Francisco CA,ssp370,2020,5.0
San Francisco CA,ssp370,2021,5.4
San Francisco CA,ssp370,2022,5.8
San Francisco CA,ssp370,2023,6.2
San Francisco CA,ssp370,2024,6.6
San Francisco CA,ssp370,2025,7.0
San Francisco CA,ssp370,2026,7.4
San Francisco CA,ssp370,2027,7.800000000000001
San Francisco CA,ssp370,2028,8.2
San Francisco CA,ssp370,2029,8.6
San Francisco CA,ssp370,2030,9.0
San Francisco CA,ssp370,2031,9.46
San Francisco CA,ssp370,2032,9.92
San Francisco CA,ssp370,2033,10.379999999999999
San Francisco CA,ssp370,2034,10.84
San Francisco CA,ssp370,2035,11.3
San Francisco CA,ssp370,2036,11.76
San Francisco CA,ssp370,2037,12.219999999999999
San Francisco CA,ssp370,2038,12.68
San Francisco CA,ssp370,2039,13.14
San Francisco CA,ssp370,2040,13.6
San Francisco CA,ssp370,2041,14.219999999999999
San Francisco CA,ssp370,2042,14.84
San Francisco CA,ssp370,2043,15.46
San Francisco CA,ssp370,2044,16.08
San Francisco CA,ssp370,2045,16.7
San Francisco CA,ssp370,2046,17.32
San Francisco CA,ssp370,2047,17.94
San Francisco CA,ssp370,2048,18.560000000000002
San Francisco CA,ssp370,2049,19.18
San Francisco CA,ssp370,2050,19.8
San Francisco CA,ssp370,2051,20.45
San Francisco CA,ssp370,2052,21.1
San Francisco CA,ssp370,2053,21.75
San Francisco CA,ssp370,2054,22.400000000000002
San Francisco CA,ssp370,2055,23.05
San Francisco CA,ssp370,2056,23.700000000000003
San Francisco CA,ssp370,2057,24.35
San Francisco CA,ssp370,2058,25.0
San Francisco CA,ssp370,2059,25.650000000000002
San Francisco CA,ssp370,2060,26.3
San Francisco CA,ssp370,2061,27.05
San Francisco CA,ssp370,2062,27.8
San Francisco CA,ssp370,2063,28.55
San Francisco CA,ssp370,2064,29.3
San Francisco CA,ssp370,2065,30.050000000000004
San Francisco CA,ssp370,2066,30.800000000000004
San Francisco CA,ssp370,2067,31.550000000000004
San Francisco CA,ssp370,2068,32.300000000000004
San Francisco CA,ssp370,2069,33.050000000000004
San Francisco CA,ssp370,2070,33.800000000000004
San Francisco CA,ssp370,2071,34.64
San Francisco CA,ssp370,2072,35.480000000000004
San Francisco CA,ssp370,2073,36.32000000000001
San Francisco CA,ssp370,2074,37.160000000000004
San Francisco CA,ssp370,2075,38.0
San Francisco CA,ssp370,2076,38.84
San Francisco CA,ssp370,2077,39.68000000000001
San Francisco CA,ssp370,2078,40.52
San Francisco CA,ssp370,2079,41.36
San Francisco CA,ssp370,2080,42.2
San Francisco CA,ssp370,2081,43.150000000000006
San Francisco CA,ssp370,2082,44.1
San Francisco CA,ssp370,2083,45.050000000000004
San Francisco CA,ssp370,2084,46.0
San Francisco CA,ssp370,2085,46.95
San Francisco CA,ssp370,2086,47.900000000000006
San Francisco CA,ssp370,2087,48.85
San Francisco CA,ssp370,2088,49.800000000000004
San Francisco CA,ssp370,2089,50.75
San Francisco CA,ssp370,2090,51.7
San Francisco CA,ssp370,2091,52.830000000000005
San Francisco CA,ssp370,2092,53.96
San Francisco CA,ssp370,2093,55.09
San Francisco CA,ssp370,2094,56.22
San Francisco CA,ssp370,2095,57.35
San Francisco CA,ssp370,2096,58.480000000000004
San Francisco CA,ssp370,2097,59.61
San Francisco CA,ssp370,2098,60.74
San Francisco CA,ssp370,2099,61.87
San Francisco CA,ssp370,2100,63.0
San Francisco CA,ssp585,2020,5.3
San Francisco CA,ssp585,2020,5.5
San Francisco CA,ssp585,2021,5.9
San Francisco CA,ssp585,2022,6.3
San Francisco CA,ssp585,2023,6.7
San Francisco CA,ssp585,2024,7.1
San Francisco CA,ssp585,2025,7.5
San Francisco CA,ssp585,2026,7.9
San Francisco CA,ssp585,2027,8.3
San Francisco CA,ssp585,2028,8.7
San Francisco CA,ssp585,2029,9.1
San Francisco CA,ssp585,2030,9.5
San Francisco CA,ssp585,2030,9.8
San Francisco CA,ssp585,2031,10.32
San Francisco CA,ssp585,2032,10.84
San Francisco CA,ssp585,2033,11.36
San Francisco CA,ssp585,2034,11.88
San Francisco CA,ssp585,2035,12.4
San Francisco CA,ssp585,2036,12.92
San Francisco CA,ssp585,2037,13.44
San Francisco CA,ssp585,2038,13.96
San Francisco CA,ssp585,2039,14.48
San Francisco CA,ssp585,2040,15.0
San Francisco CA,ssp585,2040,15.4
San Francisco CA,ssp585,2041,16.07
San Francisco CA,ssp585,2042,16.740000000000002
San Francisco CA,ssp585,2043,17.41
San Francisco CA,ssp585,2044,18.080000000000002
San Francisco CA,ssp585,2045,18.75
San Francisco CA,ssp585,2046,19.42
San Francisco CA,ssp585,2047,20.090000000000003
San Francisco CA,ssp585,2048,20.76
San Francisco CA,ssp585,2049,21.43
San Francisco CA,ssp585,2050,22.1
San Francisco CA,ssp585,2050,23.0
San Francisco CA,ssp585,2051,23.6
San Francisco CA,ssp585,2052,24.2
San Francisco CA,ssp585,2053,24.8
San Francisco CA,ssp585,2054,25.4
San Francisco CA,ssp585,2055,26.0
San Francisco CA,ssp585,2056,26.6
San Francisco CA,ssp585,2057,27.2
San Francisco CA,ssp585,2058,27.8
San Francisco CA,ssp585,2059,28.4
San Francisco CA,ssp585,2060,29.0
San Francisco CA,ssp585,2060,30.9
San Francisco CA,ssp585,2061,31.59
San Francisco CA,ssp585,2062,32.28
San Francisco CA,ssp585,2063,32.97
San Francisco CA,ssp585,2064,33.66
San Francisco CA,ssp585,2065,34.349999999999994
San Francisco CA,ssp585,2066,35.04
San Francisco CA,ssp585,2067,35.73
San Francisco CA,ssp585,2068,36.419999999999995
